level,day,week,phraseNumber,phraseId,dayTitle,scenario,friendlyLatin,arabic,english,possibleMoroccanReply,cultureNote,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
6,10,2,4,L06-D10-P04,المساعدة داخل البيت,You ask to leave the cups.,nkhlli l-kisan hna?,نخلي الكيسان هنا؟,Should I leave the glasses here?,"iyeh, khllihom",This helps avoid moving things wrongly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day10/l06-d10-p04-normal.mp3,assets/audio/level06/day10/l06-d10-p04-slow.mp3,assets/video/level06/day10/l06-d10-p04-scene.mp4,assets/images/video-posters/level06/day10/l06-d10-p04-poster.webp,assets/images/lesson-scenes/level06/day10/l06-d10-p04-scene.webp
6,10,2,5,L06-D10-P05,المساعدة داخل البيت,You say you do not want to leave them alone with work.,ma bghitsh nkhalik khdam بوحدك,ما بغيتش نخليك خدام بوحدك,I do not want to leave you working alone.,"baraka, shukran",This shows care while accepting the host’s decision.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day10/l06-d10-p05-normal.mp3,assets/audio/level06/day10/l06-d10-p05-slow.mp3,assets/video/level06/day10/l06-d10-p05-scene.mp4,assets/images/video-posters/level06/day10/l06-d10-p05-poster.webp,assets/images/lesson-scenes/level06/day10/l06-d10-p05-scene.webp
6,11,2,1,L06-D11-P01,الكلام مع الكبار باحترام,You greet an older man respectfully.,salam aami,سلام عمي,"Hello, uncle.",w alikom salam,Aami is respectful for an older man; use context carefully.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day11/l06-d11-p01-normal.mp3,assets/audio/level06/day11/l06-d11-p01-slow.mp3,assets/video/level06/day11/l06-d11-p01-scene.mp4,assets/images/video-posters/level06/day11/l06-d11-p01-poster.webp,assets/images/lesson-scenes/level06/day11/l06-d11-p01-scene.webp
6,11,2,2,L06-D11-P02,الكلام مع الكبار باحترام,You greet an older woman respectfully.,salam khalti,سلام خالتي,"Hello, auntie.",marhba bik,Khalti can sound warm and respectful for an older woman.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day11/l06-d11-p02-normal.mp3,assets/audio/level06/day11/l06-d11-p02-slow.mp3,assets/video/level06/day11/l06-d11-p02-scene.mp4,assets/images/video-posters/level06/day11/l06-d11-p02-poster.webp,assets/images/lesson-scenes/level06/day11/l06-d11-p02-scene.webp
6,11,2,3,L06-D11-P03,الكلام مع الكبار باحترام,You say you want to listen.,bghit nsme3 lik,بغيت نسمع ليك,I want to listen to you.,mzyan,Listening is valued in elder conversations.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day11/l06-d11-p03-normal.mp3,assets/audio/level06/day11/l06-d11-p03-slow.mp3,assets/video/level06/day11/l06-d11-p03-scene.mp4,assets/images/video-posters/level06/day11/l06-d11-p03-poster.webp,assets/images/lesson-scenes/level06/day11/l06-d11-p03-scene.webp
6,11,2,4,L06-D11-P04,الكلام مع الكبار باحترام,You thank them for advice.,shukran 3la nsiha,شكراً على النصيحة,Thank you for the advice.,allah y3awnk,Advice often comes with care; thank it.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day11/l06-d11-p04-normal.mp3,assets/audio/level06/day11/l06-d11-p04-slow.mp3,assets/video/level06/day11/l06-d11-p04-scene.mp4,assets/images/video-posters/level06/day11/l06-d11-p04-poster.webp,assets/images/lesson-scenes/level06/day11/l06-d11-p04-scene.webp
6,11,2,5,L06-D11-P05,الكلام مع الكبار باحترام,You bless them with long life.,allah ytawel 3mrek,الله يطول عمرك,May God give you long life.,amin,Use blessings sincerely and respectfully.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day11/l06-d11-p05-normal.mp3,assets/audio/level06/day11/l06-d11-p05-slow.mp3,assets/video/level06/day11/l06-d11-p05-scene.mp4,assets/images/video-posters/level06/day11/l06-d11-p05-poster.webp,assets/images/lesson-scenes/level06/day11/l06-d11-p05-scene.webp
6,12,2,1,L06-D12-P01,الكلام مع الأطفال,You ask a child their name.,shno smitk?,شنو سميتك؟,What is your name?,smiti ...,Keep questions simple and friendly with children.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day12/l06-d12-p01-normal.mp3,assets/audio/level06/day12/l06-d12-p01-slow.mp3,assets/video/level06/day12/l06-d12-p01-scene.mp4,assets/images/video-posters/level06/day12/l06-d12-p01-poster.webp,assets/images/lesson-scenes/level06/day12/l06-d12-p01-scene.webp
6,12,2,2,L06-D12-P02,الكلام مع الأطفال,You ask their age.,shhal f-3mrek?,شحال فعمرك؟,How old are you?,3ndi ... snin,Useful for family small talk.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day12/l06-d12-p02-normal.mp3,assets/audio/level06/day12/l06-d12-p02-slow.mp3,assets/video/level06/day12/l06-d12-p02-scene.mp4,assets/images/video-posters/level06/day12/l06-d12-p02-poster.webp,assets/images/lesson-scenes/level06/day12/l06-d12-p02-scene.webp
6,12,2,3,L06-D12-P03,الكلام مع الأطفال,You ask if they understand you.,wash katfhemni?,واش كتفهمني؟,Do you understand me?,shwiya,This can make the child part of the interaction.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day12/l06-d12-p03-normal.mp3,assets/audio/level06/day12/l06-d12-p03-slow.mp3,assets/video/level06/day12/l06-d12-p03-scene.mp4,assets/images/video-posters/level06/day12/l06-d12-p03-poster.webp,assets/images/lesson-scenes/level06/day12/l06-d12-p03-scene.webp
6,12,2,4,L06-D12-P04,الكلام مع الأطفال,You ask if they want to play.,bghiti tl3ab?,بغيتي تلعب؟,Do you want to play?,iyeh,Use only when appropriate and with family comfort.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day12/l06-d12-p04-normal.mp3,assets/audio/level06/day12/l06-d12-p04-slow.mp3,assets/video/level06/day12/l06-d12-p04-scene.mp4,assets/images/video-posters/level06/day12/l06-d12-p04-poster.webp,assets/images/lesson-scenes/level06/day12/l06-d12-p04-scene.webp
6,12,2,5,L06-D12-P05,الكلام مع الأطفال,You bless the child.,allah yhafdk,الله يحفظك,May God protect you.,amin,Blessings for children are common and appreciated.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day12/l06-d12-p05-normal.mp3,assets/audio/level06/day12/l06-d12-p05-slow.mp3,assets/video/level06/day12/l06-d12-p05-scene.mp4,assets/images/video-posters/level06/day12/l06-d12-p05-poster.webp,assets/images/lesson-scenes/level06/day12/l06-d12-p05-scene.webp
6,13,2,1,L06-D13-P01,الصور والذكريات,You ask to take a photo.,nqdro nkhdo tswira?,نقدرو ناخدو تصويرة؟,Can we take a photo?,"iyeh, wakha",Always ask before photos in homes or with family.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day13/l06-d13-p01-normal.mp3,assets/audio/level06/day13/l06-d13-p01-slow.mp3,assets/video/level06/day13/l06-d13-p01-scene.mp4,assets/images/video-posters/level06/day13/l06-d13-p01-poster.webp,assets/images/lesson-scenes/level06/day13/l06-d13-p01-scene.webp
6,13,2,2,L06-D13-P02,الصور والذكريات,You ask for a photo with them.,bghit tswira m3akom,بغيت تصويرة معاكم,I would like a photo with you all.,marhba,Photos can be warm memories if consent is clear.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day13/l06-d13-p02-normal.mp3,assets/audio/level06/day13/l06-d13-p02-slow.mp3,assets/video/level06/day13/l06-d13-p02-scene.mp4,assets/images/video-posters/level06/day13/l06-d13-p02-poster.webp,assets/images/lesson-scenes/level06/day13/l06-d13-p02-scene.webp
6,13,2,3,L06-D13-P03,الصور والذكريات,You respect someone who does not want a photo.,"ma kayn moshkil, bla tswira",ما كاين مشكل، بلا تصويرة,"No problem, no photo.",shukran,Respecting privacy is part of cultural intelligence.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day13/l06-d13-p03-normal.mp3,assets/audio/level06/day13/l06-d13-p03-slow.mp3,assets/video/level06/day13/l06-d13-p03-scene.mp4,assets/images/video-posters/level06/day13/l06-d13-p03-poster.webp,assets/images/lesson-scenes/level06/day13/l06-d13-p03-scene.webp
6,13,2,4,L06-D13-P04,الصور والذكريات,You say you will send the photo.,ghadi nsift lik tswira,غادي نصيفط ليك تصويرة,I will send you the photo.,wakha,Offer to share photos after taking them.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day13/l06-d13-p04-normal.mp3,assets/audio/level06/day13/l06-d13-p04-slow.mp3,assets/video/level06/day13/l06-d13-p04-scene.mp4,assets/images/video-posters/level06/day13/l06-d13-p04-poster.webp,assets/images/lesson-scenes/level06/day13/l06-d13-p04-scene.webp
6,13,2,5,L06-D13-P05,الصور والذكريات,You say you will remember this day.,ghadi nbqa ntfkar had nhar,غادي نبقى نتفكر هاد النهار,I will remember this day.,hna tani,This makes the moment emotionally meaningful.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day13/l06-d13-p05-normal.mp3,assets/audio/level06/day13/l06-d13-p05-slow.mp3,assets/video/level06/day13/l06-d13-p05-scene.mp4,assets/images/video-posters/level06/day13/l06-d13-p05-poster.webp,assets/images/lesson-scenes/level06/day13/l06-d13-p05-scene.webp
6,14,2,1,L06-D14-P01,مراجعة الغداء العائلي,You say you came for lunch with them.,jit ntghdda m3akom,جيت نتغدى معاكم,I came to have lunch with you.,marhba bik,Food is a central social moment.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day14/l06-d14-p01-normal.mp3,assets/audio/level06/day14/l06-d14-p01-slow.mp3,assets/video/level06/day14/l06-d14-p01-scene.mp4,assets/images/video-posters/level06/day14/l06-d14-p01-poster.webp,assets/images/lesson-scenes/level06/day14/l06-d14-p01-scene.webp
6,14,2,2,L06-D14-P02,مراجعة الغداء العائلي,You say you are happy to be with them.,ferhan nkon m3akom,فرحان نكون معاكم,I am happy to be with you.,hna tani ferhanin,This is simple and emotionally useful.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day14/l06-d14-p02-normal.mp3,assets/audio/level06/day14/l06-d14-p02-slow.mp3,assets/video/level06/day14/l06-d14-p02-scene.mp4,assets/images/video-posters/level06/day14/l06-d14-p02-poster.webp,assets/images/lesson-scenes/level06/day14/l06-d14-p02-scene.webp
6,14,2,3,L06-D14-P03,مراجعة الغداء العائلي,You praise the food.,l-makla bnina,الماكلة بنينة,The food is delicious.,bssaha,Praise should be direct and sincere.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day14/l06-d14-p03-normal.mp3,assets/audio/level06/day14/l06-d14-p03-slow.mp3,assets/video/level06/day14/l06-d14-p03-scene.mp4,assets/images/video-posters/level06/day14/l06-d14-p03-poster.webp,assets/images/lesson-scenes/level06/day14/l06-d14-p03-scene.webp
6,14,2,4,L06-D14-P04,مراجعة الغداء العائلي,You ask them to explain slowly.,shrhu lia bshwiya aafak,شرحوا ليا بشوية عافاك,Please explain to me slowly.,wakha,Families may speak fast; asking slowly is normal.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day14/l06-d14-p04-normal.mp3,assets/audio/level06/day14/l06-d14-p04-slow.mp3,assets/video/level06/day14/l06-d14-p04-scene.mp4,assets/images/video-posters/level06/day14/l06-d14-p04-poster.webp,assets/images/lesson-scenes/level06/day14/l06-d14-p04-scene.webp
6,14,2,5,L06-D14-P05,مراجعة الغداء العائلي,You say goodbye and thank them.,bslama w shukran bzzaf,بسلامة و شكراً بزاف,Goodbye and thank you.,bslama,"End a family meal with thanks, not silence.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day14/l06-d14-p05-normal.mp3,assets/audio/level06/day14/l06-d14-p05-slow.mp3,assets/video/level06/day14/l06-d14-p05-scene.mp4,assets/images/video-posters/level06/day14/l06-d14-p05-poster.webp,assets/images/lesson-scenes/level06/day14/l06-d14-p05-scene.webp
6,15,3,1,L06-D15-P01,الدعوات والخطط,You ask if they can come tomorrow.,wash tqdero tjiw ghdda?,واش تقدرو تجيو غدا؟,Can you come tomorrow?,nshofo inshallah,Invitations are often flexible; inshallah may mean maybe.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day15/l06-d15-p01-normal.mp3,assets/audio/level06/day15/l06-d15-p01-slow.mp3,assets/video/level06/day15/l06-d15-p01-scene.mp4,assets/images/video-posters/level06/day15/l06-d15-p01-poster.webp,assets/images/lesson-scenes/level06/day15/l06-d15-p01-scene.webp
6,15,3,2,L06-D15-P02,الدعوات والخطط,You invite them to your place.,ntoma m3rodin 3ndi,نتوما معروضين عندي,You are invited to my place.,shukran,"Even if symbolic, invitation expresses reciprocity.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day15/l06-d15-p02-normal.mp3,assets/audio/level06/day15/l06-d15-p02-slow.mp3,assets/video/level06/day15/l06-d15-p02-scene.mp4,assets/images/video-posters/level06/day15/l06-d15-p02-poster.webp,assets/images/lesson-scenes/level06/day15/l06-d15-p02-scene.webp
6,15,3,3,L06-D15-P03,الدعوات والخطط,You suggest meeting in a café.,nqadro ntlaqaw f-lqahwa?,نقدرو نتلاقاو فالقهوة؟,Can we meet in a café?,"iyeh, wakha",Cafés are neutral and easy social spaces.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day15/l06-d15-p03-normal.mp3,assets/audio/level06/day15/l06-d15-p03-slow.mp3,assets/video/level06/day15/l06-d15-p03-scene.mp4,assets/images/video-posters/level06/day15/l06-d15-p03-poster.webp,assets/images/lesson-scenes/level06/day15/l06-d15-p03-scene.webp
6,15,3,4,L06-D15-P04,الدعوات والخطط,You ask what time is good.,shno l-waqt li mzyan?,شنو الوقت اللي مزيان؟,What time is good?,m3a l-3shiya,Always let locals help choose a workable time.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day15/l06-d15-p04-normal.mp3,assets/audio/level06/day15/l06-d15-p04-slow.mp3,assets/video/level06/day15/l06-d15-p04-scene.mp4,assets/images/video-posters/level06/day15/l06-d15-p04-poster.webp,assets/images/lesson-scenes/level06/day15/l06-d15-p04-scene.webp
6,15,3,5,L06-D15-P05,الدعوات والخطط,You confirm the meeting place.,safi ntlaqaw tma,صافي نتلاقاو تما,"Okay, we meet there.",wakha,Clear confirmation prevents confusion.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day15/l06-d15-p05-normal.mp3,assets/audio/level06/day15/l06-d15-p05-slow.mp3,assets/video/level06/day15/l06-d15-p05-scene.mp4,assets/images/video-posters/level06/day15/l06-d15-p05-poster.webp,assets/images/lesson-scenes/level06/day15/l06-d15-p05-scene.webp
6,16,3,1,L06-D16-P01,الوقت والوصول بلطف,You say you will come at six.,ghadi nji m3a sitta,غادي نجي مع الستة,I will come at six.,wakha,Time planning is practical in social visits.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day16/l06-d16-p01-normal.mp3,assets/audio/level06/day16/l06-d16-p01-slow.mp3,assets/video/level06/day16/l06-d16-p01-scene.mp4,assets/images/video-posters/level06/day16/l06-d16-p01-poster.webp,assets/images/lesson-scenes/level06/day16/l06-d16-p01-scene.webp
6,16,3,2,L06-D16-P02,الوقت والوصول بلطف,You say you are a little late.,ana mtakher shwiya,أنا متأخر شوية,I am a little late.,ma kayn moshkil,Apologize early if late.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day16/l06-d16-p02-normal.mp3,assets/audio/level06/day16/l06-d16-p02-slow.mp3,assets/video/level06/day16/l06-d16-p02-scene.mp4,assets/images/video-posters/level06/day16/l06-d16-p02-poster.webp,assets/images/lesson-scenes/level06/day16/l06-d16-p02-scene.webp
6,16,3,3,L06-D16-P03,الوقت والوصول بلطف,You apologize for being late.,smh lia 3la t-taakhir,سمح ليا على التأخير,Sorry for the delay.,ma kayn bas,A short apology is enough.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day16/l06-d16-p03-normal.mp3,assets/audio/level06/day16/l06-d16-p03-slow.mp3,assets/video/level06/day16/l06-d16-p03-scene.mp4,assets/images/video-posters/level06/day16/l06-d16-p03-poster.webp,assets/images/lesson-scenes/level06/day16/l06-d16-p03-scene.webp
6,16,3,4,L06-D16-P04,الوقت والوصول بلطف,You ask where to meet.,fin ntlaqaw?,فين نتلاقاو؟,Where do we meet?,qdam l-bab,Useful for family outings or visits.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day16/l06-d16-p04-normal.mp3,assets/audio/level06/day16/l06-d16-p04-slow.mp3,assets/video/level06/day16/l06-d16-p04-scene.mp4,assets/images/video-posters/level06/day16/l06-d16-p04-poster.webp,assets/images/lesson-scenes/level06/day16/l06-d16-p04-scene.webp
6,16,3,5,L06-D16-P05,الوقت والوصول بلطف,You ask if they arrived.,wslti?,وصلتي؟,Did you arrive?,"iyeh, wslit",Works in WhatsApp or phone calls.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day16/l06-d16-p05-normal.mp3,assets/audio/level06/day16/l06-d16-p05-slow.mp3,assets/video/level06/day16/l06-d16-p05-scene.mp4,assets/images/video-posters/level06/day16/l06-d16-p05-poster.webp,assets/images/lesson-scenes/level06/day16/l06-d16-p05-scene.webp
6,17,3,1,L06-D17-P01,الهدية الصغيرة,You say you brought a gift.,jbt likom had l-hdiya,جبت ليكم هاد الهدية,I brought you this gift.,"baraka, shukran",A small gift can be appropriate when visiting a home.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day17/l06-d17-p01-normal.mp3,assets/audio/level06/day17/l06-d17-p01-slow.mp3,assets/video/level06/day17/l06-d17-p01-scene.mp4,assets/images/video-posters/level06/day17/l06-d17-p01-poster.webp,assets/images/lesson-scenes/level06/day17/l06-d17-p01-scene.webp
6,17,3,2,L06-D17-P02,الهدية الصغيرة,You say it is just something small.,ghi haja sghira,غير حاجة صغيرة,It is just a small thing.,allah ykhllik,Modesty makes the gift feel natural.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day17/l06-d17-p02-normal.mp3,assets/audio/level06/day17/l06-d17-p02-slow.mp3,assets/video/level06/day17/l06-d17-p02-scene.mp4,assets/images/video-posters/level06/day17/l06-d17-p02-poster.webp,assets/images/lesson-scenes/level06/day17/l06-d17-p02-scene.webp
6,17,3,3,L06-D17-P03,الهدية الصغيرة,You hope they like it.,kanتمنا t3jbekom,كنتمنى تعجبكم,I hope you like it.,أكيد,Do not make the gift feel like a show.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day17/l06-d17-p03-normal.mp3,assets/audio/level06/day17/l06-d17-p03-slow.mp3,assets/video/level06/day17/l06-d17-p03-scene.mp4,assets/images/video-posters/level06/day17/l06-d17-p03-poster.webp,assets/images/lesson-scenes/level06/day17/l06-d17-p03-scene.webp
6,17,3,4,L06-D17-P04,الهدية الصغيرة,You ask where to put it.,fin nkhlliha?,فين نخليها؟,Where should I put it?,khlliha hna,Practical and polite after entering.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day17/l06-d17-p04-normal.mp3,assets/audio/level06/day17/l06-d17-p04-slow.mp3,assets/video/level06/day17/l06-d17-p04-scene.mp4,assets/images/video-posters/level06/day17/l06-d17-p04-poster.webp,assets/images/lesson-scenes/level06/day17/l06-d17-p04-scene.webp
6,17,3,5,L06-D17-P05,الهدية الصغيرة,You say enjoy it.,bssaha 3likom,بالصحة عليكم,Enjoy it.,allah y3tik saha,"Bssaha is used for food, gifts, and new things.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day17/l06-d17-p05-normal.mp3,assets/audio/level06/day17/l06-d17-p05-slow.mp3,assets/video/level06/day17/l06-d17-p05-scene.mp4,assets/images/video-posters/level06/day17/l06-d17-p05-poster.webp,assets/images/lesson-scenes/level06/day17/l06-d17-p05-scene.webp
6,18,3,1,L06-D18-P01,لقاء الأصدقاء خارج البيت,You ask where they are now.,fin nta daba?,فين نتا دابا؟,Where are you now?,ana f-lqahwa,Use gender/context awareness later; draft needs native QA.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day18/l06-d18-p01-normal.mp3,assets/audio/level06/day18/l06-d18-p01-slow.mp3,assets/video/level06/day18/l06-d18-p01-scene.mp4,assets/images/video-posters/level06/day18/l06-d18-p01-poster.webp,assets/images/lesson-scenes/level06/day18/l06-d18-p01-scene.webp
6,18,3,2,L06-D18-P02,لقاء الأصدقاء خارج البيت,You say you are near the café.,ana qrib mn l-qahwa,أنا قريب من القهوة,I am near the café.,aji,Useful for meeting friends outside.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day18/l06-d18-p02-normal.mp3,assets/audio/level06/day18/l06-d18-p02-slow.mp3,assets/video/level06/day18/l06-d18-p02-scene.mp4,assets/images/video-posters/level06/day18/l06-d18-p02-poster.webp,assets/images/lesson-scenes/level06/day18/l06-d18-p02-scene.webp
6,18,3,3,L06-D18-P03,لقاء الأصدقاء خارج البيت,You say you are coming to them now.,ghadi nji 3ndk daba,غادي نجي عندك دابا,I am coming to you now.,wakha,A simple movement phrase helps coordination.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day18/l06-d18-p03-normal.mp3,assets/audio/level06/day18/l06-d18-p03-slow.mp3,assets/video/level06/day18/l06-d18-p03-scene.mp4,assets/images/video-posters/level06/day18/l06-d18-p03-poster.webp,assets/images/lesson-scenes/level06/day18/l06-d18-p03-scene.webp
6,18,3,4,L06-D18-P04,لقاء الأصدقاء خارج البيت,You ask if the service is finished.,wash sla l-service?,واش سالا السيرفيس؟,Did the service finish?,mazal shwiya,"For shops, errands, or cafés, service timing matters.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day18/l06-d18-p04-normal.mp3,assets/audio/level06/day18/l06-d18-p04-slow.mp3,assets/video/level06/day18/l06-d18-p04-scene.mp4,assets/images/video-posters/level06/day18/l06-d18-p04-poster.webp,assets/images/lesson-scenes/level06/day18/l06-d18-p04-scene.webp
6,18,3,5,L06-D18-P05,لقاء الأصدقاء خارج البيت,You suggest going together.,yallah nmshiw m3a b3diyatna,يلا نمشيو مع بعضياتنا,Let’s go together.,yallah,This is friendly and collaborative.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day18/l06-d18-p05-normal.mp3,assets/audio/level06/day18/l06-d18-p05-slow.mp3,assets/video/level06/day18/l06-d18-p05-scene.mp4,assets/images/video-posters/level06/day18/l06-d18-p05-poster.webp,assets/images/lesson-scenes/level06/day18/l06-d18-p05-scene.webp
6,19,3,1,L06-D19-P01,المزاح الخفيف,You say you are joking.,kanḍhk m3ak,كنضحك معاك,I am joking with you.,ana tani,Humor needs clear tone across cultures.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day19/l06-d19-p01-normal.mp3,assets/audio/level06/day19/l06-d19-p01-slow.mp3,assets/video/level06/day19/l06-d19-p01-scene.mp4,assets/images/video-posters/level06/day19/l06-d19-p01-poster.webp,assets/images/lesson-scenes/level06/day19/l06-d19-p01-scene.webp
6,19,3,2,L06-D19-P02,المزاح الخفيف,You ask them to speak slowly.,smh lia kanhder bshwiya,سمح ليا كنهضر بشوية,"Sorry, I speak slowly.",ma kayn moshkil,This lowers pressure while learning.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day19/l06-d19-p02-normal.mp3,assets/audio/level06/day19/l06-d19-p02-slow.mp3,assets/video/level06/day19/l06-d19-p02-scene.mp4,assets/images/video-posters/level06/day19/l06-d19-p02-poster.webp,assets/images/lesson-scenes/level06/day19/l06-d19-p02-scene.webp
6,19,3,3,L06-D19-P03,المزاح الخفيف,You say you did not understand the joke.,ma fhemtsh n-nokta,ما فهمتش النكتة,I did not understand the joke.,n3awdها lik,Good for real social learning.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day19/l06-d19-p03-normal.mp3,assets/audio/level06/day19/l06-d19-p03-slow.mp3,assets/video/level06/day19/l06-d19-p03-scene.mp4,assets/images/video-posters/level06/day19/l06-d19-p03-poster.webp,assets/images/lesson-scenes/level06/day19/l06-d19-p03-scene.webp
6,19,3,4,L06-D19-P04,المزاح الخفيف,You ask them to repeat it.,3awdها lia aafak,عاودها ليا عافاك,"Repeat it for me, please.",wakha,Repetition is essential in social listening.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day19/l06-d19-p04-normal.mp3,assets/audio/level06/day19/l06-d19-p04-slow.mp3,assets/video/level06/day19/l06-d19-p04-scene.mp4,assets/images/video-posters/level06/day19/l06-d19-p04-poster.webp,assets/images/lesson-scenes/level06/day19/l06-d19-p04-scene.webp
6,19,3,5,L06-D19-P05,المزاح الخفيف,You say they are very funny.,nta mudhik bzzaf,نتا مضحك بزاف,You are very funny.,shukran,Compliment lightly; avoid sarcasm.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day19/l06-d19-p05-normal.mp3,assets/audio/level06/day19/l06-d19-p05-slow.mp3,assets/video/level06/day19/l06-d19-p05-scene.mp4,assets/images/video-posters/level06/day19/l06-d19-p05-poster.webp,assets/images/lesson-scenes/level06/day19/l06-d19-p05-scene.webp
6,20,3,1,L06-D20-P01,الحدود والاحترام,You say you do not want to talk about this topic.,ma bghitsh nhder 3la had l-mawdo3,ما بغيتش نهضر على هاد الموضوع,I do not want to talk about this topic.,wakha,Some topics can be sensitive; keep it respectful.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day20/l06-d20-p01-normal.mp3,assets/audio/level06/day20/l06-d20-p01-slow.mp3,assets/video/level06/day20/l06-d20-p01-scene.mp4,assets/images/video-posters/level06/day20/l06-d20-p01-poster.webp,assets/images/lesson-scenes/level06/day20/l06-d20-p01-scene.webp
6,20,3,2,L06-D20-P02,الحدود والاحترام,You suggest changing the conversation.,khllina nbdlo l-hdra,خلينا نبدلو الهضرة,Let us change the topic.,safi,A soft redirect protects the relationship.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level06/day20/l06-d20-p02-normal.mp3,assets/audio/level06/day20/l06-d20-p02-slow.mp3,assets/video/level06/day20/l06-d20-p02-scene.mp4,assets/images/video-posters/level06/day20/l06-d20-p02-poster.webp,assets/images/lesson-scenes/level06/day20/l06-d20-p02-scene.webp
