phraseId,day,dayTitle,friendlyLatin,english,status,needsNativeDarijaQA,needsAudioBeforePublish,notes
L12-D20-P03,20,وثائق ضائعة أو مشكل أمان,t9dr t3awni n3ayet?,Can you help me call?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D20-P04,20,وثائق ضائعة أو مشكل أمان,ma 7assitsh b l-aman hna,I do not feel safe here.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D20-P05,20,وثائق ضائعة أو مشكل أمان,n9dr nakhod rapport maktoub?,Can I get a written report?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D21-P01,21,إقامة أطول وخدمات الشقة,wash l-kra fih les factures?,Does the rent include bills?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D21-P02,21,إقامة أطول وخدمات الشقة,l-ma tqte3,The water is cut off.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D21-P03,21,إقامة أطول وخدمات الشقة,imta ghadi yji technicien?,When will the technician come?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D21-P04,21,إقامة أطول وخدمات الشقة,sme7 lia 3la sda3,Sorry for the noise.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D21-P05,21,إقامة أطول وخدمات الشقة,t9dr tsift lia copie dyal l-contrat?,Can you send me a copy of the contract?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D22-P01,22,اجتماع عمل أو تعاون,baqin mtlqyin m3a 3shra?,Are we still meeting at ten?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D22-P02,22,اجتماع عمل أو تعاون,bghit nshre7 projet dyali b ikhtisar,I want to explain my project briefly.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D22-P03,22,اجتماع عمل أو تعاون,shkon kayakhod l-qarar?,Who makes the decision?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D22-P04,22,اجتماع عمل أو تعاون,n9dr nssift t-tafasil b email?,Can I send the details by email?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D22-P05,22,اجتماع عمل أو تعاون,ashno l-khatwa jaya?,What is the next step?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D23-P01,23,الدفع والفاتورة,n9dr nkhlles b carte?,Can I pay by card?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D23-P02,23,الدفع والفاتورة,t9dr t3tini facture?,Can you give me an invoice?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D23-P03,23,الدفع والفاتورة,sift lia RIB aafak,"Send me the bank details, please.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D23-P04,23,الدفع والفاتورة,sift l-virement,I sent the transfer.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D23-P05,23,الدفع والفاتورة,t9dr t2akked belli wslek?,Can you confirm you received it?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D24-P01,24,تحدي واتساب سريع,t9dr tktbha bla voice?,Can you write it instead of voice?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D24-P02,24,تحدي واتساب سريع,ash kay3ni had l-ikhtisar?,What does this shortcut mean?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D24-P03,24,تحدي واتساب سريع,fhemt l-ghalib,I understood most of it.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D24-P04,24,تحدي واتساب سريع,3awed lia l-partie l-mohimma aafak,"Repeat the important part, please.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D24-P05,24,تحدي واتساب سريع,"wakha, ghadi nji f dak l-waqt","Okay, I will be there at that time.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D25-P01,25,مقطع فيديو أو تعليق محلي,3la ash had video?,What is this video about?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D25-P02,25,مقطع فيديو أو تعليق محلي,kayhdero bzzrba,They are speaking fast.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D25-P03,25,مقطع فيديو أو تعليق محلي,ash kay3ni had commentaire?,What does this comment mean?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D25-P04,25,مقطع فيديو أو تعليق محلي,"fhemt l-fikra, mashi kol kelma","I understood the idea, not every word.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D25-P05,25,مقطع فيديو أو تعليق محلي,wash hadi nokta m7liya?,Is this a local joke?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D26-P01,26,دعوة وخطة مع أصدقاء,f sh7al ghadi ntlaqaw kamlin?,What time will everyone meet?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D26-P02,26,دعوة وخطة مع أصدقاء,"n9dr nji, walakin mashi m2akher bzzaf","I can come, but not too late.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D26-P03,26,دعوة وخطة مع أصدقاء,fin ntlaqaw b dabt?,Where exactly should we meet?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D26-P04,26,دعوة وخطة مع أصدقاء,"ma n9dersh lyoum, ymkn ghdda","I cannot today, maybe tomorrow.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D26-P05,26,دعوة وخطة مع أصدقاء,ghadi nssift lik mlli nwsel,I will message you when I arrive.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D27-P01,27,حل خلاف أو شكاية,kayn sou2 tafahom,There is a misunderstanding.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D27-P02,27,حل خلاف أو شكاية,ma ttafa9tsh 3la had taman,I did not agree to that price.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D27-P03,27,حل خلاف أو شكاية,khalina nlqaw 7ell,Let us find a solution.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D27-P04,27,حل خلاف أو شكاية,n9dr nhder m3a l-mas2oul?,Can I speak with the responsible person?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D27-P05,27,حل خلاف أو شكاية,shukran 3la 7ell l-moshkil,Thank you for solving the problem.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D28-P01,28,محاكاة يوم مدينة كامل,lyoum ghadi nakhod taxi w nshreb qahwa w nzor souk,"Today I will take a taxi, drink coffee, and visit the souk.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D28-P02,28,محاكاة يوم مدينة كامل,wash had programme bzzaf 3la nhar wahed?,Is this plan too much for one day?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D28-P03,28,محاكاة يوم مدينة كامل,n9dro nbeddlo tartib?,Can we change the order?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D28-P04,28,محاكاة يوم مدينة كامل,t2akhert b khmistash dqiqa,I am late by fifteen minutes.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D28-P05,28,محاكاة يوم مدينة كامل,"lyoum kan mofid bzzaf, shukran","Today was very useful, thank you.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D29-P01,29,محاكاة سفر بين مدينتين,khasni nkhroj bekri ghdda,I have to leave early tomorrow.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D29-P02,29,محاكاة سفر بين مدينتين,shi wahed y9der y3ayet lia taxi?,Can someone call a taxi for me?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D29-P03,29,محاكاة سفر بين مدينتين,fin n7et l-bagage?,Where should I put the luggage?,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D29-P04,29,محاكاة سفر بين مدينتين,ghadi nwsel m2akher l-lila,I will arrive late tonight.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D29-P05,29,محاكاة سفر بين مدينتين,khlli lia l-bit aafak,Please keep the room for me.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D30-P01,30,الاختبار النهائي: يوم مغربي كامل وحدك,daba n9der ndabber rasi bo7di,Now I can manage alone.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D30-P02,30,الاختبار النهائي: يوم مغربي كامل وحدك,"ila 7tajit l-mosa3ada, ghadi nsouwel b adab","If I need help, I will ask politely.",DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D30-P03,30,الاختبار النهائي: يوم مغربي كامل وحدك,daba kanfhem l-fikra l-3amma,I understand the main idea now.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D30-P04,30,الاختبار النهائي: يوم مغربي كامل وحدك,shukran l-mghrib 3la had t-tajriba,Thank you Morocco for this experience.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
L12-D30-P05,30,الاختبار النهائي: يوم مغربي كامل وحدك,ana wajed l l-mghrib l-7qiqi,I am ready for real Morocco.,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,YES,YES,"Draft web-researched full simulation phrase; verify natural Moroccan Darija, Arabic helper, and regional neutrality before recording."
