day,lessonTitle,phraseId,friendlyLatin,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual
8,الاستئذان قبل الدخول أو الجلوس,L02-D08-P05,"la bas, ghadi ntsenna",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,التعامل مع عاملة/عامل الرياض,L02-D09-P01,"salam, smhliya",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,التعامل مع عاملة/عامل الرياض,L02-D09-P02,nqder nsawl shwiya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,التعامل مع عاملة/عامل الرياض,L02-D09-P03,bghit tbdel l-manshfa aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,التعامل مع عاملة/عامل الرياض,L02-D09-P04,wach tqdri tnqyi l-bit mn b3d?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,التعامل مع عاملة/عامل الرياض,L02-D09-P05,"shukran bzaf, lah ykhalik",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,طلب منشفة أو صابون أو غطاء,L02-D10-P01,bghit manshfa okhra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,طلب منشفة أو صابون أو غطاء,L02-D10-P02,bghit sabon aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,طلب منشفة أو صابون أو غطاء,L02-D10-P03,bghit manta okhra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,طلب منشفة أو صابون أو غطاء,L02-D10-P04,fin l-manshaf?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,طلب منشفة أو صابون أو غطاء,L02-D10-P05,"had l-manta mzyana, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,مشكلة بسيطة في الغرفة,L02-D11-P01,l-daw ma khdamsh,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,مشكلة بسيطة في الغرفة,L02-D11-P02,l-ma ma skhonsh,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,مشكلة بسيطة في الغرفة,L02-D11-P03,l-bab ma kaytsedsh mzyan,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,مشكلة بسيطة في الغرفة,L02-D11-P04,nqder nbdel l-bit?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,مشكلة بسيطة في الغرفة,L02-D11-P05,shukran ila tsawbtoha,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,الهدوء والنوم والضجيج,L02-D12-P01,kayn shwiya dyal sda,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,الهدوء والنوم والضجيج,L02-D12-P02,bghit n3es bakri,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,الهدوء والنوم والضجيج,L02-D12-P03,nqder nsed l-bab?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,الهدوء والنوم والضجيج,L02-D12-P04,shwiya dyal l-hdu aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,الهدوء والنوم والضجيج,L02-D12-P05,"daba mzyan, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,التكييف/التدفئة والنافذة,L02-D13-P01,l-klimatizor ma khdamsh,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,التكييف/التدفئة والنافذة,L02-D13-P02,nqder nhell l-shrjem?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,التكييف/التدفئة والنافذة,L02-D13-P03,l-bit bared shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,التكييف/التدفئة والنافذة,L02-D13-P04,l-bit skhon shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,التكييف/التدفئة والنافذة,L02-D13-P05,wash kayn chauffage?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,طلب نصيحة من المضيف,L02-D14-P01,fin nakol mzyan qrib?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,طلب نصيحة من المضيف,L02-D14-P02,ash katsahliya nshuf hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,طلب نصيحة من المضيف,L02-D14-P03,fin kayn souq qrib?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,طلب نصيحة من المضيف,L02-D14-P04,wash had blasa amna b-lil?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
14,طلب نصيحة من المضيف,L02-D14-P05,shno ahsan tariq l-medina?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,الدفع أو تمديد ليلة,L02-D15-P01,bghit nkhalles daba,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,الدفع أو تمديد ليلة,L02-D15-P02,wash nqder nzid lila?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,الدفع أو تمديد ليلة,L02-D15-P03,shhal baki f l-hsab?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,الدفع أو تمديد ليلة,L02-D15-P04,wash tqblo carte?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
15,الدفع أو تمديد ليلة,L02-D15-P05,"hak l-flous, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الخروج من الرياض والعودة إليه,L02-D16-P01,ghadi nkhroj daba,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الخروج من الرياض والعودة إليه,L02-D16-P02,ghadi nrjea b-lil,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الخروج من الرياض والعودة إليه,L02-D16-P03,wash l-bab kaybqa maftoh?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الخروج من الرياض والعودة إليه,L02-D16-P04,nqder nakhod l-kle m3aya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
16,الخروج من الرياض والعودة إليه,L02-D16-P05,"ila tkhrtt, ghadi ntsel",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث القصير مع صاحب المكان,L02-D17-P01,labas aalik?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث القصير مع صاحب المكان,L02-D17-P02,l-riad zwin bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث القصير مع صاحب المكان,L02-D17-P03,ana awel mara f l-mghrib,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث القصير مع صاحب المكان,L02-D17-P04,l-mdina aajbatni,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
17,الحديث القصير مع صاحب المكان,L02-D17-P05,shukran ala l-istiQbal,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,قبول دعوة شاي,L02-D18-P01,"shukran, nshrbo atay",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,قبول دعوة شاي,L02-D18-P02,l-atay kayban bnin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,قبول دعوة شاي,L02-D18-P03,nqder nkhod ghir shwiya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,قبول دعوة شاي,L02-D18-P04,"saha, baraka allah fik",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
18,قبول دعوة شاي,L02-D18-P05,l-atay dyalkom zwin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,رفض شيء بأدب,L02-D19-P01,"la shukran, shbaat",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,رفض شيء بأدب,L02-D19-P02,ghir shwiya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,رفض شيء بأدب,L02-D19-P03,"ma nqdersh daba, smeh lia",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,رفض شيء بأدب,L02-D19-P04,l-atay zwin walakin kafi,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
19,رفض شيء بأدب,L02-D19-P05,"baraka, allah ykhalik",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,مدح الأكل أو الديكور,L02-D20-P01,l-makla bnina bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,مدح الأكل أو الديكور,L02-D20-P02,l-riad zwin mashallah,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,مدح الأكل أو الديكور,L02-D20-P03,had zliij kayhammaq,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,مدح الأكل أو الديكور,L02-D20-P04,l-bit nqiya bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
20,مدح الأكل أو الديكور,L02-D20-P05,shukran ala had l-istiQbal,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,طلب اتجاه من داخل الرياض,L02-D21-P01,fin l-kharja aafak?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,طلب اتجاه من داخل الرياض,L02-D21-P02,fin triq l-medina?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,طلب اتجاه من داخل الرياض,L02-D21-P03,wash l-taxi qrib mn hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,طلب اتجاه من داخل الرياض,L02-D21-P04,nqder nmshi b rjli?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
21,طلب اتجاه من داخل الرياض,L02-D21-P05,rsem lia tariq aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,تسليم المفتاح والخروج,L02-D22-P01,bghit nselm l-kle,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,تسليم المفتاح والخروج,L02-D22-P02,imta check-out?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,تسليم المفتاح والخروج,L02-D22-P03,nqder nkhli shnati hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,تسليم المفتاح والخروج,L02-D22-P04,wash l-hsab sali?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
22,تسليم المفتاح والخروج,L02-D22-P05,"shukran, kanet iqama zwina",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,مراجعة أسبوع 3: ضيافة + خدمة,L02-D23-P01,l-wifi ma khdamsh,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,مراجعة أسبوع 3: ضيافة + خدمة,L02-D23-P02,bghit manshfa okhra,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,مراجعة أسبوع 3: ضيافة + خدمة,L02-D23-P03,l-makla bnina bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,مراجعة أسبوع 3: ضيافة + خدمة,L02-D23-P04,nqder nzid lila?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
23,مراجعة أسبوع 3: ضيافة + خدمة,L02-D23-P05,fin l-medina aafak?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,موقف سوء فهم مع المضيف,L02-D24-P01,"ma fhemtsh, smeh lia",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,موقف سوء فهم مع المضيف,L02-D24-P02,aawed aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,موقف سوء فهم مع المضيف,L02-D24-P03,hder b-shwiya aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,موقف سوء فهم مع المضيف,L02-D24-P04,wash t3ni daba?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
24,موقف سوء فهم مع المضيف,L02-D24-P05,"wakha, daba fhemt",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,التعامل مع تأخر الفطور أو التنظيف,L02-D25-P01,l-ftor mazal ma jash,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,التعامل مع تأخر الفطور أو التنظيف,L02-D25-P02,wash l-ftor qrib?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,التعامل مع تأخر الفطور أو التنظيف,L02-D25-P03,l-bit mazal ma tnqash,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,التعامل مع تأخر الفطور أو التنظيف,L02-D25-P04,imta tji l-khdama?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
25,التعامل مع تأخر الفطور أو التنظيف,L02-D25-P05,"la mushkil, ghadi ntsenna",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب خصوصية باحترام,L02-D26-P01,bghit shwiya dyal l-khousousiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب خصوصية باحترام,L02-D26-P02,ma bghitsh tdkhlo daba aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب خصوصية باحترام,L02-D26-P03,nqder nrtah shwiya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب خصوصية باحترام,L02-D26-P04,"ila mumkin, mn b3d",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
26,طلب خصوصية باحترام,L02-D26-P05,shukran ala tfahom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,دعوة لزيارة بيت مغربي,L02-D27-P01,shukran ala d-daawa,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,دعوة لزيارة بيت مغربي,L02-D27-P02,nqder nji m3akom?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,دعوة لزيارة بيت مغربي,L02-D27-P03,shno njib m3aya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,دعوة لزيارة بيت مغربي,L02-D27-P04,nqder njib halwa?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
27,دعوة لزيارة بيت مغربي,L02-D27-P05,tsharrafna bikom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,مغادرة المكان مع شكر,L02-D28-P01,ghadi nmshi daba,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,مغادرة المكان مع شكر,L02-D28-P02,shukran ala diyafa,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,مغادرة المكان مع شكر,L02-D28-P03,kolshi kan zwin,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,مغادرة المكان مع شكر,L02-D28-P04,"ila rjeat, ghadi nji hna",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
28,مغادرة المكان مع شكر,L02-D28-P05,"bslama, thalla f rask",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة للضيافة,L02-D29-P01,"aandi reservation, smiti ...",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة للضيافة,L02-D29-P02,shno l-code dyal l-wifi?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة للضيافة,L02-D29-P03,nqder nshuf l-bit?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة للضيافة,L02-D29-P04,wash l-ftor dakhel f l-hsab?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
29,مراجعة مختلطة للضيافة,L02-D29-P05,shukran ala diyafa,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 2: ضيف محترم,L02-D30-P01,"salam, ana wasel daba",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 2: ضيف محترم,L02-D30-P02,bghit l-bit dyali aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 2: ضيف محترم,L02-D30-P03,kayn mushkil f l-ma skhon,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 2: ضيف محترم,L02-D30-P04,nqder nkhli shnati hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
30,اختبار Level 2: ضيف محترم,L02-D30-P05,"shukran, kanet iqama mzyana",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,الدخول إلى مقهى مغربي,L03-D01-P01,"salam, wash kayna blasa?",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,الدخول إلى مقهى مغربي,L03-D01-P02,nqdr njles hna aafak?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,الدخول إلى مقهى مغربي,L03-D01-P03,wash had table khawi?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,الدخول إلى مقهى مغربي,L03-D01-P04,fin nqdr njles?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
1,الدخول إلى مقهى مغربي,L03-D01-P05,"shukran, ghadi njles hna",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
2,اختيار القهوة أو أتاي أو عصير,L03-D02-P01,bghit wahed atay aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
2,اختيار القهوة أو أتاي أو عصير,L03-D02-P02,bghit qahwa kahla,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
2,اختيار القهوة أو أتاي أو عصير,L03-D02-P03,bghit nass nass aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
2,اختيار القهوة أو أتاي أو عصير,L03-D02-P04,bghit asir limon,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
2,اختيار القهوة أو أتاي أو عصير,L03-D02-P05,shno kayn lshreb?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
3,الجلوس والطلب من النادل,L03-D03-P01,jib liya lmenu aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
3,الجلوس والطلب من النادل,L03-D03-P02,"aafak, bghit ntaleb",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
3,الجلوس والطلب من النادل,L03-D03-P03,shno kayn lyom?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
3,الجلوس والطلب من النادل,L03-D03-P04,bghit hadi aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
3,الجلوس والطلب من النادل,L03-D03-P05,"safi, shukran",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
4,الانتظار والاستفسار بأدب,L03-D04-P01,"smah liya, mazal ma ja talab",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
4,الانتظار والاستفسار بأدب,L03-D04-P02,wash ghadi ytawwel?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
4,الانتظار والاستفسار بأدب,L03-D04-P03,"mashi moshkil, nstna shwiya",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
4,الانتظار والاستفسار بأدب,L03-D04-P04,"ila mumkin, jibo daba",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
4,الانتظار والاستفسار بأدب,L03-D04-P05,shukran ala s-sbar,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
5,الحساب والبقشيش,L03-D05-P01,aafak l-hsab,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
5,الحساب والبقشيش,L03-D05-P02,fin nخلص aafak?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
5,الحساب والبقشيش,L03-D05-P03,wash nqdr nخلص b carte?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
5,الحساب والبقشيش,L03-D05-P04,khalli l-baqi,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
5,الحساب والبقشيش,L03-D05-P05,"shukran, nhark mabrouk",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
6,كيف الحال والردود اليومية,L03-D06-P01,kidayr?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
6,كيف الحال والردود اليومية,L03-D06-P02,"ana bikhir, hamdullah",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
6,كيف الحال والردود اليومية,L03-D06-P03,nta kidayr?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
6,كيف الحال والردود اليومية,L03-D06-P04,kolshi bikhir,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
6,كيف الحال والردود اليومية,L03-D06-P05,llah ykhalik,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
7,مراجعة أسبوع 1: مقهى سريع,L03-D07-P01,"salam, kayna blasa?",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
7,مراجعة أسبوع 1: مقهى سريع,L03-D07-P02,bghit wahed atay,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
7,مراجعة أسبوع 1: مقهى سريع,L03-D07-P03,"mashi moshkil, nstna",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
7,مراجعة أسبوع 1: مقهى سريع,L03-D07-P04,aafak l-hsab,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
7,مراجعة أسبوع 1: مقهى سريع,L03-D07-P05,"shukran, bslama",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
8,الطقس والحرارة والبرد,L03-D08-P01,l-jaw zwin lyom,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
8,الطقس والحرارة والبرد,L03-D08-P02,kayn s-skhana bzaf,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
8,الطقس والحرارة والبرد,L03-D08-P03,kayn l-berd shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
8,الطقس والحرارة والبرد,L03-D08-P04,wash ghadi tshte?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
8,الطقس والحرارة والبرد,L03-D08-P05,bghit blasa f d-dell,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,الوقت والانتظار والمواعيد,L03-D09-P01,shhal f saa daba?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,الوقت والانتظار والمواعيد,L03-D09-P02,ghadi nstna hna,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,الوقت والانتظار والمواعيد,L03-D09-P03,shhal khasni nstna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,الوقت والانتظار والمواعيد,L03-D09-P04,ana mstaajel shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
9,الوقت والانتظار والمواعيد,L03-D09-P05,"ila late, ma kayn moshkil",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,حديث قصير مع شخص بجانبك,L03-D10-P01,wash nta mn had l-mdina?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,حديث قصير مع شخص بجانبك,L03-D10-P02,ana jdid hna,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,حديث قصير مع شخص بجانبك,L03-D10-P03,had l-qahwa zwina,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,حديث قصير مع شخص بجانبك,L03-D10-P04,bghit nhder shwiya b darija,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
10,حديث قصير مع شخص بجانبك,L03-D10-P05,"ila glt shi haja ghalta, smeh liya",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,طلب كرسي أو طاولة,L03-D11-P01,wash had l-korsi khawi?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,طلب كرسي أو طاولة,L03-D11-P02,nqdr nakhd had l-korsi?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,طلب كرسي أو طاولة,L03-D11-P03,bghina table l-jouj,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,طلب كرسي أو طاولة,L03-D11-P04,bghit table hda sh-shbaak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
11,طلب كرسي أو طاولة,L03-D11-P05,had blasa meziana,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,طلب السكر أو بدون سكر,L03-D12-P01,bla sokkar aafak,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,طلب السكر أو بدون سكر,L03-D12-P02,shwiya dyal sokkar,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,طلب السكر أو بدون سكر,L03-D12-P03,zid l-hlib shwiya,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,طلب السكر أو بدون سكر,L03-D12-P04,ma bghitsh hlib,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
12,طلب السكر أو بدون سكر,L03-D12-P05,hadi meziana haka,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,مقهى مزدحم أو لا يوجد مكان,L03-D13-P01,wash kayna blasa khawya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,مقهى مزدحم أو لا يوجد مكان,L03-D13-P02,wash m3mer hna?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,مقهى مزدحم أو لا يوجد مكان,L03-D13-P03,nqdr nstna shwiya?,MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
13,مقهى مزدحم أو لا يوجد مكان,L03-D13-P04,"ila khwat shi table, aayet liya",MISSING,MISSING,NOT_DEFINED,NOT_DEFINED,NOT_DEFINED
