level,day,dayTitle,phraseNo,phraseId,friendlyLatin,arabic,english,scenario,goal,possibleMoroccanReply,cultureNote,pronunciationParts,audioNormal,audioSlow,sceneVisual,sceneVideo,status
5,10,الأمتعة في الكار,4,L05-D10-P04,nzel l-bagage hna afak,نزل الباگاج هنا عافاك,Please unload the luggage here.,You arrive and need your bag.,Please unload the luggage here.,wakha,Be polite but clear when retrieving bags.,nzel / l-bagage / hna afak,assets/audio/level05/day10/l05-d10-p04-normal.mp3,assets/audio/level05/day10/l05-d10-p04-slow.mp3,assets/images/lesson-scenes/level05/day10/l05-d10-p04-scene.webp,assets/video/level05/day10/l05-d10-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,10,الأمتعة في الكار,5,L05-D10-P05,"shukran, hadi dyali",شكرا، هادي ديالي,"Thanks, this is mine.",You receive the bag.,"Thanks, this is mine.",bssaha,Confirm your bag before leaving.,shukran / hadi / dyali,assets/audio/level05/day10/l05-d10-p05-normal.mp3,assets/audio/level05/day10/l05-d10-p05-slow.mp3,assets/images/lesson-scenes/level05/day10/l05-d10-p05-scene.webp,assets/video/level05/day10/l05-d10-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,11,الترام داخل المدينة,1,L05-D11-P01,fin kayna station dyal tram?,فين كاينة سطاسيون ديال الطرام؟,Where is the tram station?,You need the nearest tram stop.,Where is the tram station?,qrb l-centre,Tram stops are often called station.,fin kayna / station / dyal tram,assets/audio/level05/day11/l05-d11-p01-normal.mp3,assets/audio/level05/day11/l05-d11-p01-slow.mp3,assets/images/lesson-scenes/level05/day11/l05-d11-p01-scene.webp,assets/video/level05/day11/l05-d11-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,11,الترام داخل المدينة,2,L05-D11-P02,wach hadi direction l-centre?,واش هادي ديركسيون للسنتر؟,Is this the direction to the center?,You are on the platform and need the right direction.,Is this the direction to the center?,"ah, hadi hiya",Always check direction before boarding.,wach hadi / direction / l-centre,assets/audio/level05/day11/l05-d11-p02-normal.mp3,assets/audio/level05/day11/l05-d11-p02-slow.mp3,assets/images/lesson-scenes/level05/day11/l05-d11-p02-scene.webp,assets/video/level05/day11/l05-d11-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,11,الترام داخل المدينة,3,L05-D11-P03,fin n9ta3 ticket?,فين نقطع تيكي؟,Where do I buy a ticket?,You need a tram ticket.,Where do I buy a ticket?,men l-machine,Machines and kiosks are common in tram stations.,fin n9ta3 / ticket,assets/audio/level05/day11/l05-d11-p03-normal.mp3,assets/audio/level05/day11/l05-d11-p03-slow.mp3,assets/images/lesson-scenes/level05/day11/l05-d11-p03-scene.webp,assets/video/level05/day11/l05-d11-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,11,الترام داخل المدينة,4,L05-D11-P04,khasni nvalidi ticket?,خاصني نڤاليدي التيكي؟,Do I need to validate the ticket?,You have a ticket or card.,Do I need to validate the ticket?,"ah, qbel matrekb",Validation rules matter in tram systems.,khasni / nvalidi / ticket,assets/audio/level05/day11/l05-d11-p04-normal.mp3,assets/audio/level05/day11/l05-d11-p04-slow.mp3,assets/images/lesson-scenes/level05/day11/l05-d11-p04-scene.webp,assets/video/level05/day11/l05-d11-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,11,الترام داخل المدينة,5,L05-D11-P05,fin nhbet?,فين نهبط؟,Where do I get off?,You want the correct stop.,Where do I get off?,hbet f station jaya,Ask before missing your stop.,fin / nhbet,assets/audio/level05/day11/l05-d11-p05-normal.mp3,assets/audio/level05/day11/l05-d11-p05-slow.mp3,assets/images/lesson-scenes/level05/day11/l05-d11-p05-scene.webp,assets/video/level05/day11/l05-d11-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,12,المطار والتحويل للمدينة,1,L05-D12-P01,fin kayn transport l-centre?,فين كاين ترانسبور للسنتر؟,Where is transport to the city center?,You arrive at the airport.,Where is transport to the city center?,barra 3la limen,Airport signs can be busy; ask staff if needed.,fin kayn / transport / l-centre,assets/audio/level05/day12/l05-d12-p01-normal.mp3,assets/audio/level05/day12/l05-d12-p01-slow.mp3,assets/images/lesson-scenes/level05/day12/l05-d12-p01-scene.webp,assets/video/level05/day12/l05-d12-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,12,المطار والتحويل للمدينة,2,L05-D12-P02,wach kayn tren mn l-mtar?,واش كاين تران من المطار؟,Is there a train from the airport?,You want a train option.,Is there a train from the airport?,3la hsab l-mdina,Airport transport differs by city.,wach kayn / tren / mn l-mtar,assets/audio/level05/day12/l05-d12-p02-normal.mp3,assets/audio/level05/day12/l05-d12-p02-slow.mp3,assets/images/lesson-scenes/level05/day12/l05-d12-p02-scene.webp,assets/video/level05/day12/l05-d12-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,12,المطار والتحويل للمدينة,3,L05-D12-P03,bshhal taxi l-centre?,بشحال طاكسي للسنتر؟,How much is a taxi to the center?,You compare options.,How much is a taxi to the center?,miya dirham,Confirm fare before entering if no meter or fixed rate.,bshhal / taxi / l-centre,assets/audio/level05/day12/l05-d12-p03-normal.mp3,assets/audio/level05/day12/l05-d12-p03-slow.mp3,assets/images/lesson-scenes/level05/day12/l05-d12-p03-scene.webp,assets/video/level05/day12/l05-d12-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,12,المطار والتحويل للمدينة,4,L05-D12-P04,bghit nmshi l-hotel mn l-mtar,بغيت نمشي للأوطيل من المطار,I want to go to the hotel from the airport.,You tell the airport taxi your destination.,I want to go to the hotel from the airport.,fin kayn l-hotel?,Have hotel name and address ready.,bghit nmshi / l-hotel / mn l-mtar,assets/audio/level05/day12/l05-d12-p04-normal.mp3,assets/audio/level05/day12/l05-d12-p04-slow.mp3,assets/images/lesson-scenes/level05/day12/l05-d12-p04-scene.webp,assets/video/level05/day12/l05-d12-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,12,المطار والتحويل للمدينة,5,L05-D12-P05,"safi, nkhdo taxi",صافي، ناخدو طاكسي,"Okay, we will take a taxi.",You decide after comparing.,"Okay, we will take a taxi.",yallah,Use safi to close the choice.,safi / nkhdo / taxi,assets/audio/level05/day12/l05-d12-p05-normal.mp3,assets/audio/level05/day12/l05-d12-p05-slow.mp3,assets/images/lesson-scenes/level05/day12/l05-d12-p05-scene.webp,assets/video/level05/day12/l05-d12-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,13,من المحطة إلى الرياض,1,L05-D13-P01,bghit nmsi mn l-gar l-riad,بغيت نمشي من لاگار للرياض,I want to go from the station to the riad.,You exit the station with luggage.,I want to go from the station to the riad.,taksi kayn barra,Use origin and destination clearly.,bghit nmsi / mn l-gar / l-riad,assets/audio/level05/day13/l05-d13-p01-normal.mp3,assets/audio/level05/day13/l05-d13-p01-slow.mp3,assets/images/lesson-scenes/level05/day13/l05-d13-p01-scene.webp,assets/video/level05/day13/l05-d13-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,13,من المحطة إلى الرياض,2,L05-D13-P02,wach qreb men hna?,واش قريب من هنا؟,Is it close from here?,You wonder if you can walk.,Is it close from here?,"la, khod taxi",Medina streets can be confusing with luggage.,wach qreb / men hna,assets/audio/level05/day13/l05-d13-p02-normal.mp3,assets/audio/level05/day13/l05-d13-p02-slow.mp3,assets/images/lesson-scenes/level05/day13/l05-d13-p02-scene.webp,assets/video/level05/day13/l05-d13-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,13,من المحطة إلى الرياض,3,L05-D13-P03,wach n9der nmsi 3la rjli?,واش نقدر نمشي على رجلي؟,Can I walk?,You want to avoid taxi if nearby.,Can I walk?,"ila ma3ndksh bagage, ah",Walking may be possible but not with heavy bags.,wach n9der / nmsi / 3la rjli,assets/audio/level05/day13/l05-d13-p03-normal.mp3,assets/audio/level05/day13/l05-d13-p03-slow.mp3,assets/images/lesson-scenes/level05/day13/l05-d13-p03-scene.webp,assets/video/level05/day13/l05-d13-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,13,من المحطة إلى الرياض,4,L05-D13-P04,"3ndi bagage, shno l-ahsan?",عندي باگاج، شنو الأحسن؟,I have luggage; what is best?,You ask advice with bags.,I have luggage; what is best?,khod taxi sghir,Mention luggage because it changes the best option.,3ndi bagage / shno l-ahsan,assets/audio/level05/day13/l05-d13-p04-normal.mp3,assets/audio/level05/day13/l05-d13-p04-slow.mp3,assets/images/lesson-scenes/level05/day13/l05-d13-p04-scene.webp,assets/video/level05/day13/l05-d13-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,13,من المحطة إلى الرياض,5,L05-D13-P05,wasalni l-bab dyal riad afak,وصلني للباب ديال الرياض عافاك,"Take me to the riad door, please.",You need door to door help.,"Take me to the riad door, please.",ila kayn tariq,Some medina streets may be pedestrian only.,wasalni / l-bab / dyal riad afak,assets/audio/level05/day13/l05-d13-p05-normal.mp3,assets/audio/level05/day13/l05-d13-p05-slow.mp3,assets/images/lesson-scenes/level05/day13/l05-d13-p05-scene.webp,assets/video/level05/day13/l05-d13-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,14,السؤال عن الطريق قرب المحطة,1,L05-D14-P01,fin kayn l-bab lkbir?,فين كاين الباب الكبير؟,Where is the main exit?,You are inside a station.,Where is the main exit?,men hna nishan,Station exits can be confusing.,fin kayn / l-bab lkbir,assets/audio/level05/day14/l05-d14-p01-normal.mp3,assets/audio/level05/day14/l05-d14-p01-slow.mp3,assets/images/lesson-scenes/level05/day14/l05-d14-p01-scene.webp,assets/video/level05/day14/l05-d14-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,14,السؤال عن الطريق قرب المحطة,2,L05-D14-P02,fin kayn l-parking?,فين كاين الپاركينگ؟,Where is the parking?,You are meeting a driver.,Where is the parking?,taht / barra,Parking areas can have multiple levels.,fin kayn / l-parking,assets/audio/level05/day14/l05-d14-p02-normal.mp3,assets/audio/level05/day14/l05-d14-p02-slow.mp3,assets/images/lesson-scenes/level05/day14/l05-d14-p02-scene.webp,assets/video/level05/day14/l05-d14-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,14,السؤال عن الطريق قرب المحطة,3,L05-D14-P03,wach kayn distributeur qrb?,واش كاين ديستريبيتور قرب؟,Is there an ATM nearby?,You need cash for transport.,Is there an ATM nearby?,"ah, hda l-bab",Cash is useful for taxis and small transport.,wach kayn / distributeur / qrb,assets/audio/level05/day14/l05-d14-p03-normal.mp3,assets/audio/level05/day14/l05-d14-p03-slow.mp3,assets/images/lesson-scenes/level05/day14/l05-d14-p03-scene.webp,assets/video/level05/day14/l05-d14-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,14,السؤال عن الطريق قرب المحطة,4,L05-D14-P04,"3afak, 3awd lia bshwiya",عافاك، عاود ليا بشوية,Please repeat slowly for me.,The directions were too fast.,Please repeat slowly for me.,wakha,This phrase prevents panic when you miss details.,3afak / 3awd lia / bshwiya,assets/audio/level05/day14/l05-d14-p04-normal.mp3,assets/audio/level05/day14/l05-d14-p04-slow.mp3,assets/images/lesson-scenes/level05/day14/l05-d14-p04-scene.webp,assets/video/level05/day14/l05-d14-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,14,السؤال عن الطريق قرب المحطة,5,L05-D14-P05,"fhemt, shukran bzaf",فهمت، شكرا بزاف,"I understand, thank you very much.",You understood the directions.,"I understand, thank you very much.",la shukr 3la wajib,Thanking people encourages helpful interactions.,fhemt / shukran bzaf,assets/audio/level05/day14/l05-d14-p05-normal.mp3,assets/audio/level05/day14/l05-d14-p05-slow.mp3,assets/images/lesson-scenes/level05/day14/l05-d14-p05-scene.webp,assets/video/level05/day14/l05-d14-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,15,ربط القطار بالطاكسي,1,L05-D15-P01,"mn b3d l-tren, khasni taxi",من بعد التران، خاصني طاكسي,"After the train, I need a taxi.",You plan after arrival.,"After the train, I need a taxi.",kaynin taxis barra,Planning transfers reduces stress.,mn b3d l-tren / khasni taxi,assets/audio/level05/day15/l05-d15-p01-normal.mp3,assets/audio/level05/day15/l05-d15-p01-slow.mp3,assets/images/lesson-scenes/level05/day15/l05-d15-p01-scene.webp,assets/video/level05/day15/l05-d15-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,15,ربط القطار بالطاكسي,2,L05-D15-P02,wach taxis kaynin f-lkharij?,واش طاكسيات كاينين فالخارج؟,Are taxis outside?,You arrive at station.,Are taxis outside?,ah barra 3la limen,Taxi areas are often outside the station.,wach taxis / kaynin / f-lkharij,assets/audio/level05/day15/l05-d15-p02-normal.mp3,assets/audio/level05/day15/l05-d15-p02-slow.mp3,assets/images/lesson-scenes/level05/day15/l05-d15-p02-scene.webp,assets/video/level05/day15/l05-d15-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,15,ربط القطار بالطاكسي,3,L05-D15-P03,bghit nmshi l-medina l-qadima,بغيت نمشي للمدينة القديمة,I want to go to the old medina.,You tell taxi destination.,I want to go to the old medina.,"wah, tal3",Medina gates can be better destinations than exact lanes.,bghit nmshi / l-medina l-qadima,assets/audio/level05/day15/l05-d15-p03-normal.mp3,assets/audio/level05/day15/l05-d15-p03-slow.mp3,assets/images/lesson-scenes/level05/day15/l05-d15-p03-scene.webp,assets/video/level05/day15/l05-d15-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,15,ربط القطار بالطاكسي,4,L05-D15-P04,nzelni 3nd bab l-medina,نزلني عند باب المدينة,Drop me at the medina gate.,You need a practical drop off point.,Drop me at the medina gate.,wakha,Taxis may not enter some medina streets.,nzelni / 3nd bab / l-medina,assets/audio/level05/day15/l05-d15-p04-normal.mp3,assets/audio/level05/day15/l05-d15-p04-slow.mp3,assets/images/lesson-scenes/level05/day15/l05-d15-p04-scene.webp,assets/video/level05/day15/l05-d15-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,15,ربط القطار بالطاكسي,5,L05-D15-P05,men hna ghadi nmsi 3la rjli,من هنا غادي نمشي على رجلي,From here I will walk.,You continue on foot.,From here I will walk.,treq salama,Combining taxi and walking is normal in old medinas.,men hna / ghadi nmsi / 3la rjli,assets/audio/level05/day15/l05-d15-p05-normal.mp3,assets/audio/level05/day15/l05-d15-p05-slow.mp3,assets/images/lesson-scenes/level05/day15/l05-d15-p05-scene.webp,assets/video/level05/day15/l05-d15-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,16,تخطيط رحلة بين مدينتين,1,L05-D16-P01,bghit nmsi mn marrakech l-fes,بغيت نمشي من مراكش لفاس,I want to go from Marrakech to Fes.,You ask about a long route.,I want to go from Marrakech to Fes.,kayn tren wla kar,Use from to structure for planning.,bghit nmsi / mn marrakech / l-fes,assets/audio/level05/day16/l05-d16-p01-normal.mp3,assets/audio/level05/day16/l05-d16-p01-slow.mp3,assets/images/lesson-scenes/level05/day16/l05-d16-p01-scene.webp,assets/video/level05/day16/l05-d16-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,16,تخطيط رحلة بين مدينتين,2,L05-D16-P02,"shno l-ahsan, tren wla kar?",شنو الأحسن، تران ولا كار؟,"What is better, train or bus?",You compare intercity options.,"What is better, train or bus?","tren mryeh, kar rkhis","Choice depends on comfort, cost, and route.",shno l-ahsan / tren wla kar,assets/audio/level05/day16/l05-d16-p02-normal.mp3,assets/audio/level05/day16/l05-d16-p02-slow.mp3,assets/images/lesson-scenes/level05/day16/l05-d16-p02-scene.webp,assets/video/level05/day16/l05-d16-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,16,تخطيط رحلة بين مدينتين,3,L05-D16-P03,shhal dyal l-waqt?,شحال ديال الوقت؟,How many hours?,You need trip duration.,How many hours?,shi rb3a sa3at,Trip durations may vary by route and stops.,shhal / dyal l-waqt,assets/audio/level05/day16/l05-d16-p03-normal.mp3,assets/audio/level05/day16/l05-d16-p03-slow.mp3,assets/images/lesson-scenes/level05/day16/l05-d16-p03-scene.webp,assets/video/level05/day16/l05-d16-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,16,تخطيط رحلة بين مدينتين,4,L05-D16-P04,wach khasni reservation?,واش خاصني ريزيرفاسيون؟,Do I need a reservation?,You ask if booking is needed.,Do I need a reservation?,ah f saison khir,Booking ahead helps in busy seasons.,wach khasni / reservation,assets/audio/level05/day16/l05-d16-p04-normal.mp3,assets/audio/level05/day16/l05-d16-p04-slow.mp3,assets/images/lesson-scenes/level05/day16/l05-d16-p04-scene.webp,assets/video/level05/day16/l05-d16-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,16,تخطيط رحلة بين مدينتين,5,L05-D16-P05,khir ndirha daba,خير نديرها دابا,Better I do it now.,You decide to book now.,Better I do it now.,mzyan,Make the decision while information is clear.,khir / ndirha / daba,assets/audio/level05/day16/l05-d16-p05-normal.mp3,assets/audio/level05/day16/l05-d16-p05-slow.mp3,assets/images/lesson-scenes/level05/day16/l05-d16-p05-scene.webp,assets/video/level05/day16/l05-d16-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,17,آداب الطاكسي المشترك,1,L05-D17-P01,wach hadi blasa khawya?,واش هادي بلاصة خاوية؟,Is this seat empty?,You approach a shared taxi.,Is this seat empty?,"ah, tfddel",Ask before sitting in shared transport.,wach hadi / blasa / khawya,assets/audio/level05/day17/l05-d17-p01-normal.mp3,assets/audio/level05/day17/l05-d17-p01-slow.mp3,assets/images/lesson-scenes/level05/day17/l05-d17-p01-scene.webp,assets/video/level05/day17/l05-d17-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,17,آداب الطاكسي المشترك,2,L05-D17-P02,nqder njles hna?,نقدر نجلس هنا؟,Can I sit here?,You want permission to sit.,Can I sit here?,"ah, mrhba",Politeness matters in close shared spaces.,nqder / njles / hna,assets/audio/level05/day17/l05-d17-p02-normal.mp3,assets/audio/level05/day17/l05-d17-p02-slow.mp3,assets/images/lesson-scenes/level05/day17/l05-d17-p02-scene.webp,assets/video/level05/day17/l05-d17-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,17,آداب الطاكسي المشترك,3,L05-D17-P03,"3afak, shwiya l-janb",عافاك، شوية للجنب,"Please, a little to the side.",You need space politely.,"Please, a little to the side.",smah lia,Use soft language; shared transport is tight.,3afak / shwiya / l-janb,assets/audio/level05/day17/l05-d17-p03-normal.mp3,assets/audio/level05/day17/l05-d17-p03-slow.mp3,assets/images/lesson-scenes/level05/day17/l05-d17-p03-scene.webp,assets/video/level05/day17/l05-d17-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,17,آداب الطاكسي المشترك,4,L05-D17-P04,ma bghitsh nz3jkom,ما بغيتش نزعجكم,I do not want to bother you.,You are moving luggage or sitting.,I do not want to bother you.,la 3adi,This phrase is culturally soft and respectful.,ma bghitsh / nz3jkom,assets/audio/level05/day17/l05-d17-p04-normal.mp3,assets/audio/level05/day17/l05-d17-p04-slow.mp3,assets/images/lesson-scenes/level05/day17/l05-d17-p04-scene.webp,assets/video/level05/day17/l05-d17-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,17,آداب الطاكسي المشترك,5,L05-D17-P05,baraka 3lia hna,باراكا عليا هنا,This is enough for me here.,You want to stop or sit comfortably.,This is enough for me here.,wakha,Baraka 3lia can mean enough for me.,baraka 3lia / hna,assets/audio/level05/day17/l05-d17-p05-normal.mp3,assets/audio/level05/day17/l05-d17-p05-slow.mp3,assets/images/lesson-scenes/level05/day17/l05-d17-p05-scene.webp,assets/video/level05/day17/l05-d17-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,18,تأكيد الوجهة مع السائق,1,L05-D18-P01,"sma7 lia, wach fhemt lblasa?",سمح ليا، واش فهمت البلاصة؟,"Excuse me, did you understand the place?",You worry the driver may not know the place.,"Excuse me, did you understand the place?","ah, fhemt",Better to confirm early than fix later.,sma7 lia / wach fhemt / lblasa,assets/audio/level05/day18/l05-d18-p01-normal.mp3,assets/audio/level05/day18/l05-d18-p01-slow.mp3,assets/images/lesson-scenes/level05/day18/l05-d18-p01-scene.webp,assets/video/level05/day18/l05-d18-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,18,تأكيد الوجهة مع السائق,2,L05-D18-P02,nwrik f-telephone,نوريك فالتيليفون,I will show you on the phone.,You show map or location.,I will show you on the phone.,warini,Maps help when names are hard.,nwrik / f-telephone,assets/audio/level05/day18/l05-d18-p02-normal.mp3,assets/audio/level05/day18/l05-d18-p02-slow.mp3,assets/images/lesson-scenes/level05/day18/l05-d18-p02-scene.webp,assets/video/level05/day18/l05-d18-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,18,تأكيد الوجهة مع السائق,3,L05-D18-P03,hadi hiya l-address,هادي هيّا لأدريس,This is the address.,You show the exact address.,This is the address.,"ah, daba 3reft",Use phone screen and simple words.,hadi hiya / l-address,assets/audio/level05/day18/l05-d18-p03-normal.mp3,assets/audio/level05/day18/l05-d18-p03-slow.mp3,assets/images/lesson-scenes/level05/day18/l05-d18-p03-scene.webp,assets/video/level05/day18/l05-d18-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,18,تأكيد الوجهة مع السائق,4,L05-D18-P04,"ila kant mushkil, gol lia",إلا كانت مشكل، گول ليا,"If there is a problem, tell me.",You want the driver to tell you if confused.,"If there is a problem, tell me.",wakha,Encourage clarification before problems.,ila kant mushkil / gol lia,assets/audio/level05/day18/l05-d18-p04-normal.mp3,assets/audio/level05/day18/l05-d18-p04-slow.mp3,assets/images/lesson-scenes/level05/day18/l05-d18-p04-scene.webp,assets/video/level05/day18/l05-d18-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,18,تأكيد الوجهة مع السائق,5,L05-D18-P05,"safi, tawkelna 3la lah",صافي، توكلنا على الله,"Okay, let us go.",The destination is confirmed.,"Okay, let us go.",yallah,This is natural after agreement.,safi / tawkelna 3la lah,assets/audio/level05/day18/l05-d18-p05-normal.mp3,assets/audio/level05/day18/l05-d18-p05-slow.mp3,assets/images/lesson-scenes/level05/day18/l05-d18-p05-scene.webp,assets/video/level05/day18/l05-d18-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,19,الطريق الغلط أو النزول الغلط,1,L05-D19-P01,ban lia machi hadi tariq,بان ليا ماشي هادي طريق,I think this is not the route.,You suspect the wrong direction.,I think this is not the route.,"la, ghadi ndoro",Ban lia sounds less accusatory.,ban lia / machi hadi tariq,assets/audio/level05/day19/l05-d19-p01-normal.mp3,assets/audio/level05/day19/l05-d19-p01-slow.mp3,assets/images/lesson-scenes/level05/day19/l05-d19-p01-scene.webp,assets/video/level05/day19/l05-d19-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,19,الطريق الغلط أو النزول الغلط,2,L05-D19-P02,"sma7 lia, kan khasni nhbet qbel",سمح ليا، كان خاصني نهبط قبل,"Excuse me, I should have got off earlier.",You missed your stop.,"Excuse me, I should have got off earlier.",ma 3lich,Stay calm and explain simply.,sma7 lia / kan khasni / nhbet qbel,assets/audio/level05/day19/l05-d19-p02-normal.mp3,assets/audio/level05/day19/l05-d19-p02-slow.mp3,assets/images/lesson-scenes/level05/day19/l05-d19-p02-scene.webp,assets/video/level05/day19/l05-d19-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,19,الطريق الغلط أو النزول الغلط,3,L05-D19-P03,wach n9der nrje3 mn hna?,واش نقدر نرجع من هنا؟,Can I go back from here?,You need to return.,Can I go back from here?,"ah, khod tram l-jiha lokhra",Ask for the recovery route.,wach n9der / nrje3 / mn hna,assets/audio/level05/day19/l05-d19-p03-normal.mp3,assets/audio/level05/day19/l05-d19-p03-slow.mp3,assets/images/lesson-scenes/level05/day19/l05-d19-p03-scene.webp,assets/video/level05/day19/l05-d19-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,19,الطريق الغلط أو النزول الغلط,4,L05-D19-P04,fin aqrab stop?,فين أقرب ستوب؟,Where is the nearest stop?,You need the nearest stop or station.,Where is the nearest stop?,qdam shwiya,Use aqrab for nearest.,fin / aqrab stop,assets/audio/level05/day19/l05-d19-p04-normal.mp3,assets/audio/level05/day19/l05-d19-p04-slow.mp3,assets/images/lesson-scenes/level05/day19/l05-d19-p04-scene.webp,assets/video/level05/day19/l05-d19-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,19,الطريق الغلط أو النزول الغلط,5,L05-D19-P05,"mashi mushkil, shukran",ماشي مشكل، شكرا,"No problem, thank you.",You accept the mistake and continue.,"No problem, thank you.",lah y3awnk,A calm tone helps in travel mistakes.,mashi mushkil / shukran,assets/audio/level05/day19/l05-d19-p05-normal.mp3,assets/audio/level05/day19/l05-d19-p05-slow.mp3,assets/images/lesson-scenes/level05/day19/l05-d19-p05-scene.webp,assets/video/level05/day19/l05-d19-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,20,السفر مع الأمتعة,1,L05-D20-P01,3ndi shnita kbira,عندي شنيطة كبيرة,I have a big suitcase.,You need help or space.,I have a big suitcase.,wakha,Mention luggage before choosing transport.,3ndi / shnita kbira,assets/audio/level05/day20/l05-d20-p01-normal.mp3,assets/audio/level05/day20/l05-d20-p01-slow.mp3,assets/images/lesson-scenes/level05/day20/l05-d20-p01-scene.webp,assets/video/level05/day20/l05-d20-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
