level,levelNameEnglish,levelNameArabic,day,dayTheme,situationNo,sceneId,targetPhraseId,sceneRole,sceneTitle,place,trigger,learnerGoal,learnerSaysIntent,possibleMoroccanReply,cultureRule,imagePromptSeed,videoActionSeed,mediaReadinessRule,differentiationNote
1,Survival Travel,النجاة السياحية في المغرب,27,مراجعة أسبوع 4: مواقف عشوائية,1,L01-D27-S01,L01-D27-P01,فتح الموقف,فتح الموقف — مراجعة أسبوع 4: مواقف عشوائية,مطار,المتعلم في مطار ضمن موقف: مراجعة أسبوع 4: مواقف عشوائية. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة أسبوع 4: مواقف عشوائية.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف مراجعة أسبوع 4: مواقف عشوائية.,صافي، اتفقنا.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في مطار بالمغرب، الموقف هو “مراجعة أسبوع 4: مواقف عشوائية”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “صافي، اتفقنا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,27,مراجعة أسبوع 4: مواقف عشوائية,2,L01-D27-S02,L01-D27-P02,طلب أساسي,طلب أساسي — مراجعة أسبوع 4: مواقف عشوائية,مطار,المتعلم في مطار ضمن موقف: مراجعة أسبوع 4: مواقف عشوائية. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة أسبوع 4: مواقف عشوائية.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف مراجعة أسبوع 4: مواقف عشوائية.,واخا، مرحبا.,استعمال “عافاك” يجعل الطلب ألطف مع الغرباء.,صورة ذهنية واقعية: متعلم أجنبي في مطار بالمغرب، الموقف هو “مراجعة أسبوع 4: مواقف عشوائية”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,27,مراجعة أسبوع 4: مواقف عشوائية,3,L01-D27-S03,L01-D27-P03,توضيح أو سؤال,توضيح أو سؤال — مراجعة أسبوع 4: مواقف عشوائية,مطار,المتعلم في مطار ضمن موقف: مراجعة أسبوع 4: مواقف عشوائية. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة أسبوع 4: مواقف عشوائية.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف مراجعة أسبوع 4: مواقف عشوائية.,ما كاين حتى مشكل.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في مطار بالمغرب، الموقف هو “مراجعة أسبوع 4: مواقف عشوائية”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في مطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,27,مراجعة أسبوع 4: مواقف عشوائية,4,L01-D27-S04,L01-D27-P04,رد على جواب مغربي,رد على جواب مغربي — مراجعة أسبوع 4: مواقف عشوائية,مطار,المتعلم في مطار ضمن موقف: مراجعة أسبوع 4: مواقف عشوائية. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة أسبوع 4: مواقف عشوائية.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف مراجعة أسبوع 4: مواقف عشوائية.,شوية وصافي.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في مطار بالمغرب، الموقف هو “مراجعة أسبوع 4: مواقف عشوائية”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,27,مراجعة أسبوع 4: مواقف عشوائية,5,L01-D27-S05,L01-D27-P05,إغلاق الموقف,إغلاق الموقف — مراجعة أسبوع 4: مواقف عشوائية,مطار,المتعلم في مطار ضمن موقف: مراجعة أسبوع 4: مواقف عشوائية. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: مراجعة أسبوع 4: مواقف عشوائية.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف مراجعة أسبوع 4: مواقف عشوائية.,دابا نشوفو.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في مطار بالمغرب، الموقف هو “مراجعة أسبوع 4: مواقف عشوائية”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مطار، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,28,Real Morocco Mixed Situations,1,L01-D28-S01,L01-D28-P01,فتح الموقف,فتح الموقف — Real Morocco Mixed Situations,طاكسي صغير,المتعلم في طاكسي صغير ضمن موقف: Real Morocco Mixed Situations. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Real Morocco Mixed Situations.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف Real Morocco Mixed Situations.,واخا، مرحبا.,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في طاكسي صغير بالمغرب، الموقف هو “Real Morocco Mixed Situations”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في طاكسي صغير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “واخا، مرحبا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,28,Real Morocco Mixed Situations,2,L01-D28-S02,L01-D28-P02,طلب أساسي,طلب أساسي — Real Morocco Mixed Situations,طاكسي صغير,المتعلم في طاكسي صغير ضمن موقف: Real Morocco Mixed Situations. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Real Morocco Mixed Situations.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف Real Morocco Mixed Situations.,ما كاين حتى مشكل.,الأدب أهم من الترجمة الحرفية، خصوصًا مع كبار السن أو المضيفين.,صورة ذهنية واقعية: متعلم أجنبي في طاكسي صغير بالمغرب، الموقف هو “Real Morocco Mixed Situations”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في طاكسي صغير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,28,Real Morocco Mixed Situations,3,L01-D28-S03,L01-D28-P03,توضيح أو سؤال,توضيح أو سؤال — Real Morocco Mixed Situations,طاكسي صغير,المتعلم في طاكسي صغير ضمن موقف: Real Morocco Mixed Situations. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Real Morocco Mixed Situations.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف Real Morocco Mixed Situations.,شوية وصافي.,السؤال القصير أفضل للمبتدئ من شرح طويل ومعقد.,صورة ذهنية واقعية: متعلم أجنبي في طاكسي صغير بالمغرب، الموقف هو “Real Morocco Mixed Situations”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في طاكسي صغير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,28,Real Morocco Mixed Situations,4,L01-D28-S04,L01-D28-P04,رد على جواب مغربي,رد على جواب مغربي — Real Morocco Mixed Situations,طاكسي صغير,المتعلم في طاكسي صغير ضمن موقف: Real Morocco Mixed Situations. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Real Morocco Mixed Situations.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف Real Morocco Mixed Situations.,دابا نشوفو.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في طاكسي صغير بالمغرب، الموقف هو “Real Morocco Mixed Situations”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في طاكسي صغير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,28,Real Morocco Mixed Situations,5,L01-D28-S05,L01-D28-P05,إغلاق الموقف,إغلاق الموقف — Real Morocco Mixed Situations,طاكسي صغير,المتعلم في طاكسي صغير ضمن موقف: Real Morocco Mixed Situations. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Real Morocco Mixed Situations.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف Real Morocco Mixed Situations.,إييه، ممكن.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في طاكسي صغير بالمغرب، الموقف هو “Real Morocco Mixed Situations”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في طاكسي صغير، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,29,Final Survival Day,1,L01-D29-S01,L01-D29-P01,فتح الموقف,فتح الموقف — Final Survival Day,فندق/رياض,المتعلم في فندق/رياض ضمن موقف: Final Survival Day. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Day.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف Final Survival Day.,ما كاين حتى مشكل.,يمكن أن يكون الجواب غير مباشر؛ المتعلم يحتاج أن يطلب التوضيح بهدوء.,صورة ذهنية واقعية: متعلم أجنبي في فندق/رياض بالمغرب، الموقف هو “Final Survival Day”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في فندق/رياض، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “ما كاين حتى مشكل.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,29,Final Survival Day,2,L01-D29-S02,L01-D29-P02,طلب أساسي,طلب أساسي — Final Survival Day,فندق/رياض,المتعلم في فندق/رياض ضمن موقف: Final Survival Day. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Day.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف Final Survival Day.,شوية وصافي.,التفاوض مقبول في السوق، لكن يجب أن يبقى بلطافة.,صورة ذهنية واقعية: متعلم أجنبي في فندق/رياض بالمغرب، الموقف هو “Final Survival Day”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في فندق/رياض، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,29,Final Survival Day,3,L01-D29-S03,L01-D29-P03,توضيح أو سؤال,توضيح أو سؤال — Final Survival Day,فندق/رياض,المتعلم في فندق/رياض ضمن موقف: Final Survival Day. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Day.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف Final Survival Day.,دابا نشوفو.,الشكر في النهاية يترك أثرًا جيدًا حتى لو لم يتم الاتفاق.,صورة ذهنية واقعية: متعلم أجنبي في فندق/رياض بالمغرب، الموقف هو “Final Survival Day”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في فندق/رياض، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,29,Final Survival Day,4,L01-D29-S04,L01-D29-P04,رد على جواب مغربي,رد على جواب مغربي — Final Survival Day,فندق/رياض,المتعلم في فندق/رياض ضمن موقف: Final Survival Day. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Day.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف Final Survival Day.,إييه، ممكن.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في فندق/رياض بالمغرب، الموقف هو “Final Survival Day”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في فندق/رياض، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,29,Final Survival Day,5,L01-D29-S05,L01-D29-P05,إغلاق الموقف,إغلاق الموقف — Final Survival Day,فندق/رياض,المتعلم في فندق/رياض ضمن موقف: Final Survival Day. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Day.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف Final Survival Day.,لا، سمح ليا.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في فندق/رياض بالمغرب، الموقف هو “Final Survival Day”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في فندق/رياض، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “لا، سمح ليا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,30,Final Survival Wheel,1,L01-D30-S01,L01-D30-P01,فتح الموقف,فتح الموقف — Final Survival Wheel,مقهى,المتعلم في مقهى ضمن موقف: Final Survival Wheel. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Wheel.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف Final Survival Wheel.,شوية وصافي.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في مقهى بالمغرب، الموقف هو “Final Survival Wheel”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “شوية وصافي.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,30,Final Survival Wheel,2,L01-D30-S02,L01-D30-P02,طلب أساسي,طلب أساسي — Final Survival Wheel,مقهى,المتعلم في مقهى ضمن موقف: Final Survival Wheel. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Wheel.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف Final Survival Wheel.,دابا نشوفو.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في مقهى بالمغرب، الموقف هو “Final Survival Wheel”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “دابا نشوفو.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,30,Final Survival Wheel,3,L01-D30-S03,L01-D30-P03,توضيح أو سؤال,توضيح أو سؤال — Final Survival Wheel,مقهى,المتعلم في مقهى ضمن موقف: Final Survival Wheel. يحتاج أن يتصرف بدون ترجمة طويلة.,يسأل المتعلم سؤالًا إضافيًا أو يوضح الحاجة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Wheel.,يقول جملة دارجة قصيرة تؤدي وظيفة: توضيح أو سؤال في موقف Final Survival Wheel.,إييه، ممكن.,استعمال “عافاك” يجعل الطلب ألطف مع الغرباء.,صورة ذهنية واقعية: متعلم أجنبي في مقهى بالمغرب، الموقف هو “Final Survival Wheel”، واللقطة تُظهر لحظة توضيح أو سؤال بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,30,Final Survival Wheel,4,L01-D30-S04,L01-D30-P04,رد على جواب مغربي,رد على جواب مغربي — Final Survival Wheel,مقهى,المتعلم في مقهى ضمن موقف: Final Survival Wheel. يحتاج أن يتصرف بدون ترجمة طويلة.,يتعامل المتعلم مع جواب مغربي محتمل أو سوء فهم. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Wheel.,يقول جملة دارجة قصيرة تؤدي وظيفة: رد على جواب مغربي في موقف Final Survival Wheel.,لا، سمح ليا.,الابتسامة ونبرة هادئة مهمة في المواقف اليومية بالمغرب.,صورة ذهنية واقعية: متعلم أجنبي في مقهى بالمغرب، الموقف هو “Final Survival Wheel”، واللقطة تُظهر لحظة رد على جواب مغربي بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “لا، سمح ليا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
1,Survival Travel,النجاة السياحية في المغرب,30,Final Survival Wheel,5,L01-D30-S05,L01-D30-P05,إغلاق الموقف,إغلاق الموقف — Final Survival Wheel,مقهى,المتعلم في مقهى ضمن موقف: Final Survival Wheel. يحتاج أن يتصرف بدون ترجمة طويلة.,ينهي المتعلم الموقف بأدب أو يتخذ قرارًا واضحًا. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: Final Survival Wheel.,يقول جملة دارجة قصيرة تؤدي وظيفة: إغلاق الموقف في موقف Final Survival Wheel.,فين بغيتي؟,في المغرب كثير من التفاهم يتم بعبارات قصيرة وسياق واضح.,صورة ذهنية واقعية: متعلم أجنبي في مقهى بالمغرب، الموقف هو “Final Survival Wheel”، واللقطة تُظهر لحظة إغلاق الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في مقهى، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “فين بغيتي؟”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,1,الدخول إلى الرياض أول مرة,1,L02-D01-S01,L02-D01-P01,فتح الموقف,فتح الموقف — الدخول إلى الرياض أول مرة,بيت مغربي,المتعلم في بيت مغربي ضمن موقف: الدخول إلى الرياض أول مرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يفتح المتعلم الكلام بطريقة طبيعية ومهذبة. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الدخول إلى الرياض أول مرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: فتح الموقف في موقف الدخول إلى الرياض أول مرة.,إييه، ممكن.,الصوت المغربي هو المرجع، والكتابة اللاتينية تساعد فقط.,صورة ذهنية واقعية: متعلم أجنبي في بيت مغربي بالمغرب، الموقف هو “الدخول إلى الرياض أول مرة”، واللقطة تُظهر لحظة فتح الموقف بدون نص كثير.,فيديو قصير: يبدأ المشهد في بيت مغربي، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “إييه، ممكن.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
2,Guest / Riad / Hospitality,الضيف والرياض والضيافة,1,الدخول إلى الرياض أول مرة,2,L02-D01-S02,L02-D01-P02,طلب أساسي,طلب أساسي — الدخول إلى الرياض أول مرة,بيت مغربي,المتعلم في بيت مغربي ضمن موقف: الدخول إلى الرياض أول مرة. يحتاج أن يتصرف بدون ترجمة طويلة.,يطلب المتعلم شيئًا واضحًا مرتبطًا بالموقف. الهدف ليس حفظ كلمة، بل إنجاز الفعل داخل الموقف: الدخول إلى الرياض أول مرة.,يقول جملة دارجة قصيرة تؤدي وظيفة: طلب أساسي في موقف الدخول إلى الرياض أول مرة.,لا، سمح ليا.,الموقف يجب أن يبقى واقعيًا وقابلًا لصورة وفيديو.,صورة ذهنية واقعية: متعلم أجنبي في بيت مغربي بالمغرب، الموقف هو “الدخول إلى الرياض أول مرة”، واللقطة تُظهر لحظة طلب أساسي بدون نص كثير.,فيديو قصير: يبدأ المشهد في بيت مغربي، يحدث trigger واضح، المتعلم يقول الجملة، المغربي يرد “لا، سمح ليا.”، ثم ينتهي الموقف بحركة مفهومة.,ينتج الصوت والصورة والفيديو فقط بعد اعتماد الجملة النهائية لهذا الموقف.,تميّز Darija30: مشهد حي قابل للصوت والصورة والفيديو والتكرار، وليس عبارة مترجمة فقط.
