level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
8,8,2,حالة طارئة,L08-D08-P02,You ask someone to call an ambulance.,"Call an ambulance, please.",3ayet l-ambulance aafak,عيّط لامبولونس عافاك,"wakha, daba",Ambulance/fire emergency numbers are important to know when traveling.,3ayet / l-ambulance / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day08/l08-d08-p02-normal.mp3,assets/audio/level08/day08/l08-d08-p02-slow.mp3,assets/video/level08/day08/l08-d08-p02-scene.mp4,assets/images/video-posters/level08/day08/l08-d08-p02-poster.webp,assets/images/lesson-scenes/level08/day08/l08-d08-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 8: حالة طارئة. Show a foreign learner respectfully handling this situation: You ask someone to call an ambulance.. Visual focus: the phrase '3ayet l-ambulance aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'حالة طارئة'. Trigger: You ask someone to call an ambulance.. Learner says '3ayet l-ambulance aafak'. Moroccan person replies 'wakha, daba'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,8,2,حالة طارئة,L08-D08-P03,You say someone is hurt.,Someone is hurt.,kayn chi wahed mdror,كاين شي واحد مضرور,fin howa?,This helps when assisting another person.,kayn / chi / wahed / mdror,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day08/l08-d08-p03-normal.mp3,assets/audio/level08/day08/l08-d08-p03-slow.mp3,assets/video/level08/day08/l08-d08-p03-scene.mp4,assets/images/video-posters/level08/day08/l08-d08-p03-poster.webp,assets/images/lesson-scenes/level08/day08/l08-d08-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 8: حالة طارئة. Show a foreign learner respectfully handling this situation: You say someone is hurt.. Visual focus: the phrase 'kayn chi wahed mdror' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'حالة طارئة'. Trigger: You say someone is hurt.. Learner says 'kayn chi wahed mdror'. Moroccan person replies 'fin howa?'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,8,2,حالة طارئة,L08-D08-P04,You say you cannot breathe well.,I cannot breathe well.,ma qadrsh ntneffes mzyan,ما قادرش نتنفس مزيان,khassna nmshiw l-sbitar,Breathing problems should be treated as urgent.,ma / qadrsh / ntneffes / mzyan,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day08/l08-d08-p04-normal.mp3,assets/audio/level08/day08/l08-d08-p04-slow.mp3,assets/video/level08/day08/l08-d08-p04-scene.mp4,assets/images/video-posters/level08/day08/l08-d08-p04-poster.webp,assets/images/lesson-scenes/level08/day08/l08-d08-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 8: حالة طارئة. Show a foreign learner respectfully handling this situation: You say you cannot breathe well.. Visual focus: the phrase 'ma qadrsh ntneffes mzyan' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'حالة طارئة'. Trigger: You say you cannot breathe well.. Learner says 'ma qadrsh ntneffes mzyan'. Moroccan person replies 'khassna nmshiw l-sbitar'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,8,2,حالة طارئة,L08-D08-P05,You ask where the hospital is.,Where is the hospital?,fin kayn sbitar?,فين كاين سبيطار؟,qrib mn hna,Sbitar/sptar is widely understood for hospital.,fin / kayn / sbitar,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day08/l08-d08-p05-normal.mp3,assets/audio/level08/day08/l08-d08-p05-slow.mp3,assets/video/level08/day08/l08-d08-p05-scene.mp4,assets/images/video-posters/level08/day08/l08-d08-p05-poster.webp,assets/images/lesson-scenes/level08/day08/l08-d08-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 8: حالة طارئة. Show a foreign learner respectfully handling this situation: You ask where the hospital is.. Visual focus: the phrase 'fin kayn sbitar?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'حالة طارئة'. Trigger: You ask where the hospital is.. Learner says 'fin kayn sbitar?'. Moroccan person replies 'qrib mn hna'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,9,2,الطاكسي إلى السبيطار,L08-D09-P01,You tell the driver to go to the hospital.,"Go to the hospital, please.",sir l-sbitar aafak,سير للسبيطار عافاك,wakha,A clear taxi phrase for medical urgency.,sir / l-sbitar / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day09/l08-d09-p01-normal.mp3,assets/audio/level08/day09/l08-d09-p01-slow.mp3,assets/video/level08/day09/l08-d09-p01-scene.mp4,assets/images/video-posters/level08/day09/l08-d09-p01-poster.webp,assets/images/lesson-scenes/level08/day09/l08-d09-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 9: الطاكسي إلى السبيطار. Show a foreign learner respectfully handling this situation: You tell the driver to go to the hospital.. Visual focus: the phrase 'sir l-sbitar aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الطاكسي إلى السبيطار'. Trigger: You tell the driver to go to the hospital.. Learner says 'sir l-sbitar aafak'. Moroccan person replies 'wakha'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,9,2,الطاكسي إلى السبيطار,L08-D09-P02,You say it is urgent.,"Please hurry, it is urgent.","sre3 shwiya aafak, hadshi musta3jil",سرّع شوية عافاك، هادشي مستعجل,"wakha, ma tkhafsh",Be firm but respectful with drivers.,sre3 / shwiya / aafak / hadshi / musta3jil,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day09/l08-d09-p02-normal.mp3,assets/audio/level08/day09/l08-d09-p02-slow.mp3,assets/video/level08/day09/l08-d09-p02-scene.mp4,assets/images/video-posters/level08/day09/l08-d09-p02-poster.webp,assets/images/lesson-scenes/level08/day09/l08-d09-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 9: الطاكسي إلى السبيطار. Show a foreign learner respectfully handling this situation: You say it is urgent.. Visual focus: the phrase 'sre3 shwiya aafak, hadshi musta3jil' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الطاكسي إلى السبيطار'. Trigger: You say it is urgent.. Learner says 'sre3 shwiya aafak, hadshi musta3jil'. Moroccan person replies 'wakha, ma tkhafsh'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,9,2,الطاكسي إلى السبيطار,L08-D09-P03,You ask if the clinic is near.,Is the clinic near?,wash clinique qriba?,واش كلينيك قريبة؟,"iyeh, 5 d dqaweq",Useful if choosing between clinic and hospital.,wash / clinique / qriba,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day09/l08-d09-p03-normal.mp3,assets/audio/level08/day09/l08-d09-p03-slow.mp3,assets/video/level08/day09/l08-d09-p03-scene.mp4,assets/images/video-posters/level08/day09/l08-d09-p03-poster.webp,assets/images/lesson-scenes/level08/day09/l08-d09-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 9: الطاكسي إلى السبيطار. Show a foreign learner respectfully handling this situation: You ask if the clinic is near.. Visual focus: the phrase 'wash clinique qriba?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الطاكسي إلى السبيطار'. Trigger: You ask if the clinic is near.. Learner says 'wash clinique qriba?'. Moroccan person replies 'iyeh, 5 d dqaweq'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,9,2,الطاكسي إلى السبيطار,L08-D09-P04,You say you need to sit.,I need to sit down.,khassni ngles,خاصني نگلس,"tfdal, gls hna",Simple phrase for dizziness or weakness.,khassni / ngles,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day09/l08-d09-p04-normal.mp3,assets/audio/level08/day09/l08-d09-p04-slow.mp3,assets/video/level08/day09/l08-d09-p04-scene.mp4,assets/images/video-posters/level08/day09/l08-d09-p04-poster.webp,assets/images/lesson-scenes/level08/day09/l08-d09-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 9: الطاكسي إلى السبيطار. Show a foreign learner respectfully handling this situation: You say you need to sit.. Visual focus: the phrase 'khassni ngles' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الطاكسي إلى السبيطار'. Trigger: You say you need to sit.. Learner says 'khassni ngles'. Moroccan person replies 'tfdal, gls hna'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,9,2,الطاكسي إلى السبيطار,L08-D09-P05,You ask the driver to wait.,Please wait for me.,tsennani aafak,تسناني عافاك,"wakha, ghadi ntsennak",Useful if you need help entering or returning.,tsennani / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day09/l08-d09-p05-normal.mp3,assets/audio/level08/day09/l08-d09-p05-slow.mp3,assets/video/level08/day09/l08-d09-p05-scene.mp4,assets/images/video-posters/level08/day09/l08-d09-p05-poster.webp,assets/images/lesson-scenes/level08/day09/l08-d09-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 9: الطاكسي إلى السبيطار. Show a foreign learner respectfully handling this situation: You ask the driver to wait.. Visual focus: the phrase 'tsennani aafak' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الطاكسي إلى السبيطار'. Trigger: You ask the driver to wait.. Learner says 'tsennani aafak'. Moroccan person replies 'wakha, ghadi ntsennak'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,10,2,الاستقبال في المستشفى,L08-D10-P01,You say you want to see a doctor.,I want to see a doctor.,bghit nshof tbib,بغيت نشوف طبيب,wach 3ndk rendez-vous?,Reception may ask if you have an appointment.,bghit / nshof / tbib,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day10/l08-d10-p01-normal.mp3,assets/audio/level08/day10/l08-d10-p01-slow.mp3,assets/video/level08/day10/l08-d10-p01-scene.mp4,assets/images/video-posters/level08/day10/l08-d10-p01-poster.webp,assets/images/lesson-scenes/level08/day10/l08-d10-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 10: الاستقبال في المستشفى. Show a foreign learner respectfully handling this situation: You say you want to see a doctor.. Visual focus: the phrase 'bghit nshof tbib' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الاستقبال في المستشفى'. Trigger: You say you want to see a doctor.. Learner says 'bghit nshof tbib'. Moroccan person replies 'wach 3ndk rendez-vous?'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,10,2,الاستقبال في المستشفى,L08-D10-P02,You say you do not have an appointment.,I do not have an appointment.,ma 3ndish rendez-vous,ما عنديش رونديفو,khassk tsenna shwiya,Useful in urgent or walk-in situations.,ma / 3ndish / rendez-vous,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day10/l08-d10-p02-normal.mp3,assets/audio/level08/day10/l08-d10-p02-slow.mp3,assets/video/level08/day10/l08-d10-p02-scene.mp4,assets/images/video-posters/level08/day10/l08-d10-p02-poster.webp,assets/images/lesson-scenes/level08/day10/l08-d10-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 10: الاستقبال في المستشفى. Show a foreign learner respectfully handling this situation: You say you do not have an appointment.. Visual focus: the phrase 'ma 3ndish rendez-vous' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الاستقبال في المستشفى'. Trigger: You say you do not have an appointment.. Learner says 'ma 3ndish rendez-vous'. Moroccan person replies 'khassk tsenna shwiya'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,10,2,الاستقبال في المستشفى,L08-D10-P03,You ask where to wait.,Where should I wait?,fin khasni ntsenna?,فين خاصني نتسنى؟,tma f sala,Follow reception instructions calmly.,fin / khasni / ntsenna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day10/l08-d10-p03-normal.mp3,assets/audio/level08/day10/l08-d10-p03-slow.mp3,assets/video/level08/day10/l08-d10-p03-scene.mp4,assets/images/video-posters/level08/day10/l08-d10-p03-poster.webp,assets/images/lesson-scenes/level08/day10/l08-d10-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 10: الاستقبال في المستشفى. Show a foreign learner respectfully handling this situation: You ask where to wait.. Visual focus: the phrase 'fin khasni ntsenna?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الاستقبال في المستشفى'. Trigger: You ask where to wait.. Learner says 'fin khasni ntsenna?'. Moroccan person replies 'tma f sala'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,10,2,الاستقبال في المستشفى,L08-D10-P04,You ask how long it will take.,How long will it take?,sh7al ghadi tdkhol?,شحال غادي ندخل؟,ymkn nos sa3a,Time expectations reduce stress.,sh7al / ghadi / tdkhol,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day10/l08-d10-p04-normal.mp3,assets/audio/level08/day10/l08-d10-p04-slow.mp3,assets/video/level08/day10/l08-d10-p04-scene.mp4,assets/images/video-posters/level08/day10/l08-d10-p04-poster.webp,assets/images/lesson-scenes/level08/day10/l08-d10-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 10: الاستقبال في المستشفى. Show a foreign learner respectfully handling this situation: You ask how long it will take.. Visual focus: the phrase 'sh7al ghadi tdkhol?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الاستقبال في المستشفى'. Trigger: You ask how long it will take.. Learner says 'sh7al ghadi tdkhol?'. Moroccan person replies 'ymkn nos sa3a'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,10,2,الاستقبال في المستشفى,L08-D10-P05,You ask if someone speaks English.,Does someone speak English?,wash kayn chi wahed kayhder anglais?,واش كاين شي واحد كيهضر أنگلي؟,nchof lik,"In medical settings, ask for language help early.",wash / kayn / chi / wahed / kayhder / anglais,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day10/l08-d10-p05-normal.mp3,assets/audio/level08/day10/l08-d10-p05-slow.mp3,assets/video/level08/day10/l08-d10-p05-scene.mp4,assets/images/video-posters/level08/day10/l08-d10-p05-poster.webp,assets/images/lesson-scenes/level08/day10/l08-d10-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 10: الاستقبال في المستشفى. Show a foreign learner respectfully handling this situation: You ask if someone speaks English.. Visual focus: the phrase 'wash kayn chi wahed kayhder anglais?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'الاستقبال في المستشفى'. Trigger: You ask if someone speaks English.. Learner says 'wash kayn chi wahed kayhder anglais?'. Moroccan person replies 'nchof lik'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,11,2,التأمين والدفع,L08-D11-P01,You ask how much the consultation costs.,How much is the consultation?,bsh7al consultation?,بشحال كونسولتاسيون؟,b-kda,Ask about cost before non-emergency services when possible.,bsh7al / consultation,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day11/l08-d11-p01-normal.mp3,assets/audio/level08/day11/l08-d11-p01-slow.mp3,assets/video/level08/day11/l08-d11-p01-scene.mp4,assets/images/video-posters/level08/day11/l08-d11-p01-poster.webp,assets/images/lesson-scenes/level08/day11/l08-d11-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 11: التأمين والدفع. Show a foreign learner respectfully handling this situation: You ask how much the consultation costs.. Visual focus: the phrase 'bsh7al consultation?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التأمين والدفع'. Trigger: You ask how much the consultation costs.. Learner says 'bsh7al consultation?'. Moroccan person replies 'b-kda'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,11,2,التأمين والدفع,L08-D11-P02,You ask if they accept insurance.,Do you accept insurance?,wash katqblo assurance?,واش كتقبلو أسورانس؟,3tina l-wraq,Assurance is commonly used for insurance.,wash / katqblo / assurance,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day11/l08-d11-p02-normal.mp3,assets/audio/level08/day11/l08-d11-p02-slow.mp3,assets/video/level08/day11/l08-d11-p02-scene.mp4,assets/images/video-posters/level08/day11/l08-d11-p02-poster.webp,assets/images/lesson-scenes/level08/day11/l08-d11-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 11: التأمين والدفع. Show a foreign learner respectfully handling this situation: You ask if they accept insurance.. Visual focus: the phrase 'wash katqblo assurance?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التأمين والدفع'. Trigger: You ask if they accept insurance.. Learner says 'wash katqblo assurance?'. Moroccan person replies '3tina l-wraq'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,11,2,التأمين والدفع,L08-D11-P03,You ask for an invoice.,Can I have an invoice?,n9dr nakhod facture?,نقدر ناخد فاكتور؟,iyeh,Invoices help with reimbursement.,n9dr / nakhod / facture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day11/l08-d11-p03-normal.mp3,assets/audio/level08/day11/l08-d11-p03-slow.mp3,assets/video/level08/day11/l08-d11-p03-scene.mp4,assets/images/video-posters/level08/day11/l08-d11-p03-poster.webp,assets/images/lesson-scenes/level08/day11/l08-d11-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 11: التأمين والدفع. Show a foreign learner respectfully handling this situation: You ask for an invoice.. Visual focus: the phrase 'n9dr nakhod facture?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التأمين والدفع'. Trigger: You ask for an invoice.. Learner says 'n9dr nakhod facture?'. Moroccan person replies 'iyeh'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,11,2,التأمين والدفع,L08-D11-P04,You ask for a medical report.,Can I have a medical report?,n9dr nakhod certificat médical?,نقدر ناخد سيرتيفيكا ميديكال؟,"iyeh, mn 3nd tbib",Medical documents may be needed for insurance or travel.,n9dr / nakhod / certificat / médical,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day11/l08-d11-p04-normal.mp3,assets/audio/level08/day11/l08-d11-p04-slow.mp3,assets/video/level08/day11/l08-d11-p04-scene.mp4,assets/images/video-posters/level08/day11/l08-d11-p04-poster.webp,assets/images/lesson-scenes/level08/day11/l08-d11-p04-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 11: التأمين والدفع. Show a foreign learner respectfully handling this situation: You ask for a medical report.. Visual focus: the phrase 'n9dr nakhod certificat médical?' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التأمين والدفع'. Trigger: You ask for a medical report.. Learner says 'n9dr nakhod certificat médical?'. Moroccan person replies 'iyeh, mn 3nd tbib'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,11,2,التأمين والدفع,L08-D11-P05,You say you need it for insurance.,I need it for insurance.,khassni hada l-assurance,خاصني هادا للأسورانس,"wakha, nوجدو ليك",Explain why you need paperwork.,khassni / hada / l-assurance,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day11/l08-d11-p05-normal.mp3,assets/audio/level08/day11/l08-d11-p05-slow.mp3,assets/video/level08/day11/l08-d11-p05-scene.mp4,assets/images/video-posters/level08/day11/l08-d11-p05-poster.webp,assets/images/lesson-scenes/level08/day11/l08-d11-p05-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 11: التأمين والدفع. Show a foreign learner respectfully handling this situation: You say you need it for insurance.. Visual focus: the phrase 'khassni hada l-assurance' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'التأمين والدفع'. Trigger: You say you need it for insurance.. Learner says 'khassni hada l-assurance'. Moroccan person replies 'wakha, nوجدو ليك'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,12,2,جرح أو طيحة,L08-D12-P01,You say you fell.,I fell.,t7it,طحت,fin tdrti?,Short and clear after an accident.,t7it,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day12/l08-d12-p01-normal.mp3,assets/audio/level08/day12/l08-d12-p01-slow.mp3,assets/video/level08/day12/l08-d12-p01-scene.mp4,assets/images/video-posters/level08/day12/l08-d12-p01-poster.webp,assets/images/lesson-scenes/level08/day12/l08-d12-p01-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 12: جرح أو طيحة. Show a foreign learner respectfully handling this situation: You say you fell.. Visual focus: the phrase 't7it' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'جرح أو طيحة'. Trigger: You say you fell.. Learner says 't7it'. Moroccan person replies 'fin tdrti?'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,12,2,جرح أو طيحة,L08-D12-P02,You say you cut your hand.,I cut my hand.,t9t3at lia yeddi,تقطعات ليا يدي,khassha ttn9a,Cuts need cleaning; ask for medical help if deep.,t9t3at / lia / yeddi,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day12/l08-d12-p02-normal.mp3,assets/audio/level08/day12/l08-d12-p02-slow.mp3,assets/video/level08/day12/l08-d12-p02-scene.mp4,assets/images/video-posters/level08/day12/l08-d12-p02-poster.webp,assets/images/lesson-scenes/level08/day12/l08-d12-p02-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 12: جرح أو طيحة. Show a foreign learner respectfully handling this situation: You say you cut your hand.. Visual focus: the phrase 't9t3at lia yeddi' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'جرح أو طيحة'. Trigger: You say you cut your hand.. Learner says 't9t3at lia yeddi'. Moroccan person replies 'khassha ttn9a'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
8,12,2,جرح أو طيحة,L08-D12-P03,You say your ankle hurts.,My ankle hurts.,l-ka3b dyali kaywja3ni,الكعب ديالي كيوجعني,wash t9dr tmshi?,"Useful after walking, stairs, or hiking.",l-ka3b / dyali / kaywja3ni,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level08/day12/l08-d12-p03-normal.mp3,assets/audio/level08/day12/l08-d12-p03-slow.mp3,assets/video/level08/day12/l08-d12-p03-scene.mp4,assets/images/video-posters/level08/day12/l08-d12-p03-poster.webp,assets/images/lesson-scenes/level08/day12/l08-d12-p03-scene.webp,"Realistic Moroccan health, safety, or problem-solving scene, Level 8 Day 12: جرح أو طيحة. Show a foreign learner respectfully handling this situation: You say your ankle hurts.. Visual focus: the phrase 'l-ka3b dyali kaywja3ni' without putting text on the image. Moroccan pharmacy with green cross, clinic reception, taxi to hospital, police station, riad desk, busy street, apartment doorway, or quiet safe public place as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan health/safety/problem situation during 'جرح أو طيحة'. Trigger: You say your ankle hurts.. Learner says 'l-ka3b dyali kaywja3ni'. Moroccan person replies 'wash t9dr tmshi?'. End with a clear practical action: getting help, moving to safety, receiving instructions, or resolving paperwork respectfully."
