level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
7,8,2,الويفي والراوتر,L07-D08-P02,You say the internet is weak.,The internet is weak.,l-internet d3ifa,الإنترنت ضعيفة,ghadi n3awd nrigliha,Internet quality changes by building and city area.,l-internet / d3ifa,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day08/l07-d08-p02-normal.mp3,assets/audio/level07/day08/l07-d08-p02-slow.mp3,assets/video/level07/day08/l07-d08-p02-scene.mp4,assets/images/video-posters/level07/day08/l07-d08-p02-poster.webp,assets/images/lesson-scenes/level07/day08/l07-d08-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 8: الويفي والراوتر. Show a foreign learner respectfully handling this situation: You say the internet is weak.. Visual focus: the phrase 'l-internet d3ifa' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الويفي والراوتر'. Trigger: You say the internet is weak.. Learner says 'l-internet d3ifa'. Moroccan person replies 'ghadi n3awd nrigliha'. End with a clear action showing the practical situation resolved respectfully.
7,8,2,الويفي والراوتر,L07-D08-P03,You ask where the router is.,Where is the router?,fin kayn routeur?,فين كاين الروتور؟,tma 7da t-tilivision,French tech words are common in Moroccan daily speech.,fin / kayn / routeur,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day08/l07-d08-p03-normal.mp3,assets/audio/level07/day08/l07-d08-p03-slow.mp3,assets/video/level07/day08/l07-d08-p03-scene.mp4,assets/images/video-posters/level07/day08/l07-d08-p03-poster.webp,assets/images/lesson-scenes/level07/day08/l07-d08-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 8: الويفي والراوتر. Show a foreign learner respectfully handling this situation: You ask where the router is.. Visual focus: the phrase 'fin kayn routeur?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الويفي والراوتر'. Trigger: You ask where the router is.. Learner says 'fin kayn routeur?'. Moroccan person replies 'tma 7da t-tilivision'. End with a clear action showing the practical situation resolved respectfully.
7,8,2,الويفي والراوتر,L07-D08-P04,You ask to restart the router.,Can we restart the router?,n9dro n3awdo nsh3lo routeur?,نقدرو نعاودو نشعلو الروتور؟,"iyeh, daba",This is practical and avoids long technical explanations.,n9dro / n3awdo / nsh3lo / routeur,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day08/l07-d08-p04-normal.mp3,assets/audio/level07/day08/l07-d08-p04-slow.mp3,assets/video/level07/day08/l07-d08-p04-scene.mp4,assets/images/video-posters/level07/day08/l07-d08-p04-poster.webp,assets/images/lesson-scenes/level07/day08/l07-d08-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 8: الويفي والراوتر. Show a foreign learner respectfully handling this situation: You ask to restart the router.. Visual focus: the phrase 'n9dro n3awdo nsh3lo routeur?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الويفي والراوتر'. Trigger: You ask to restart the router.. Learner says 'n9dro n3awdo nsh3lo routeur?'. Moroccan person replies 'iyeh, daba'. End with a clear action showing the practical situation resolved respectfully."
7,8,2,الويفي والراوتر,L07-D08-P05,You ask if fiber is available.,Is there fiber internet here?,wash kayna fibre hna?,واش كاينة فيبر هنا؟,iyeh / la mazal,Remote workers often need to ask about fiber or stable internet.,wash / kayna / fibre / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day08/l07-d08-p05-normal.mp3,assets/audio/level07/day08/l07-d08-p05-slow.mp3,assets/video/level07/day08/l07-d08-p05-scene.mp4,assets/images/video-posters/level07/day08/l07-d08-p05-poster.webp,assets/images/lesson-scenes/level07/day08/l07-d08-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 8: الويفي والراوتر. Show a foreign learner respectfully handling this situation: You ask if fiber is available.. Visual focus: the phrase 'wash kayna fibre hna?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الويفي والراوتر'. Trigger: You ask if fiber is available.. Learner says 'wash kayna fibre hna?'. Moroccan person replies 'iyeh / la mazal'. End with a clear action showing the practical situation resolved respectfully.
7,9,2,الشريحة والبيانات,L07-D09-P01,You ask where to buy a SIM card.,Where can I buy a SIM card?,fin n9dr nshri carte SIM?,فين نقدر نشري كارت سيم؟,f l-agence wla hanout,"SIM cards are usually easy to find, but ask locals for nearest option.",fin / n9dr / nshri / carte / SIM,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day09/l07-d09-p01-normal.mp3,assets/audio/level07/day09/l07-d09-p01-slow.mp3,assets/video/level07/day09/l07-d09-p01-scene.mp4,assets/images/video-posters/level07/day09/l07-d09-p01-poster.webp,assets/images/lesson-scenes/level07/day09/l07-d09-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 9: الشريحة والبيانات. Show a foreign learner respectfully handling this situation: You ask where to buy a SIM card.. Visual focus: the phrase 'fin n9dr nshri carte SIM?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الشريحة والبيانات'. Trigger: You ask where to buy a SIM card.. Learner says 'fin n9dr nshri carte SIM?'. Moroccan person replies 'f l-agence wla hanout'. End with a clear action showing the practical situation resolved respectfully.
7,9,2,الشريحة والبيانات,L07-D09-P02,You ask to recharge mobile data.,I want to recharge internet.,bghit ncharji internet,بغيت نشارجي إنترنت,sh7al bghiti?,Recharge language is common in shops and kiosks.,bghit / ncharji / internet,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day09/l07-d09-p02-normal.mp3,assets/audio/level07/day09/l07-d09-p02-slow.mp3,assets/video/level07/day09/l07-d09-p02-scene.mp4,assets/images/video-posters/level07/day09/l07-d09-p02-poster.webp,assets/images/lesson-scenes/level07/day09/l07-d09-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 9: الشريحة والبيانات. Show a foreign learner respectfully handling this situation: You ask to recharge mobile data.. Visual focus: the phrase 'bghit ncharji internet' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الشريحة والبيانات'. Trigger: You ask to recharge mobile data.. Learner says 'bghit ncharji internet'. Moroccan person replies 'sh7al bghiti?'. End with a clear action showing the practical situation resolved respectfully.
7,9,2,الشريحة والبيانات,L07-D09-P03,You ask how much data you get.,How many gigabytes does it have?,sh7al fiha mn giga?,شحال فيها من جيگا؟,fiha 10 giga,Gigabytes are usually said as giga in daily speech.,sh7al / fiha / mn / giga,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day09/l07-d09-p03-normal.mp3,assets/audio/level07/day09/l07-d09-p03-slow.mp3,assets/video/level07/day09/l07-d09-p03-scene.mp4,assets/images/video-posters/level07/day09/l07-d09-p03-poster.webp,assets/images/lesson-scenes/level07/day09/l07-d09-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 9: الشريحة والبيانات. Show a foreign learner respectfully handling this situation: You ask how much data you get.. Visual focus: the phrase 'sh7al fiha mn giga?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الشريحة والبيانات'. Trigger: You ask how much data you get.. Learner says 'sh7al fiha mn giga?'. Moroccan person replies 'fiha 10 giga'. End with a clear action showing the practical situation resolved respectfully.
7,9,2,الشريحة والبيانات,L07-D09-P04,You say the phone has no signal.,There is no signal on my phone.,ma kaynash réseau f telephone dyali,ما كايناش ريزو فالتليفون ديالي,jreb t7rek shwiya,Réseau is a common French loanword for network signal.,ma / kaynash / réseau / f / telephone / dyali,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day09/l07-d09-p04-normal.mp3,assets/audio/level07/day09/l07-d09-p04-slow.mp3,assets/video/level07/day09/l07-d09-p04-scene.mp4,assets/images/video-posters/level07/day09/l07-d09-p04-poster.webp,assets/images/lesson-scenes/level07/day09/l07-d09-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 9: الشريحة والبيانات. Show a foreign learner respectfully handling this situation: You say the phone has no signal.. Visual focus: the phrase 'ma kaynash réseau f telephone dyali' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الشريحة والبيانات'. Trigger: You say the phone has no signal.. Learner says 'ma kaynash réseau f telephone dyali'. Moroccan person replies 'jreb t7rek shwiya'. End with a clear action showing the practical situation resolved respectfully.
7,9,2,الشريحة والبيانات,L07-D09-P05,You ask them to help set it up.,Can you help me set it up?,t9dr t3awenni nrigliha?,تقدر تعاونني نريگليها؟,"iyeh, 3tini telephone",Useful if the shop worker helps with SIM activation or settings.,t9dr / t3awenni / nrigliha,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day09/l07-d09-p05-normal.mp3,assets/audio/level07/day09/l07-d09-p05-slow.mp3,assets/video/level07/day09/l07-d09-p05-scene.mp4,assets/images/video-posters/level07/day09/l07-d09-p05-poster.webp,assets/images/lesson-scenes/level07/day09/l07-d09-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 9: الشريحة والبيانات. Show a foreign learner respectfully handling this situation: You ask them to help set it up.. Visual focus: the phrase 't9dr t3awenni nrigliha?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الشريحة والبيانات'. Trigger: You ask them to help set it up.. Learner says 't9dr t3awenni nrigliha?'. Moroccan person replies 'iyeh, 3tini telephone'. End with a clear action showing the practical situation resolved respectfully."
7,10,2,فواتير الماء والضو,L07-D10-P01,You ask when the bill comes.,When does the bill come?,imta katji l-facture?,إمتى كتجي الفاتورة؟,kol shhar,Bills may be monthly; ask the landlord or concierge.,imta / katji / l-facture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day10/l07-d10-p01-normal.mp3,assets/audio/level07/day10/l07-d10-p01-slow.mp3,assets/video/level07/day10/l07-d10-p01-scene.mp4,assets/images/video-posters/level07/day10/l07-d10-p01-poster.webp,assets/images/lesson-scenes/level07/day10/l07-d10-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 10: فواتير الماء والضو. Show a foreign learner respectfully handling this situation: You ask when the bill comes.. Visual focus: the phrase 'imta katji l-facture?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'فواتير الماء والضو'. Trigger: You ask when the bill comes.. Learner says 'imta katji l-facture?'. Moroccan person replies 'kol shhar'. End with a clear action showing the practical situation resolved respectfully.
7,10,2,فواتير الماء والضو,L07-D10-P02,You ask how to pay the bill.,How do I pay the bill?,kifash nkhlles l-facture?,كيفاش نخلص الفاتورة؟,t9dr tkhlles f l-agence,"Clarify whether you pay directly, through landlord, or online/shop.",kifash / nkhlles / l-facture,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day10/l07-d10-p02-normal.mp3,assets/audio/level07/day10/l07-d10-p02-slow.mp3,assets/video/level07/day10/l07-d10-p02-scene.mp4,assets/images/video-posters/level07/day10/l07-d10-p02-poster.webp,assets/images/lesson-scenes/level07/day10/l07-d10-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 10: فواتير الماء والضو. Show a foreign learner respectfully handling this situation: You ask how to pay the bill.. Visual focus: the phrase 'kifash nkhlles l-facture?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'فواتير الماء والضو'. Trigger: You ask how to pay the bill.. Learner says 'kifash nkhlles l-facture?'. Moroccan person replies 't9dr tkhlles f l-agence'. End with a clear action showing the practical situation resolved respectfully.
7,10,2,فواتير الماء والضو,L07-D10-P03,You say the electricity went off.,The electricity went off.,t9ta3 do,تقطع الضو,ghadi nchof disjoncteur,This phrase is essential when power trips.,t9ta3 / do,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day10/l07-d10-p03-normal.mp3,assets/audio/level07/day10/l07-d10-p03-slow.mp3,assets/video/level07/day10/l07-d10-p03-scene.mp4,assets/images/video-posters/level07/day10/l07-d10-p03-poster.webp,assets/images/lesson-scenes/level07/day10/l07-d10-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 10: فواتير الماء والضو. Show a foreign learner respectfully handling this situation: You say the electricity went off.. Visual focus: the phrase 't9ta3 do' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'فواتير الماء والضو'. Trigger: You say the electricity went off.. Learner says 't9ta3 do'. Moroccan person replies 'ghadi nchof disjoncteur'. End with a clear action showing the practical situation resolved respectfully.
7,10,2,فواتير الماء والضو,L07-D10-P04,You say there is no water.,There is no water.,ma kaynsh l-ma,ما كاينش الما,ymkn t9ta3 f l-7oma,Water cuts can happen; ask calmly.,ma / kaynsh / l-ma,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day10/l07-d10-p04-normal.mp3,assets/audio/level07/day10/l07-d10-p04-slow.mp3,assets/video/level07/day10/l07-d10-p04-scene.mp4,assets/images/video-posters/level07/day10/l07-d10-p04-poster.webp,assets/images/lesson-scenes/level07/day10/l07-d10-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 10: فواتير الماء والضو. Show a foreign learner respectfully handling this situation: You say there is no water.. Visual focus: the phrase 'ma kaynsh l-ma' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'فواتير الماء والضو'. Trigger: You say there is no water.. Learner says 'ma kaynsh l-ma'. Moroccan person replies 'ymkn t9ta3 f l-7oma'. End with a clear action showing the practical situation resolved respectfully.
7,10,2,فواتير الماء والضو,L07-D10-P05,You ask if this is normal.,Is this normal here?,wash hadshi 3adi hna?,واش هادشي عادي هنا؟,"iyeh, ghadi يرجع",Locals can tell you if it is building-specific or neighborhood-wide.,wash / hadshi / 3adi / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day10/l07-d10-p05-normal.mp3,assets/audio/level07/day10/l07-d10-p05-slow.mp3,assets/video/level07/day10/l07-d10-p05-scene.mp4,assets/images/video-posters/level07/day10/l07-d10-p05-poster.webp,assets/images/lesson-scenes/level07/day10/l07-d10-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 10: فواتير الماء والضو. Show a foreign learner respectfully handling this situation: You ask if this is normal.. Visual focus: the phrase 'wash hadshi 3adi hna?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'فواتير الماء والضو'. Trigger: You ask if this is normal.. Learner says 'wash hadshi 3adi hna?'. Moroccan person replies 'iyeh, ghadi يرجع'. End with a clear action showing the practical situation resolved respectfully."
7,11,2,المطبخ والأجهزة,L07-D11-P01,You ask how to use the stove.,How do I use the stove?,kifash nkhdem l-bota?,كيفاش نخدم البوطة؟,hll l-gaz w sh3el,Gas-stove habits may differ; ask before using.,kifash / nkhdem / l-bota,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day11/l07-d11-p01-normal.mp3,assets/audio/level07/day11/l07-d11-p01-slow.mp3,assets/video/level07/day11/l07-d11-p01-scene.mp4,assets/images/video-posters/level07/day11/l07-d11-p01-poster.webp,assets/images/lesson-scenes/level07/day11/l07-d11-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 11: المطبخ والأجهزة. Show a foreign learner respectfully handling this situation: You ask how to use the stove.. Visual focus: the phrase 'kifash nkhdem l-bota?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'المطبخ والأجهزة'. Trigger: You ask how to use the stove.. Learner says 'kifash nkhdem l-bota?'. Moroccan person replies 'hll l-gaz w sh3el'. End with a clear action showing the practical situation resolved respectfully.
7,11,2,المطبخ والأجهزة,L07-D11-P02,You ask if there is gas.,Is there gas?,wash kayn l-gaz?,واش كاين الڭاز؟,"iyeh, l-bota 3amra",Gas bottles are common; know who replaces them.,wash / kayn / l-gaz,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day11/l07-d11-p02-normal.mp3,assets/audio/level07/day11/l07-d11-p02-slow.mp3,assets/video/level07/day11/l07-d11-p02-scene.mp4,assets/images/video-posters/level07/day11/l07-d11-p02-poster.webp,assets/images/lesson-scenes/level07/day11/l07-d11-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 11: المطبخ والأجهزة. Show a foreign learner respectfully handling this situation: You ask if there is gas.. Visual focus: the phrase 'wash kayn l-gaz?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'المطبخ والأجهزة'. Trigger: You ask if there is gas.. Learner says 'wash kayn l-gaz?'. Moroccan person replies 'iyeh, l-bota 3amra'. End with a clear action showing the practical situation resolved respectfully."
7,11,2,المطبخ والأجهزة,L07-D11-P03,You say the fridge is not working.,The fridge is not working.,tllaja ma khddamash,التلاجة ما خداماش,ghadi n3ayet l-mصلح,Report appliance issues quickly.,tllaja / ma / khddamash,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day11/l07-d11-p03-normal.mp3,assets/audio/level07/day11/l07-d11-p03-slow.mp3,assets/video/level07/day11/l07-d11-p03-scene.mp4,assets/images/video-posters/level07/day11/l07-d11-p03-poster.webp,assets/images/lesson-scenes/level07/day11/l07-d11-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 11: المطبخ والأجهزة. Show a foreign learner respectfully handling this situation: You say the fridge is not working.. Visual focus: the phrase 'tllaja ma khddamash' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'المطبخ والأجهزة'. Trigger: You say the fridge is not working.. Learner says 'tllaja ma khddamash'. Moroccan person replies 'ghadi n3ayet l-mصلح'. End with a clear action showing the practical situation resolved respectfully.
7,11,2,المطبخ والأجهزة,L07-D11-P04,You ask where to buy drinking water.,Where can I buy drinking water?,fin n9dr nshri l-ma dyal shrob?,فين نقدر نشري الما ديال الشرب؟,f hanout 7da dar,"Even when tap water is available, many visitors buy bottled water.",fin / n9dr / nshri / l-ma / dyal / shrob,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day11/l07-d11-p04-normal.mp3,assets/audio/level07/day11/l07-d11-p04-slow.mp3,assets/video/level07/day11/l07-d11-p04-scene.mp4,assets/images/video-posters/level07/day11/l07-d11-p04-poster.webp,assets/images/lesson-scenes/level07/day11/l07-d11-p04-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 11: المطبخ والأجهزة. Show a foreign learner respectfully handling this situation: You ask where to buy drinking water.. Visual focus: the phrase 'fin n9dr nshri l-ma dyal shrob?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'المطبخ والأجهزة'. Trigger: You ask where to buy drinking water.. Learner says 'fin n9dr nshri l-ma dyal shrob?'. Moroccan person replies 'f hanout 7da dar'. End with a clear action showing the practical situation resolved respectfully.
7,11,2,المطبخ والأجهزة,L07-D11-P05,You ask if you can cook here.,Can I cook here?,n9dr nteyb hna?,نقدر نطيب هنا؟,"iyeh, 3adi","In shared places, ask before using kitchen heavily.",n9dr / nteyb / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day11/l07-d11-p05-normal.mp3,assets/audio/level07/day11/l07-d11-p05-slow.mp3,assets/video/level07/day11/l07-d11-p05-scene.mp4,assets/images/video-posters/level07/day11/l07-d11-p05-poster.webp,assets/images/lesson-scenes/level07/day11/l07-d11-p05-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 11: المطبخ والأجهزة. Show a foreign learner respectfully handling this situation: You ask if you can cook here.. Visual focus: the phrase 'n9dr nteyb hna?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'المطبخ والأجهزة'. Trigger: You ask if you can cook here.. Learner says 'n9dr nteyb hna?'. Moroccan person replies 'iyeh, 3adi'. End with a clear action showing the practical situation resolved respectfully."
7,12,2,الغسيل والتنظيف,L07-D12-P01,You ask where to wash clothes.,Where can I wash clothes?,fin n9dr nseben l-7wayj?,فين نقدر نسبن الحوايج؟,kayn pressing qrib,Pressing/laundry services are common in cities.,fin / n9dr / nseben / l-7wayj,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day12/l07-d12-p01-normal.mp3,assets/audio/level07/day12/l07-d12-p01-slow.mp3,assets/video/level07/day12/l07-d12-p01-scene.mp4,assets/images/video-posters/level07/day12/l07-d12-p01-poster.webp,assets/images/lesson-scenes/level07/day12/l07-d12-p01-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 12: الغسيل والتنظيف. Show a foreign learner respectfully handling this situation: You ask where to wash clothes.. Visual focus: the phrase 'fin n9dr nseben l-7wayj?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.",Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الغسيل والتنظيف'. Trigger: You ask where to wash clothes.. Learner says 'fin n9dr nseben l-7wayj?'. Moroccan person replies 'kayn pressing qrib'. End with a clear action showing the practical situation resolved respectfully.
7,12,2,الغسيل والتنظيف,L07-D12-P02,You ask if there is a washing machine.,Is there a washing machine?,wash kayna makina dyal s-sabon?,واش كاينة ماكينة ديال الصابون؟,"iyeh, f l-kuzina",Household appliances are important for longer stays.,wash / kayna / makina / dyal / s-sabon,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day12/l07-d12-p02-normal.mp3,assets/audio/level07/day12/l07-d12-p02-slow.mp3,assets/video/level07/day12/l07-d12-p02-scene.mp4,assets/images/video-posters/level07/day12/l07-d12-p02-poster.webp,assets/images/lesson-scenes/level07/day12/l07-d12-p02-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 12: الغسيل والتنظيف. Show a foreign learner respectfully handling this situation: You ask if there is a washing machine.. Visual focus: the phrase 'wash kayna makina dyal s-sabon?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الغسيل والتنظيف'. Trigger: You ask if there is a washing machine.. Learner says 'wash kayna makina dyal s-sabon?'. Moroccan person replies 'iyeh, f l-kuzina'. End with a clear action showing the practical situation resolved respectfully."
7,12,2,الغسيل والتنظيف,L07-D12-P03,You ask for cleaning once a week.,Can someone clean once a week?,wach kayn shi wahed yn9i marra f simana?,واش كاين شي واحد ينقي مرة فالسيمانة؟,"iyeh, n9dr nsift lik wa7da","For longer stays, cleaning help may be arranged through host/building.",wach / kayn / shi / wahed / yn9i / marra / f / simana,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level07/day12/l07-d12-p03-normal.mp3,assets/audio/level07/day12/l07-d12-p03-slow.mp3,assets/video/level07/day12/l07-d12-p03-scene.mp4,assets/images/video-posters/level07/day12/l07-d12-p03-poster.webp,assets/images/lesson-scenes/level07/day12/l07-d12-p03-scene.webp,"Realistic Moroccan longer-stay scene, Level 7 Day 12: الغسيل والتنظيف. Show a foreign learner respectfully handling this situation: You ask for cleaning once a week.. Visual focus: the phrase 'wach kayn shi wahed yn9i marra f simana?' without putting text on the image. Moroccan apartment building, local neighborhood, hanout, laundry shop, repair visit, Wi‑Fi/router, SIM shop, service counter, or home interior as appropriate, natural light, realistic daily life.","Short interactive video: learner is in a Moroccan longer-stay/daily-service situation during 'الغسيل والتنظيف'. Trigger: You ask for cleaning once a week.. Learner says 'wach kayn shi wahed yn9i marra f simana?'. Moroccan person replies 'iyeh, n9dr nsift lik wa7da'. End with a clear action showing the practical situation resolved respectfully."
