level,day,week,lessonTitleArabic,lessonTitleEnglish,phraseId,friendlyLatin,arabic,english,scenario,possibleMoroccanReply,cultureNote,pronunciationParts,imagePromptSeed,videoActionSeed,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,status
4,8,2,الخضر والشراء اليومي,Vegetables and Small Food Buying,L04-D08-P04,zid shwiya aafak,زيد شوية عافاك,"Add a little more, please.",Ask for a little more.,wakha,A friendly phrase in markets.,zid / shwiya / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 8: الخضر والشراء اليومي. Show a foreign learner politely handling this situation: Ask for a little more.. Visual focus: the phrase 'zid shwiya aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الخضر والشراء اليومي'. Trigger: Ask for a little more.. Learner says 'zid shwiya aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day08/l04-d08-p04-normal.mp3,assets/audio/level04/day08/l04-d08-p04-slow.mp3,assets/video/level04/day08/l04-d08-p04-scene.mp4,assets/images/video-posters/level04/day08/l04-d08-p04-poster.webp,assets/images/lesson-scenes/level04/day08/l04-d08-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,8,2,الخضر والشراء اليومي,Vegetables and Small Food Buying,L04-D08-P05,bshhal kolshi?,بشحال كلشي؟,How much is everything?,Ask for the total.,kolshi 30 dirham,Useful when buying several small things.,bshhal / kolshi?,"Realistic Moroccan souk/shopping scene, Level 4 Day 8: الخضر والشراء اليومي. Show a foreign learner politely handling this situation: Ask for the total.. Visual focus: the phrase 'bshhal kolshi?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الخضر والشراء اليومي'. Trigger: Ask for the total.. Learner says 'bshhal kolshi?'. Moroccan seller replies 'kolshi 30 dirham'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day08/l04-d08-p05-normal.mp3,assets/audio/level04/day08/l04-d08-p05-slow.mp3,assets/video/level04/day08/l04-d08-p05-scene.mp4,assets/images/video-posters/level04/day08/l04-d08-p05-poster.webp,assets/images/lesson-scenes/level04/day08/l04-d08-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,9,2,الفواكه والميزان,Fruit and Weight,L04-D09-P01,3tini limon mzyan aafak,عطيني ليمون مزيان عافاك,"Give me good oranges, please.",Ask for good oranges.,wakha,"In Morocco, sellers often help choose fruit.",3tini / limon / mzyan / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 9: الفواكه والميزان. Show a foreign learner politely handling this situation: Ask for good oranges.. Visual focus: the phrase '3tini limon mzyan aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفواكه والميزان'. Trigger: Ask for good oranges.. Learner says '3tini limon mzyan aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day09/l04-d09-p01-normal.mp3,assets/audio/level04/day09/l04-d09-p01-slow.mp3,assets/video/level04/day09/l04-d09-p01-scene.mp4,assets/images/video-posters/level04/day09/l04-d09-p01-poster.webp,assets/images/lesson-scenes/level04/day09/l04-d09-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,9,2,الفواكه والميزان,Fruit and Weight,L04-D09-P02,wach kayn banan tayeb?,واش كاين بنان طايب؟,Do you have ripe bananas?,Ask for ripe bananas.,kayn,Good for fruit you want to eat soon.,wach / kayn / banan / tayeb?,"Realistic Moroccan souk/shopping scene, Level 4 Day 9: الفواكه والميزان. Show a foreign learner politely handling this situation: Ask for ripe bananas.. Visual focus: the phrase 'wach kayn banan tayeb?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفواكه والميزان'. Trigger: Ask for ripe bananas.. Learner says 'wach kayn banan tayeb?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day09/l04-d09-p02-normal.mp3,assets/audio/level04/day09/l04-d09-p02-slow.mp3,assets/video/level04/day09/l04-d09-p02-scene.mp4,assets/images/video-posters/level04/day09/l04-d09-p02-poster.webp,assets/images/lesson-scenes/level04/day09/l04-d09-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,9,2,الفواكه والميزان,Fruit and Weight,L04-D09-P03,ma ykounsh tayeb bzaf aafak,ما يكونش طايب بزاف عافاك,"Not too ripe, please.",Ask not too ripe.,wakha,Specific preferences are normal in produce buying.,ma ykounsh / tayeb bzaf aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 9: الفواكه والميزان. Show a foreign learner politely handling this situation: Ask not too ripe.. Visual focus: the phrase 'ma ykounsh tayeb bzaf aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفواكه والميزان'. Trigger: Ask not too ripe.. Learner says 'ma ykounsh tayeb bzaf aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day09/l04-d09-p03-normal.mp3,assets/audio/level04/day09/l04-d09-p03-slow.mp3,assets/video/level04/day09/l04-d09-p03-scene.mp4,assets/images/video-posters/level04/day09/l04-d09-p03-poster.webp,assets/images/lesson-scenes/level04/day09/l04-d09-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,9,2,الفواكه والميزان,Fruit and Weight,L04-D09-P04,nqdr nختار?,نقدر نختار؟,Can I choose?,Ask to choose yourself.,tfdal,Ask before touching fruit; some sellers prefer to choose.,nqdr / nختار?,"Realistic Moroccan souk/shopping scene, Level 4 Day 9: الفواكه والميزان. Show a foreign learner politely handling this situation: Ask to choose yourself.. Visual focus: the phrase 'nqdr nختار?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفواكه والميزان'. Trigger: Ask to choose yourself.. Learner says 'nqdr nختار?'. Moroccan seller replies 'tfdal'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day09/l04-d09-p04-normal.mp3,assets/audio/level04/day09/l04-d09-p04-slow.mp3,assets/video/level04/day09/l04-d09-p04-scene.mp4,assets/images/video-posters/level04/day09/l04-d09-p04-poster.webp,assets/images/lesson-scenes/level04/day09/l04-d09-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,9,2,الفواكه والميزان,Fruit and Weight,L04-D09-P05,wzenha aafak,وزنها عافاك,Please weigh it.,Ask to weigh it.,wakha,The scale is central in produce markets.,wzenha / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 9: الفواكه والميزان. Show a foreign learner politely handling this situation: Ask to weigh it.. Visual focus: the phrase 'wzenha aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الفواكه والميزان'. Trigger: Ask to weigh it.. Learner says 'wzenha aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day09/l04-d09-p05-normal.mp3,assets/audio/level04/day09/l04-d09-p05-slow.mp3,assets/video/level04/day09/l04-d09-p05-scene.mp4,assets/images/video-posters/level04/day09/l04-d09-p05-poster.webp,assets/images/lesson-scenes/level04/day09/l04-d09-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,10,2,العطرية والزيتون والمكسرات,"Spices, Olives, and Nuts",L04-D10-P01,bghit l-3triya l-mghribiya,بغيت العطرية المغربية,I want Moroccan spices.,Ask for Moroccan spice mix.,kayn ras l-hanout,Spice sellers often explain use and smell.,bghit / l-3triya / l-mghribiya,"Realistic Moroccan souk/shopping scene, Level 4 Day 10: العطرية والزيتون والمكسرات. Show a foreign learner politely handling this situation: Ask for Moroccan spice mix.. Visual focus: the phrase 'bghit l-3triya l-mghribiya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'العطرية والزيتون والمكسرات'. Trigger: Ask for Moroccan spice mix.. Learner says 'bghit l-3triya l-mghribiya'. Moroccan seller replies 'kayn ras l-hanout'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day10/l04-d10-p01-normal.mp3,assets/audio/level04/day10/l04-d10-p01-slow.mp3,assets/video/level04/day10/l04-d10-p01-scene.mp4,assets/images/video-posters/level04/day10/l04-d10-p01-poster.webp,assets/images/lesson-scenes/level04/day10/l04-d10-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,10,2,العطرية والزيتون والمكسرات,"Spices, Olives, and Nuts",L04-D10-P02,nqdr nshmha?,نقدر نشمها؟,Can I smell it?,Ask to smell it.,iyeh,Smelling spices is normal before buying.,nqdr / nshmha?,"Realistic Moroccan souk/shopping scene, Level 4 Day 10: العطرية والزيتون والمكسرات. Show a foreign learner politely handling this situation: Ask to smell it.. Visual focus: the phrase 'nqdr nshmha?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'العطرية والزيتون والمكسرات'. Trigger: Ask to smell it.. Learner says 'nqdr nshmha?'. Moroccan seller replies 'iyeh'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day10/l04-d10-p02-normal.mp3,assets/audio/level04/day10/l04-d10-p02-slow.mp3,assets/video/level04/day10/l04-d10-p02-scene.mp4,assets/images/video-posters/level04/day10/l04-d10-p02-poster.webp,assets/images/lesson-scenes/level04/day10/l04-d10-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,10,2,العطرية والزيتون والمكسرات,"Spices, Olives, and Nuts",L04-D10-P03,3tini shwiya sghira,عطيني شوية صغيرة,Give me a small amount.,Ask for a small quantity.,wakha,Good for tourists who cannot carry much.,3tini / shwiya / sghira,"Realistic Moroccan souk/shopping scene, Level 4 Day 10: العطرية والزيتون والمكسرات. Show a foreign learner politely handling this situation: Ask for a small quantity.. Visual focus: the phrase '3tini shwiya sghira' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'العطرية والزيتون والمكسرات'. Trigger: Ask for a small quantity.. Learner says '3tini shwiya sghira'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day10/l04-d10-p03-normal.mp3,assets/audio/level04/day10/l04-d10-p03-slow.mp3,assets/video/level04/day10/l04-d10-p03-scene.mp4,assets/images/video-posters/level04/day10/l04-d10-p03-poster.webp,assets/images/lesson-scenes/level04/day10/l04-d10-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,10,2,العطرية والزيتون والمكسرات,"Spices, Olives, and Nuts",L04-D10-P04,wach harra?,واش حارة؟,Is it spicy?,Ask if it is spicy.,shwiya,"Important for spices, olives, and sauces.",wach / harra?,"Realistic Moroccan souk/shopping scene, Level 4 Day 10: العطرية والزيتون والمكسرات. Show a foreign learner politely handling this situation: Ask if it is spicy.. Visual focus: the phrase 'wach harra?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'العطرية والزيتون والمكسرات'. Trigger: Ask if it is spicy.. Learner says 'wach harra?'. Moroccan seller replies 'shwiya'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day10/l04-d10-p04-normal.mp3,assets/audio/level04/day10/l04-d10-p04-slow.mp3,assets/video/level04/day10/l04-d10-p04-scene.mp4,assets/images/video-posters/level04/day10/l04-d10-p04-poster.webp,assets/images/lesson-scenes/level04/day10/l04-d10-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,10,2,العطرية والزيتون والمكسرات,"Spices, Olives, and Nuts",L04-D10-P05,bghit zitoun mkhalet,بغيت زيتون مخلط,I want mixed olives.,Ask for mixed olives.,wakha,Olive shops often have many types; mixed is easy.,bghit / zitoun / mkhalet,"Realistic Moroccan souk/shopping scene, Level 4 Day 10: العطرية والزيتون والمكسرات. Show a foreign learner politely handling this situation: Ask for mixed olives.. Visual focus: the phrase 'bghit zitoun mkhalet' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'العطرية والزيتون والمكسرات'. Trigger: Ask for mixed olives.. Learner says 'bghit zitoun mkhalet'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day10/l04-d10-p05-normal.mp3,assets/audio/level04/day10/l04-d10-p05-slow.mp3,assets/video/level04/day10/l04-d10-p05-scene.mp4,assets/images/video-posters/level04/day10/l04-d10-p05-poster.webp,assets/images/lesson-scenes/level04/day10/l04-d10-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,11,2,الحانوت والحاجات اليومية,Hanout and Everyday Items,L04-D11-P01,bghit qar3a dyal l-ma,بغيت قرعة ديال الما,I want a bottle of water.,Ask for water.,wakha,Simple shop phrase for every day.,bghit / qar3a / dyal / l-ma,"Realistic Moroccan souk/shopping scene, Level 4 Day 11: الحانوت والحاجات اليومية. Show a foreign learner politely handling this situation: Ask for water.. Visual focus: the phrase 'bghit qar3a dyal l-ma' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الحانوت والحاجات اليومية'. Trigger: Ask for water.. Learner says 'bghit qar3a dyal l-ma'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day11/l04-d11-p01-normal.mp3,assets/audio/level04/day11/l04-d11-p01-slow.mp3,assets/video/level04/day11/l04-d11-p01-scene.mp4,assets/images/video-posters/level04/day11/l04-d11-p01-poster.webp,assets/images/lesson-scenes/level04/day11/l04-d11-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,11,2,الحانوت والحاجات اليومية,Hanout and Everyday Items,L04-D11-P02,wach 3ndk mouchoirs?,واش عندك موشوار؟,Do you have tissues?,Ask for tissues.,kayn,French loanwords are common in shops.,wach / 3ndk / mouchoirs?,"Realistic Moroccan souk/shopping scene, Level 4 Day 11: الحانوت والحاجات اليومية. Show a foreign learner politely handling this situation: Ask for tissues.. Visual focus: the phrase 'wach 3ndk mouchoirs?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الحانوت والحاجات اليومية'. Trigger: Ask for tissues.. Learner says 'wach 3ndk mouchoirs?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day11/l04-d11-p02-normal.mp3,assets/audio/level04/day11/l04-d11-p02-slow.mp3,assets/video/level04/day11/l04-d11-p02-scene.mp4,assets/images/video-posters/level04/day11/l04-d11-p02-poster.webp,assets/images/lesson-scenes/level04/day11/l04-d11-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,11,2,الحانوت والحاجات اليومية,Hanout and Everyday Items,L04-D11-P03,bghit ta3biya dyal telephone,بغيت تعبية ديال تليفون,I want phone credit.,Ask for phone credit.,shhal?,Useful for longer stays.,bghit / ta3biya / dyal / telephone,"Realistic Moroccan souk/shopping scene, Level 4 Day 11: الحانوت والحاجات اليومية. Show a foreign learner politely handling this situation: Ask for phone credit.. Visual focus: the phrase 'bghit ta3biya dyal telephone' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الحانوت والحاجات اليومية'. Trigger: Ask for phone credit.. Learner says 'bghit ta3biya dyal telephone'. Moroccan seller replies 'shhal?'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day11/l04-d11-p03-normal.mp3,assets/audio/level04/day11/l04-d11-p03-slow.mp3,assets/video/level04/day11/l04-d11-p03-scene.mp4,assets/images/video-posters/level04/day11/l04-d11-p03-poster.webp,assets/images/lesson-scenes/level04/day11/l04-d11-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,11,2,الحانوت والحاجات اليومية,Hanout and Everyday Items,L04-D11-P04,wach 3ndk srf?,واش عندك صرف؟,Do you have change?,Ask if they have change.,kayn / ma kaynsh,Cash and change are common issues in small shops.,wach / 3ndk / srf?,"Realistic Moroccan souk/shopping scene, Level 4 Day 11: الحانوت والحاجات اليومية. Show a foreign learner politely handling this situation: Ask if they have change.. Visual focus: the phrase 'wach 3ndk srf?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الحانوت والحاجات اليومية'. Trigger: Ask if they have change.. Learner says 'wach 3ndk srf?'. Moroccan seller replies 'kayn / ma kaynsh'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day11/l04-d11-p04-normal.mp3,assets/audio/level04/day11/l04-d11-p04-slow.mp3,assets/video/level04/day11/l04-d11-p04-scene.mp4,assets/images/video-posters/level04/day11/l04-d11-p04-poster.webp,assets/images/lesson-scenes/level04/day11/l04-d11-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,11,2,الحانوت والحاجات اليومية,Hanout and Everyday Items,L04-D11-P05,khlli l-baqi,خلي الباقي,Keep the rest.,Say keep the change.,shukran,Use only for small amounts; it sounds generous.,khlli / l-baqi,"Realistic Moroccan souk/shopping scene, Level 4 Day 11: الحانوت والحاجات اليومية. Show a foreign learner politely handling this situation: Say keep the change.. Visual focus: the phrase 'khlli l-baqi' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الحانوت والحاجات اليومية'. Trigger: Say keep the change.. Learner says 'khlli l-baqi'. Moroccan seller replies 'shukran'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day11/l04-d11-p05-normal.mp3,assets/audio/level04/day11/l04-d11-p05-slow.mp3,assets/video/level04/day11/l04-d11-p05-scene.mp4,assets/images/video-posters/level04/day11/l04-d11-p05-poster.webp,assets/images/lesson-scenes/level04/day11/l04-d11-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,12,2,الهدايا والتذكارات,Souvenirs and Gifts,L04-D12-P01,hadi hadiya,هادي هدية,This is a gift.,Say it is a gift.,bghiti nغلفها?,Saying it is a gift invites wrapping or better presentation.,hadi / hadiya,"Realistic Moroccan souk/shopping scene, Level 4 Day 12: الهدايا والتذكارات. Show a foreign learner politely handling this situation: Say it is a gift.. Visual focus: the phrase 'hadi hadiya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الهدايا والتذكارات'. Trigger: Say it is a gift.. Learner says 'hadi hadiya'. Moroccan seller replies 'bghiti nغلفها?'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day12/l04-d12-p01-normal.mp3,assets/audio/level04/day12/l04-d12-p01-slow.mp3,assets/video/level04/day12/l04-d12-p01-scene.mp4,assets/images/video-posters/level04/day12/l04-d12-p01-poster.webp,assets/images/lesson-scenes/level04/day12/l04-d12-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,12,2,الهدايا والتذكارات,Souvenirs and Gifts,L04-D12-P02,bghit shi haja mghribiya,بغيت شي حاجة مغربية,I want something Moroccan.,Ask for something Moroccan.,3ndi بزاف,Good when you do not know the item name.,bghit / shi / haja / mghribiya,"Realistic Moroccan souk/shopping scene, Level 4 Day 12: الهدايا والتذكارات. Show a foreign learner politely handling this situation: Ask for something Moroccan.. Visual focus: the phrase 'bghit shi haja mghribiya' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الهدايا والتذكارات'. Trigger: Ask for something Moroccan.. Learner says 'bghit shi haja mghribiya'. Moroccan seller replies '3ndi بزاف'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day12/l04-d12-p02-normal.mp3,assets/audio/level04/day12/l04-d12-p02-slow.mp3,assets/video/level04/day12/l04-d12-p02-scene.mp4,assets/images/video-posters/level04/day12/l04-d12-p02-poster.webp,assets/images/lesson-scenes/level04/day12/l04-d12-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,12,2,الهدايا والتذكارات,Souvenirs and Gifts,L04-D12-P03,bghit hadiya sghira,بغيت هدية صغيرة,I want a small gift.,Ask for a small gift.,tfdal,Useful for luggage limits.,bghit / hadiya / sghira,"Realistic Moroccan souk/shopping scene, Level 4 Day 12: الهدايا والتذكارات. Show a foreign learner politely handling this situation: Ask for a small gift.. Visual focus: the phrase 'bghit hadiya sghira' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الهدايا والتذكارات'. Trigger: Ask for a small gift.. Learner says 'bghit hadiya sghira'. Moroccan seller replies 'tfdal'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day12/l04-d12-p03-normal.mp3,assets/audio/level04/day12/l04-d12-p03-slow.mp3,assets/video/level04/day12/l04-d12-p03-scene.mp4,assets/images/video-posters/level04/day12/l04-d12-p03-poster.webp,assets/images/lesson-scenes/level04/day12/l04-d12-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,12,2,الهدايا والتذكارات,Souvenirs and Gifts,L04-D12-P04,bshhal jouj?,بشحال جوج؟,How much for two?,Ask for the price of two.,jouj b ...,Bundle prices are often negotiable.,bshhal / jouj?,"Realistic Moroccan souk/shopping scene, Level 4 Day 12: الهدايا والتذكارات. Show a foreign learner politely handling this situation: Ask for the price of two.. Visual focus: the phrase 'bshhal jouj?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الهدايا والتذكارات'. Trigger: Ask for the price of two.. Learner says 'bshhal jouj?'. Moroccan seller replies 'jouj b ...'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day12/l04-d12-p04-normal.mp3,assets/audio/level04/day12/l04-d12-p04-slow.mp3,assets/video/level04/day12/l04-d12-p04-scene.mp4,assets/images/video-posters/level04/day12/l04-d12-p04-poster.webp,assets/images/lesson-scenes/level04/day12/l04-d12-p04-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,12,2,الهدايا والتذكارات,Souvenirs and Gifts,L04-D12-P05,3tini sak aafak,عطيني ساك عافاك,Can you give me a bag?,Ask for a bag.,wakha,Useful after buying multiple gifts.,3tini / sak / aafak,"Realistic Moroccan souk/shopping scene, Level 4 Day 12: الهدايا والتذكارات. Show a foreign learner politely handling this situation: Ask for a bag.. Visual focus: the phrase '3tini sak aafak' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'الهدايا والتذكارات'. Trigger: Ask for a bag.. Learner says '3tini sak aafak'. Moroccan seller replies 'wakha'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day12/l04-d12-p05-normal.mp3,assets/audio/level04/day12/l04-d12-p05-slow.mp3,assets/video/level04/day12/l04-d12-p05-scene.mp4,assets/images/video-posters/level04/day12/l04-d12-p05-poster.webp,assets/images/lesson-scenes/level04/day12/l04-d12-p05-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,13,2,قارن قبل الشراء,Compare Before Buying,L04-D13-P01,bghit nchouf mazal lwel,بغيت نشوف مازال لول,I want to see more first.,Say you want to see more.,mrehba,This reduces pressure and keeps control.,bghit / nchouf / mazal / lwel,"Realistic Moroccan souk/shopping scene, Level 4 Day 13: قارن قبل الشراء. Show a foreign learner politely handling this situation: Say you want to see more.. Visual focus: the phrase 'bghit nchouf mazal lwel' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قارن قبل الشراء'. Trigger: Say you want to see more.. Learner says 'bghit nchouf mazal lwel'. Moroccan seller replies 'mrehba'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day13/l04-d13-p01-normal.mp3,assets/audio/level04/day13/l04-d13-p01-slow.mp3,assets/video/level04/day13/l04-d13-p01-scene.mp4,assets/images/video-posters/level04/day13/l04-d13-p01-poster.webp,assets/images/lesson-scenes/level04/day13/l04-d13-p01-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,13,2,قارن قبل الشراء,Compare Before Buying,L04-D13-P02,wach kayn shi haja rkhisa?,واش كاين شي حاجة رخيصة؟,Do you have something cheaper?,Ask if there is a cheaper one.,kayn,Ask respectfully; do not insult the item.,wach kayn / shi haja rkhisa?,"Realistic Moroccan souk/shopping scene, Level 4 Day 13: قارن قبل الشراء. Show a foreign learner politely handling this situation: Ask if there is a cheaper one.. Visual focus: the phrase 'wach kayn shi haja rkhisa?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قارن قبل الشراء'. Trigger: Ask if there is a cheaper one.. Learner says 'wach kayn shi haja rkhisa?'. Moroccan seller replies 'kayn'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day13/l04-d13-p02-normal.mp3,assets/audio/level04/day13/l04-d13-p02-slow.mp3,assets/video/level04/day13/l04-d13-p02-scene.mp4,assets/images/video-posters/level04/day13/l04-d13-p02-poster.webp,assets/images/lesson-scenes/level04/day13/l04-d13-p02-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
4,13,2,قارن قبل الشراء,Compare Before Buying,L04-D13-P03,wach kayn shi haja hsen?,واش كاين شي حاجة حسن؟,Do you have something better?,Ask if there is a better one.,hadi hsen,Good for comparing quality tiers.,wach kayn / shi haja hsen?,"Realistic Moroccan souk/shopping scene, Level 4 Day 13: قارن قبل الشراء. Show a foreign learner politely handling this situation: Ask if there is a better one.. Visual focus: the phrase 'wach kayn shi haja hsen?' without putting text on the image. Moroccan market, shop stall, artisan goods, warm natural light, respectful real-life interaction.",Short interactive video: learner is in a Moroccan souk/shop during 'قارن قبل الشراء'. Trigger: Ask if there is a better one.. Learner says 'wach kayn shi haja hsen?'. Moroccan seller replies 'hadi hsen'. End with a clear action showing the shopping interaction resolved.,assets/audio/level04/day13/l04-d13-p03-normal.mp3,assets/audio/level04/day13/l04-d13-p03-slow.mp3,assets/video/level04/day13/l04-d13-p03-scene.mp4,assets/images/video-posters/level04/day13/l04-d13-p03-poster.webp,assets/images/lesson-scenes/level04/day13/l04-d13-p03-scene.webp,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
