level,levelNameEnglish,levelNameArabic,day,dayTitleArabic,dayTitleEnglish,phraseIndex,phraseId,scenario,friendlyLatin,arabic,english,possibleMoroccanReply,cultureNote,pronunciationParts,status
3,Café & Daily Social Life,المقهى والحياة اليومية,15,مدح المكان أو المشروب,Complimenting the place or drink,4,L03-D15-P04,You say the music is nice.,l-musika zwina,الموسيقى زوينة,The music is nice.,shukran,Small comments about the atmosphere are safe conversation starters.,l-musika / zwina,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,15,مدح المكان أو المشروب,Complimenting the place or drink,5,L03-D15-P05,You say you will return.,ghadi nrja inshaallah,غادي نرجع إن شاء الله,"I will come back, God willing.",mrehba bik,Inshaallah is natural for future intentions.,ghadi nrja / inshaallah,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,16,الحديث عن المدينة,Talking about the city,1,L03-D16-P01,You say the city is beautiful.,had l-mdina zwina,هاد المدينة زوينة,This city is beautiful.,"shukran, mrehba",A city compliment is an easy social bridge.,had l-mdina / zwina,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,16,الحديث عن المدينة,Talking about the city,2,L03-D16-P02,You ask about the old medina.,fin kayna l-mdina l-qadima?,فين كاينة المدينة القديمة؟,Where is the old medina?,qriba men hna,Old medinas are common visitor goals.,fin kayna / l-mdina / l-qadima,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,16,الحديث عن المدينة,Talking about the city,3,L03-D16-P03,You ask if it is close.,wash qriba men hna?,واش قريبة من هنا؟,Is it close from here?,"iyeh, qriba",Qriba is easier than distance details for beginners.,wash / qriba / men hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,16,الحديث عن المدينة,Talking about the city,4,L03-D16-P04,You ask what to see.,shno khasni nshouf hna?,شنو خاصني نشوف هنا؟,What should I see here?,sir l-medina,This invites a local recommendation.,shno khasni / nshouf / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,16,الحديث عن المدينة,Talking about the city,5,L03-D16-P05,You say you will go later.,ghadi nmshi l-mdina men baad,غادي نمشي للمدينة من بعد,I will go to the medina later.,mzyan,This closes the city small talk clearly.,ghadi nmshi / l-mdina / men baad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,17,الحديث عن السفر بشكل بسيط,Simple travel talk,1,L03-D17-P01,You say you are going to Fes tomorrow.,ana ghadi l-fes ghdda,أنا غادي لفاس غدا,I am going to Fes tomorrow.,safar said,City names are easy anchors for travel talk.,ana ghadi / l-fes / ghdda,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,17,الحديث عن السفر بشكل بسيط,Simple travel talk,2,L03-D17-P02,You say you came from Casablanca.,jit mn casa,جيت من كازا,I came from Casablanca.,mrehba,Casa is commonly used for Casablanca in everyday speech.,jit / mn casa,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,17,الحديث عن السفر بشكل بسيط,Simple travel talk,3,L03-D17-P03,You say you will stay two days.,ghadi nbqa hna nharayn,غادي نبقى هنا نهارين,I will stay here two days.,mzyan,A short stay sentence helps daily conversations.,ghadi nbqa / hna / nharayn,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,17,الحديث عن السفر بشكل بسيط,Simple travel talk,4,L03-D17-P04,You say you want to see the country a little.,bghit nshouf l-blad shwiya,بغيت نشوف البلاد شوية,I want to see the country a little.,zwin,L-blad can mean the country or area depending on context.,bghit nshouf / l-blad / shwiya,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,17,الحديث عن السفر بشكل بسيط,Simple travel talk,5,L03-D17-P05,You say traveling in Morocco is nice.,safar f lmaghrib zwin,السفر فالمغرب زوين,Travel in Morocco is nice.,hamdullah,This expresses appreciation without a long explanation.,safar / f lmaghrib / zwin,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,18,سؤال عن مكان جميل قريب,Asking about a nice nearby place,1,L03-D18-P01,You ask for a nice nearby place.,fin kayna blasa zwina qriba?,فين كاينة بلاصة زوينة قريبة؟,Where is there a nice place nearby?,kayn jardin qrib,Ask locals for simple nearby recommendations.,fin kayna / blasa zwina / qriba,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,18,سؤال عن مكان جميل قريب,Asking about a nice nearby place,2,L03-D18-P02,You ask about a nearby garden.,kayn shi jardin qrib?,كاين شي جاردان قريب؟,Is there a garden nearby?,"iyeh, hda hna",French words like jardin are understood in many city contexts.,kayn shi / jardin / qrib,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,18,سؤال عن مكان جميل قريب,Asking about a nice nearby place,3,L03-D18-P03,You ask where you can go now.,fin nqdr nmshi daba?,فين نقدر نمشي دابا؟,Where can I go now?,sir l-kornish,Useful when you have free time after a café stop.,fin nqdr / nmshi / daba,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,18,سؤال عن مكان جميل قريب,Asking about a nice nearby place,4,L03-D18-P04,You ask if there is a nice view.,wash kayna vue zwina hna?,واش كاينة فيو زوينة هنا؟,Is there a nice view here?,"iyeh, f dak jiha",Vue is commonly understood in tourism/café contexts.,wash kayna / vue zwina / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,18,سؤال عن مكان جميل قريب,Asking about a nice nearby place,5,L03-D18-P05,You thank them and say you will see it.,"shukran, ghadi nshoufha",شكرا، غادي نشوفها,"Thank you, I will see it.",mrehba,This closes a recommendation politely.,shukran / ghadi / nshoufha,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,19,تجنب كلام لا تفهمه,Handling speech you do not understand,1,L03-D19-P01,You say you did not understand well.,ma fhemtsh mezian,ما فهمتش مزيان,I did not understand well.,wakha,Say this calmly instead of pretending to understand.,ma fhemtsh / mezian,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,19,تجنب كلام لا تفهمه,Handling speech you do not understand,2,L03-D19-P02,You ask them to repeat.,aawed aafak,عاود عافاك,"Repeat, please.",wakha,Repeating is normal when learning Darija.,aawed / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,19,تجنب كلام لا تفهمه,Handling speech you do not understand,3,L03-D19-P03,You ask them to speak slowly.,hder bshwiya aafak,هضر بشوية عافاك,"Speak slowly, please.",wakha,Bshwiya is key for learner-friendly conversations.,hder / bshwiya / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,19,تجنب كلام لا تفهمه,Handling speech you do not understand,4,L03-D19-P04,You explain you are still learning.,ana baqi kan-t3ellem,أنا باقي كن تعلم,I am still learning.,mzyan bzaf,This makes people more patient with your Darija.,ana baqi / kan-t3ellem,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,19,تجنب كلام لا تفهمه,Handling speech you do not understand,5,L03-D19-P05,You ask them to write it for you.,ktb liya aafak,كتب ليا عافاك,"Write it for me, please.",wakha,Writing can help when speech is too fast.,ktb liya / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,20,الضحك والمجاملة الخفيفة,Light humor and friendly compliment,1,L03-D20-P01,You joke that your Darija is still small.,darijti mazala sghira,داريجتي مازالة صغيرة,My Darija is still small.,ghadi tkber,A little self-humor makes practice easier.,darijti / mazala / sghira,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,20,الضحك والمجاملة الخفيفة,Light humor and friendly compliment,2,L03-D20-P02,You say you will try.,ghadi n-hawel,غادي نحاول,I will try.,mzyan,This keeps the conversation positive.,ghadi / n-hawel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,20,الضحك والمجاملة الخفيفة,Light humor and friendly compliment,3,L03-D20-P03,You say the person is helping a lot.,nta kat3awenni bzaf,نتا كتعاونني بزاف,You are helping me a lot.,mrehba,Appreciating help encourages more support.,nta / kat3awenni / bzaf,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,20,الضحك والمجاملة الخفيفة,Light humor and friendly compliment,4,L03-D20-P04,You say the person made you laugh.,dahaktini,ضحكتيني,You made me laugh.,"hh, mzyan",Use only in a friendly relaxed moment.,dahaktini,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,20,الضحك والمجاملة الخفيفة,Light humor and friendly compliment,5,L03-D20-P05,You compliment their way of speaking.,hadra dyalk zwina,الهضرة ديالك زوينة,Your way of speaking is nice.,llah ykhalik,A light compliment should stay respectful.,hadra dyalk / zwina,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,21,مراجعة أسبوع 3: كلام اجتماعي,Week 3 review: social talk,1,L03-D21-P01,You open small talk.,kidayr lyom?,كيداير اليوم؟,How are you today?,bikhir,Review: daily greeting.,kidayr / lyom,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,21,مراجعة أسبوع 3: كلام اجتماعي,Week 3 review: social talk,2,L03-D21-P02,You comment on weather.,l-jaw zwin lyom,الجو زوين اليوم,The weather is nice today.,iyeh,Review: safe icebreaker.,l-jaw / zwin / lyom,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,21,مراجعة أسبوع 3: كلام اجتماعي,Week 3 review: social talk,3,L03-D21-P03,You ask for a nearby place.,fin kayna blasa zwina?,فين كاينة بلاصة زوينة؟,Where is there a nice place?,kayn hna,Review: recommendation request.,fin kayna / blasa / zwina,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,21,مراجعة أسبوع 3: كلام اجتماعي,Week 3 review: social talk,4,L03-D21-P04,You explain you are learning.,ana kan-t3ellem darija,أنا كن تعلم الدارجة,I am learning Darija.,bravo,Review: learner identity.,ana / kan-t3ellem / darija,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,21,مراجعة أسبوع 3: كلام اجتماعي,Week 3 review: social talk,5,L03-D21-P05,You close politely.,shukran ala l-hadra,شكرا على الهضرة,Thank you for the conversation.,mrehba,Review: social closing.,shukran / ala / l-hadra,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,22,الرد على دعوة صغيرة,Responding to a small invitation,1,L03-D22-P01,Someone offers tea and you accept a little.,"wakha, ghi qlil",واخا، غير قليل,"Okay, just a little.",mzyan,Accepting a small amount can feel polite in social settings.,wakha / ghi / qlil,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,22,الرد على دعوة صغيرة,Responding to a small invitation,2,L03-D22-P02,You politely refuse for now.,"ma nqdrsh daba, shukran",ما نقدرش دابا، شكرا,"I cannot now, thank you.",ma kayn moshkil,"Refuse warmly, not coldly.",ma nqdrsh / daba / shukran,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,22,الرد على دعوة صغيرة,Responding to a small invitation,3,L03-D22-P03,You say another time.,mra okhra inshaallah,مرة أخرى إن شاء الله,"Another time, God willing.",inshaallah,This is a soft way to delay an invitation.,mra okhra / inshaallah,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,22,الرد على دعوة صغيرة,Responding to a small invitation,4,L03-D22-P04,You accept but only for a short time.,"wakha, ghi shwiya",واخا، غير شوية,"Okay, just a little while.",tfdal,Useful if you do not want to stay long.,wakha / ghi / shwiya,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,22,الرد على دعوة صغيرة,Responding to a small invitation,5,L03-D22-P05,You thank them for the invitation.,shukran ala l-aarda,شكرا على العرضة,Thank you for the invitation.,mrehba,Thanking the invitation matters even if you decline.,shukran / ala / l-aarda,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,23,إنهاء حديث بأدب,Ending a conversation politely,1,L03-D23-P01,You need to leave now.,khllini nmshi daba,خليني نمشي دابا,Let me go now.,wakha,Say it gently when ending a conversation.,khllini / nmshi / daba,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,23,إنهاء حديث بأدب,Ending a conversation politely,2,L03-D23-P02,You say it was nice meeting them.,tlaqi m3ak kan zwin,تلاقي معاك كان زوين,Meeting you was nice.,ana tani,A warm ending leaves a good impression.,tlaqi m3ak / kan / zwin,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,23,إنهاء حديث بأدب,Ending a conversation politely,3,L03-D23-P03,You say you will see them later.,nshufk men baad,نشوفك من بعد,I will see you later.,inshaallah,Good for people you may meet again nearby.,nshufk / men baad,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,23,إنهاء حديث بأدب,Ending a conversation politely,4,L03-D23-P04,You say goodbye and wish a good day.,"bslama, nhark said",بسلامة، نهارك سعيد,"Goodbye, have a nice day.",bslama,This is a clean polite close.,bslama / nhark / said,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,23,إنهاء حديث بأدب,Ending a conversation politely,5,L03-D23-P05,You thank them for the talk.,shukran ala l-hadra,شكرا على الهضرة,Thank you for the conversation.,mrehba,This reinforces the social purpose of the level.,shukran / ala / l-hadra,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,24,مقهى مع صديق مغربي,At a café with a Moroccan friend,1,L03-D24-P01,You ask where to sit together.,fin ghadi njلسo?,فين غادي نجلسو؟,Where will we sit?,hna zwina,"With friends, speech can be shorter and more relaxed.",fin ghadi / njلسo,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,24,مقهى مع صديق مغربي,At a café with a Moroccan friend,2,L03-D24-P02,You ask what your friend drinks.,shno katshreb nta?,شنو كتشرب نتا؟,What do you drink?,nass nass,Ask before ordering together.,shno / katshreb / nta,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,24,مقهى مع صديق مغربي,At a café with a Moroccan friend,3,L03-D24-P03,You say what you will take.,ana ghadi nakhd nass nass,أنا غادي ناخد نص نص,I will take a nass nass.,mzyan,Nass nass is a strong café identity phrase.,ana ghadi / nakhd / nass nass,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,24,مقهى مع صديق مغربي,At a café with a Moroccan friend,4,L03-D24-P04,You suggest splitting the bill.,nqsmu l-hsab?,نقسمو الحساب؟,Shall we split the bill?,wakha,Bill-splitting depends on context; ask lightly.,nqsmu / l-hsab,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,24,مقهى مع صديق مغربي,At a café with a Moroccan friend,5,L03-D24-P05,You suggest leaving together.,yallah nmshiw,يلا نمشيو,Let’s go.,yallah,Yallah is natural for moving to the next action.,yallah / nmshiw,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,25,موقف سوء فهم في الحساب,Misunderstanding the bill,1,L03-D25-P01,You think the bill is a bit high.,"smah liya, l-hsab shwiya kbir",سمح ليا، الحساب شوية كبير,"Excuse me, the bill is a little high.",nshufu,Be calm and respectful when questioning the bill.,smah liya / l-hsab / shwiya kbir,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,25,موقف سوء فهم في الحساب,Misunderstanding the bill,2,L03-D25-P02,You ask if everything is yours.,wash hadshi dyali kamel?,واش هادشي ديالي كامل؟,Is all of this mine?,iyeh / la,This clarifies if another table item was included.,wash / hadshi dyali / kamel,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,25,موقف سوء فهم في الحساب,Misunderstanding the bill,3,L03-D25-P03,You say you ordered only one item.,ana talabt ghi wahed,أنا طلبت غير واحد,I ordered only one.,smah liya,Use ghi wahed to clarify quantity.,ana talabt / ghi / wahed,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,25,موقف سوء فهم في الحساب,Misunderstanding the bill,4,L03-D25-P04,You ask them to check the bill.,mumkin tshouf l-hsab?,ممكن تشوف الحساب؟,Can you check the bill?,wakha,A question is softer than an accusation.,mumkin / tshouf / l-hsab,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,25,موقف سوء فهم في الحساب,Misunderstanding the bill,5,L03-D25-P05,You say you understand now.,"daba fhemt, shukran",دابا فهمت، شكرا,"Now I understand, thank you.",mrehba,Close the misunderstanding politely.,daba / fhemt / shukran,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,26,طلب مساعدة من النادل,Asking the waiter for help,1,L03-D26-P01,You ask for help.,"aafak, mumkin t3awenni?",عافاك، ممكن تعاونني؟,"Please, can you help me?","iyeh, shno bghiti?",A direct help request is fine when polite.,aafak / mumkin / t3awenni,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,26,طلب مساعدة من النادل,Asking the waiter for help,2,L03-D26-P02,The Wi-Fi is not working.,l-wifi ma khddamsh,الويفي ما خدامش,The Wi-Fi is not working.,nshufu daba,Useful in cafés where Wi-Fi is expected.,l-wifi / ma / khddamsh,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,26,طلب مساعدة من النادل,Asking the waiter for help,3,L03-D26-P03,You ask if a charger exists.,bghit chargeur ila kayn,بغيت شارجر إلا كاين,I need a charger if there is one.,kayn,French tech words are common in Moroccan daily speech.,bghit / chargeur / ila kayn,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,26,طلب مساعدة من النادل,Asking the waiter for help,4,L03-D26-P04,You ask for the bathroom.,fin kayn l-hmam?,فين كاين الحمام؟,Where is the bathroom?,tma,This remains essential in cafés and restaurants.,fin kayn / l-hmam,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,26,طلب مساعدة من النادل,Asking the waiter for help,5,L03-D26-P05,You ask to call the waiter.,aayet l-serveur aafak,عيط للسرفور عافاك,"Call the waiter, please.",wakha,Use when you cannot reach the waiter yourself.,aayet / l-serveur / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,27,شرح أنك تتعلم الدارجة,Explaining that you are learning Darija,1,L03-D27-P01,You say you are learning Darija.,ana kan-t3ellem darija,أنا كن تعلم الدارجة,I am learning Darija.,bravo,This sentence invites patience and support.,ana / kan-t3ellem / darija,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,27,شرح أنك تتعلم الدارجة,Explaining that you are learning Darija,2,L03-D27-P02,You ask them to speak slowly.,hder m3aya bshwiya aafak,هضر معايا بشوية عافاك,"Speak with me slowly, please.",wakha,Use this before practice becomes confusing.,hder m3aya / bshwiya / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,27,شرح أنك تتعلم الدارجة,Explaining that you are learning Darija,3,L03-D27-P03,You ask them to correct you.,sahh liya ila ghalt,صحح ليا إلا غلطت,Correct me if I make a mistake.,wakha,This turns the social moment into learning.,sahh liya / ila / ghalt,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,27,شرح أنك تتعلم الدارجة,Explaining that you are learning Darija,4,L03-D27-P04,You say you want to speak like Moroccans a little.,bghit nhder bhal lmgharba shwiya,بغيت نهضر بحال المغاربة شوية,I want to speak a little like Moroccans.,ghadi twsel,"A friendly ambition phrase, not arrogant.",bghit nhder / bhal lmgharba / shwiya,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,27,شرح أنك تتعلم الدارجة,Explaining that you are learning Darija,5,L03-D27-P05,You say Darija is hard but beautiful.,darija saiba walakin zwina,الدارجة صعيبة ولكن زوينة,Darija is hard but beautiful.,"sah, zwina",This often makes people smile and help.,darija / saiba / walakin zwina,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,28,أول محادثة دقيقتين,First two-minute conversation,1,L03-D28-P01,You greet and ask how they are.,"salam, kidayr?",سلام، كيداير؟,"Hello, how are you?",labas,Start simple and confident.,salam / kidayr,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,28,أول محادثة دقيقتين,First two-minute conversation,2,L03-D28-P02,You answer that you are fine.,"ana mzyan, hamdullah",أنا مزيان، الحمد لله,"I am good, thank God.",hamdullah,A standard natural reply.,ana mzyan / hamdullah,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,28,أول محادثة دقيقتين,First two-minute conversation,3,L03-D28-P03,You say where you came from.,ana jay men ...,أنا جاي من ...,I come from ...,mrehba bik,Use a placeholder so any learner can adapt it.,ana jay / men,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,28,أول محادثة دقيقتين,First two-minute conversation,4,L03-D28-P04,You use a safe weather comment.,l-jaw zwin lyom,الجو زوين اليوم,The weather is nice today.,iyeh,Weather helps continue the conversation naturally.,l-jaw / zwin / lyom,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,28,أول محادثة دقيقتين,First two-minute conversation,5,L03-D28-P05,You close the mini conversation.,shukran ala l-hadra,شكرا على الهضرة,Thank you for the conversation.,mrehba,End before the conversation becomes too difficult.,shukran / ala / l-hadra,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,29,مراجعة مختلطة يومية,Mixed daily review,1,L03-D29-P01,You find a seat.,wash kayna blasa?,واش كاينة بلاصة؟,Is there a place?,kayna,Mixed review: café entry.,wash kayna / blasa,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,29,مراجعة مختلطة يومية,Mixed daily review,2,L03-D29-P02,You order a drink.,bghit nass nass aafak,بغيت نص نص عافاك,"I want a nass nass, please.",wakha,Mixed review: drink order.,bghit / nass nass / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,29,مراجعة مختلطة يومية,Mixed daily review,3,L03-D29-P03,You ask someone to speak slowly.,hder bshwiya aafak,هضر بشوية عافاك,"Speak slowly, please.",wakha,Mixed review: learner protection phrase.,hder / bshwiya / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,29,مراجعة مختلطة يومية,Mixed daily review,4,L03-D29-P04,You ask for a nice nearby place.,fin kayna blasa zwina qriba?,فين كاينة بلاصة زوينة قريبة؟,Where is there a nice nearby place?,kayn jardin,Mixed review: recommendation.,fin kayna / blasa zwina / qriba,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,29,مراجعة مختلطة يومية,Mixed daily review,5,L03-D29-P05,You end politely.,"bslama, nhark said",بسلامة، نهارك سعيد,"Goodbye, have a nice day.",bslama,Mixed review: social close.,bslama / nhark / said,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,30,اختبار Level 3: جلسة مقهى كاملة,Level 3 test: full café session,1,L03-D30-P01,You enter and ask for a seat.,"salam, nqdr njles hna?",سلام، نقدر نجلس هنا؟,"Hello, can I sit here?",tfdal,Final simulation begins with seating.,salam / nqdr njles / hna,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,30,اختبار Level 3: جلسة مقهى كاملة,Level 3 test: full café session,2,L03-D30-P02,You order your drink.,bghit atay bla sokkar,بغيت أتاي بلا سكر,I want tea without sugar.,wakha,Final simulation: order with preference.,bghit atay / bla sokkar,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
3,Café & Daily Social Life,المقهى والحياة اليومية,30,اختبار Level 3: جلسة مقهى كاملة,Level 3 test: full café session,3,L03-D30-P03,You make small talk.,had l-qahwa zwina bzaf,هاد القهوة زوينة بزاف,This café is very nice.,llah ykhalik,Final simulation: friendly social comment.,had l-qahwa / zwina / bzaf,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
