level,day,week,dayTitle,phraseId,scenario,english,friendlyLatin,arabic,possibleMoroccanReply,cultureNote,pronunciationParts,status,audioNormal,audioSlow,sceneVideo,scenePoster,sceneVisual,imagePromptSeed,videoActionSeed
9,7,1,مراجعة الأسبوع الأول,L09-D07-P05,You offer a short demo.,I can show you a short demo.,n9dr nwerik demo sghira,نقدر نوريك ديمو صغيرة,mzyan,Review first business value.,n9dr / nwerik / demo / sghira,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day07/l09-d07-p05-normal.mp3,assets/audio/level09/day07/l09-d07-p05-slow.mp3,assets/video/level09/day07/l09-d07-p05-scene.mp4,assets/images/video-posters/level09/day07/l09-d07-p05-poster.webp,assets/images/lesson-scenes/level09/day07/l09-d07-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 7: مراجعة الأسبوع الأول. Show a foreign learner respectfully handling this work/business situation: You offer a short demo.. Visual focus: the phrase 'n9dr nwerik demo sghira' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'مراجعة الأسبوع الأول'. Trigger: You offer a short demo.. Learner says 'n9dr nwerik demo sghira'. Moroccan professional replies 'mzyan'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,8,2,بداية الاجتماع,L09-D08-P01,You thank them for the meeting.,Thank you for the meeting.,shukran 3la had l-ijtima3,شكراً على هاد الاجتماع,la shukran 3la wajib,Polite opening keeps rapport.,shukran / 3la / had / l-ijtima3,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day08/l09-d08-p01-normal.mp3,assets/audio/level09/day08/l09-d08-p01-slow.mp3,assets/video/level09/day08/l09-d08-p01-scene.mp4,assets/images/video-posters/level09/day08/l09-d08-p01-poster.webp,assets/images/lesson-scenes/level09/day08/l09-d08-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 8: بداية الاجتماع. Show a foreign learner respectfully handling this work/business situation: You thank them for the meeting.. Visual focus: the phrase 'shukran 3la had l-ijtima3' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'بداية الاجتماع'. Trigger: You thank them for the meeting.. Learner says 'shukran 3la had l-ijtima3'. Moroccan professional replies 'la shukran 3la wajib'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,8,2,بداية الاجتماع,L09-D08-P02,You ask if everyone is ready.,Is everyone ready?,wash kolshi wajed?,واش كلشي واجد؟,"iyeh, bda",Useful before presentations.,wash / kolshi / wajed,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day08/l09-d08-p02-normal.mp3,assets/audio/level09/day08/l09-d08-p02-slow.mp3,assets/video/level09/day08/l09-d08-p02-scene.mp4,assets/images/video-posters/level09/day08/l09-d08-p02-poster.webp,assets/images/lesson-scenes/level09/day08/l09-d08-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 8: بداية الاجتماع. Show a foreign learner respectfully handling this work/business situation: You ask if everyone is ready.. Visual focus: the phrase 'wash kolshi wajed?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'بداية الاجتماع'. Trigger: You ask if everyone is ready.. Learner says 'wash kolshi wajed?'. Moroccan professional replies 'iyeh, bda'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,8,2,بداية الاجتماع,L09-D08-P03,You say you will start with the goal.,I will start with the goal.,ghadi nbda b l-hadaf,غادي نبدا بالهدف,mzyan,Agenda language helps structure meetings.,ghadi / nbda / b / l-hadaf,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day08/l09-d08-p03-normal.mp3,assets/audio/level09/day08/l09-d08-p03-slow.mp3,assets/video/level09/day08/l09-d08-p03-scene.mp4,assets/images/video-posters/level09/day08/l09-d08-p03-poster.webp,assets/images/lesson-scenes/level09/day08/l09-d08-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 8: بداية الاجتماع. Show a foreign learner respectfully handling this work/business situation: You say you will start with the goal.. Visual focus: the phrase 'ghadi nbda b l-hadaf' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'بداية الاجتماع'. Trigger: You say you will start with the goal.. Learner says 'ghadi nbda b l-hadaf'. Moroccan professional replies 'mzyan'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,8,2,بداية الاجتماع,L09-D08-P04,You ask to take notes.,Can I take notes?,n9dr nakhod notes?,نقدر ناخد نوت؟,"iyeh, b ra7tek",Note-taking is normal and professional.,n9dr / nakhod / notes,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day08/l09-d08-p04-normal.mp3,assets/audio/level09/day08/l09-d08-p04-slow.mp3,assets/video/level09/day08/l09-d08-p04-scene.mp4,assets/images/video-posters/level09/day08/l09-d08-p04-poster.webp,assets/images/lesson-scenes/level09/day08/l09-d08-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 8: بداية الاجتماع. Show a foreign learner respectfully handling this work/business situation: You ask to take notes.. Visual focus: the phrase 'n9dr nakhod notes?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'بداية الاجتماع'. Trigger: You ask to take notes.. Learner says 'n9dr nakhod notes?'. Moroccan professional replies 'iyeh, b ra7tek'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,8,2,بداية الاجتماع,L09-D08-P05,You ask how much time they have.,How much time do you have?,sh7al 3ndkom mn waqt?,شحال عندكم من وقت؟,3ndna nos sa3a,Respecting time matters in business meetings.,sh7al / 3ndkom / mn / waqt,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day08/l09-d08-p05-normal.mp3,assets/audio/level09/day08/l09-d08-p05-slow.mp3,assets/video/level09/day08/l09-d08-p05-scene.mp4,assets/images/video-posters/level09/day08/l09-d08-p05-poster.webp,assets/images/lesson-scenes/level09/day08/l09-d08-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 8: بداية الاجتماع. Show a foreign learner respectfully handling this work/business situation: You ask how much time they have.. Visual focus: the phrase 'sh7al 3ndkom mn waqt?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'بداية الاجتماع'. Trigger: You ask how much time they have.. Learner says 'sh7al 3ndkom mn waqt?'. Moroccan professional replies '3ndna nos sa3a'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,9,2,توضيح الأسئلة,L09-D09-P01,You ask them to explain again.,"Can you explain again, please?",t9dr tshra7 lia 3awtani aafak?,تقدر تشرح ليا عاوتاني عافاك؟,"iyeh, ma kayn moshkil",Clarification is better than pretending to understand.,t9dr / tshra7 / lia / 3awtani / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day09/l09-d09-p01-normal.mp3,assets/audio/level09/day09/l09-d09-p01-slow.mp3,assets/video/level09/day09/l09-d09-p01-scene.mp4,assets/images/video-posters/level09/day09/l09-d09-p01-poster.webp,assets/images/lesson-scenes/level09/day09/l09-d09-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 9: توضيح الأسئلة. Show a foreign learner respectfully handling this work/business situation: You ask them to explain again.. Visual focus: the phrase 't9dr tshra7 lia 3awtani aafak?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'توضيح الأسئلة'. Trigger: You ask them to explain again.. Learner says 't9dr tshra7 lia 3awtani aafak?'. Moroccan professional replies 'iyeh, ma kayn moshkil'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,9,2,توضيح الأسئلة,L09-D09-P02,You say you did not understand this point.,I did not understand this point.,ma fhemtsh had n-no9ta,ما فهمتش هاد النقطة,nوض7ha lik,Use humble language for smoother communication.,ma / fhemtsh / had / n-no9ta,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day09/l09-d09-p02-normal.mp3,assets/audio/level09/day09/l09-d09-p02-slow.mp3,assets/video/level09/day09/l09-d09-p02-scene.mp4,assets/images/video-posters/level09/day09/l09-d09-p02-poster.webp,assets/images/lesson-scenes/level09/day09/l09-d09-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 9: توضيح الأسئلة. Show a foreign learner respectfully handling this work/business situation: You say you did not understand this point.. Visual focus: the phrase 'ma fhemtsh had n-no9ta' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'توضيح الأسئلة'. Trigger: You say you did not understand this point.. Learner says 'ma fhemtsh had n-no9ta'. Moroccan professional replies 'nوض7ha lik'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,9,2,توضيح الأسئلة,L09-D09-P03,You ask for an example.,Can you give me an example?,t9dr t3tini mital?,تقدر تعطيني مثال؟,"iyeh, mathalan...",Examples make business needs concrete.,t9dr / t3tini / mital,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day09/l09-d09-p03-normal.mp3,assets/audio/level09/day09/l09-d09-p03-slow.mp3,assets/video/level09/day09/l09-d09-p03-scene.mp4,assets/images/video-posters/level09/day09/l09-d09-p03-poster.webp,assets/images/lesson-scenes/level09/day09/l09-d09-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 9: توضيح الأسئلة. Show a foreign learner respectfully handling this work/business situation: You ask for an example.. Visual focus: the phrase 't9dr t3tini mital?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'توضيح الأسئلة'. Trigger: You ask for an example.. Learner says 't9dr t3tini mital?'. Moroccan professional replies 'iyeh, mathalan...'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,9,2,توضيح الأسئلة,L09-D09-P04,You ask what is most important.,What is the most important thing?,ashno l-ahem haja?,أشنو الأهم حاجة؟,l-jawda w l-waqt,Prioritization prevents scope confusion.,ashno / l-ahem / haja,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day09/l09-d09-p04-normal.mp3,assets/audio/level09/day09/l09-d09-p04-slow.mp3,assets/video/level09/day09/l09-d09-p04-scene.mp4,assets/images/video-posters/level09/day09/l09-d09-p04-poster.webp,assets/images/lesson-scenes/level09/day09/l09-d09-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 9: توضيح الأسئلة. Show a foreign learner respectfully handling this work/business situation: You ask what is most important.. Visual focus: the phrase 'ashno l-ahem haja?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'توضيح الأسئلة'. Trigger: You ask what is most important.. Learner says 'ashno l-ahem haja?'. Moroccan professional replies 'l-jawda w l-waqt'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,9,2,توضيح الأسئلة,L09-D09-P05,You summarize what you understood.,"So, you need fast delivery and good price.",يعني khasskom livraison sريعة w taman mzyan,يعني خاصكم ليفريزون سريعة وثمن مزيان, بالضبط,Summarizing confirms understanding politely.,يعني / khasskom / livraison / sريعة / w / taman / mzyan,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day09/l09-d09-p05-normal.mp3,assets/audio/level09/day09/l09-d09-p05-slow.mp3,assets/video/level09/day09/l09-d09-p05-scene.mp4,assets/images/video-posters/level09/day09/l09-d09-p05-poster.webp,assets/images/lesson-scenes/level09/day09/l09-d09-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 9: توضيح الأسئلة. Show a foreign learner respectfully handling this work/business situation: You summarize what you understood.. Visual focus: the phrase 'يعني khasskom livraison sريعة w taman mzyan' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'توضيح الأسئلة'. Trigger: You summarize what you understood.. Learner says 'يعني khasskom livraison sريعة w taman mzyan'. Moroccan professional replies ' بالضبط'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,10,2,الثمن والعرض التجاري,L09-D10-P01,You ask for the price.,What is the price?,bsh7al taman?,بشحال الثمن؟,3la 7sab l-quantity,Price can depend on quantity or scope.,bsh7al / taman,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day10/l09-d10-p01-normal.mp3,assets/audio/level09/day10/l09-d10-p01-slow.mp3,assets/video/level09/day10/l09-d10-p01-scene.mp4,assets/images/video-posters/level09/day10/l09-d10-p01-poster.webp,assets/images/lesson-scenes/level09/day10/l09-d10-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 10: الثمن والعرض التجاري. Show a foreign learner respectfully handling this work/business situation: You ask for the price.. Visual focus: the phrase 'bsh7al taman?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الثمن والعرض التجاري'. Trigger: You ask for the price.. Learner says 'bsh7al taman?'. Moroccan professional replies '3la 7sab l-quantity'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,10,2,الثمن والعرض التجاري,L09-D10-P02,You ask for a written quote.,Can you send me a quote?,t9dr tsift lia devis?,تقدر تسيفط ليا دوڤي؟,"iyeh, nsifto lik lyoum",Devis is common for quotation.,t9dr / tsift / lia / devis,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day10/l09-d10-p02-normal.mp3,assets/audio/level09/day10/l09-d10-p02-slow.mp3,assets/video/level09/day10/l09-d10-p02-scene.mp4,assets/images/video-posters/level09/day10/l09-d10-p02-poster.webp,assets/images/lesson-scenes/level09/day10/l09-d10-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 10: الثمن والعرض التجاري. Show a foreign learner respectfully handling this work/business situation: You ask for a written quote.. Visual focus: the phrase 't9dr tsift lia devis?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الثمن والعرض التجاري'. Trigger: You ask for a written quote.. Learner says 't9dr tsift lia devis?'. Moroccan professional replies 'iyeh, nsifto lik lyoum'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,10,2,الثمن والعرض التجاري,L09-D10-P03,You say the price depends on the scope.,The price depends on the scope.,taman kaytbedel 3la 7sab scope,الثمن كيتبدل على حساب السكوب,fhemt,Scope/pricing connection is essential.,taman / kaytbedel / 3la / 7sab / scope,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day10/l09-d10-p03-normal.mp3,assets/audio/level09/day10/l09-d10-p03-slow.mp3,assets/video/level09/day10/l09-d10-p03-scene.mp4,assets/images/video-posters/level09/day10/l09-d10-p03-poster.webp,assets/images/lesson-scenes/level09/day10/l09-d10-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 10: الثمن والعرض التجاري. Show a foreign learner respectfully handling this work/business situation: You say the price depends on the scope.. Visual focus: the phrase 'taman kaytbedel 3la 7sab scope' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الثمن والعرض التجاري'. Trigger: You say the price depends on the scope.. Learner says 'taman kaytbedel 3la 7sab scope'. Moroccan professional replies 'fhemt'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,10,2,الثمن والعرض التجاري,L09-D10-P04,You ask if tax is included.,Is tax included?,wash TVA dakla f taman?,واش TVA داخلة فالثمن؟,iyeh / la,TVA is common business language.,wash / TVA / dakla / f / taman,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day10/l09-d10-p04-normal.mp3,assets/audio/level09/day10/l09-d10-p04-slow.mp3,assets/video/level09/day10/l09-d10-p04-scene.mp4,assets/images/video-posters/level09/day10/l09-d10-p04-poster.webp,assets/images/lesson-scenes/level09/day10/l09-d10-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 10: الثمن والعرض التجاري. Show a foreign learner respectfully handling this work/business situation: You ask if tax is included.. Visual focus: the phrase 'wash TVA dakla f taman?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الثمن والعرض التجاري'. Trigger: You ask if tax is included.. Learner says 'wash TVA dakla f taman?'. Moroccan professional replies 'iyeh / la'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,10,2,الثمن والعرض التجاري,L09-D10-P05,You ask for a better price.,Can you give us a better price?,t9dr t3tina taman 7sen?,تقدر تعطينا ثمن حسن؟,nshofo ash n9dro ndiro,Negotiation should stay polite and relational.,t9dr / t3tina / taman / 7sen,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day10/l09-d10-p05-normal.mp3,assets/audio/level09/day10/l09-d10-p05-slow.mp3,assets/video/level09/day10/l09-d10-p05-scene.mp4,assets/images/video-posters/level09/day10/l09-d10-p05-poster.webp,assets/images/lesson-scenes/level09/day10/l09-d10-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 10: الثمن والعرض التجاري. Show a foreign learner respectfully handling this work/business situation: You ask for a better price.. Visual focus: the phrase 't9dr t3tina taman 7sen?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الثمن والعرض التجاري'. Trigger: You ask for a better price.. Learner says 't9dr t3tina taman 7sen?'. Moroccan professional replies 'nshofo ash n9dro ndiro'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,11,2,الفاتورة والدفع,L09-D11-P01,You ask for an invoice.,"I need an invoice, please.",khassni facture aafak,خاصني فاكتور عافاك,"wakha, b smit shkun?",Facture is common for invoices.,khassni / facture / aafak,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day11/l09-d11-p01-normal.mp3,assets/audio/level09/day11/l09-d11-p01-slow.mp3,assets/video/level09/day11/l09-d11-p01-scene.mp4,assets/images/video-posters/level09/day11/l09-d11-p01-poster.webp,assets/images/lesson-scenes/level09/day11/l09-d11-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 11: الفاتورة والدفع. Show a foreign learner respectfully handling this work/business situation: You ask for an invoice.. Visual focus: the phrase 'khassni facture aafak' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الفاتورة والدفع'. Trigger: You ask for an invoice.. Learner says 'khassni facture aafak'. Moroccan professional replies 'wakha, b smit shkun?'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,11,2,الفاتورة والدفع,L09-D11-P02,You ask how to pay.,How can we pay?,kifash n9dro nkhlesso?,كيفاش نقدرو نخلصو؟,"cash, virement, wla carte",Payment options vary by business.,kifash / n9dro / nkhlesso,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day11/l09-d11-p02-normal.mp3,assets/audio/level09/day11/l09-d11-p02-slow.mp3,assets/video/level09/day11/l09-d11-p02-scene.mp4,assets/images/video-posters/level09/day11/l09-d11-p02-poster.webp,assets/images/lesson-scenes/level09/day11/l09-d11-p02-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 11: الفاتورة والدفع. Show a foreign learner respectfully handling this work/business situation: You ask how to pay.. Visual focus: the phrase 'kifash n9dro nkhlesso?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الفاتورة والدفع'. Trigger: You ask how to pay.. Learner says 'kifash n9dro nkhlesso?'. Moroccan professional replies 'cash, virement, wla carte'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,11,2,الفاتورة والدفع,L09-D11-P03,You ask for bank transfer details.,Send me the bank transfer details.,sift lia les coordonnées dyal virement,سيفط ليا الكوردوني ديال الڤيرمون,wakha,Virement is common for bank transfer.,sift / lia / les / coordonnées / dyal / virement,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day11/l09-d11-p03-normal.mp3,assets/audio/level09/day11/l09-d11-p03-slow.mp3,assets/video/level09/day11/l09-d11-p03-scene.mp4,assets/images/video-posters/level09/day11/l09-d11-p03-poster.webp,assets/images/lesson-scenes/level09/day11/l09-d11-p03-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 11: الفاتورة والدفع. Show a foreign learner respectfully handling this work/business situation: You ask for bank transfer details.. Visual focus: the phrase 'sift lia les coordonnées dyal virement' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الفاتورة والدفع'. Trigger: You ask for bank transfer details.. Learner says 'sift lia les coordonnées dyal virement'. Moroccan professional replies 'wakha'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,11,2,الفاتورة والدفع,L09-D11-P04,You ask for a receipt.,Can I have a receipt?,n9dr nakhod reçu?,نقدر ناخد ريسي؟,iyeh,Receipts matter for accounting.,n9dr / nakhod / reçu,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day11/l09-d11-p04-normal.mp3,assets/audio/level09/day11/l09-d11-p04-slow.mp3,assets/video/level09/day11/l09-d11-p04-scene.mp4,assets/images/video-posters/level09/day11/l09-d11-p04-poster.webp,assets/images/lesson-scenes/level09/day11/l09-d11-p04-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 11: الفاتورة والدفع. Show a foreign learner respectfully handling this work/business situation: You ask for a receipt.. Visual focus: the phrase 'n9dr nakhod reçu?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الفاتورة والدفع'. Trigger: You ask for a receipt.. Learner says 'n9dr nakhod reçu?'. Moroccan professional replies 'iyeh'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,11,2,الفاتورة والدفع,L09-D11-P05,You say payment will be after approval.,Payment is after approval.,l-khlas ghadi ykoun b3d l-approval,الخلاص غادي يكون بعد الأبروڤال,wakha,Payment terms must be clear.,l-khlas / ghadi / ykoun / b3d / l-approval,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day11/l09-d11-p05-normal.mp3,assets/audio/level09/day11/l09-d11-p05-slow.mp3,assets/video/level09/day11/l09-d11-p05-scene.mp4,assets/images/video-posters/level09/day11/l09-d11-p05-poster.webp,assets/images/lesson-scenes/level09/day11/l09-d11-p05-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 11: الفاتورة والدفع. Show a foreign learner respectfully handling this work/business situation: You say payment will be after approval.. Visual focus: the phrase 'l-khlas ghadi ykoun b3d l-approval' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الفاتورة والدفع'. Trigger: You say payment will be after approval.. Learner says 'l-khlas ghadi ykoun b3d l-approval'. Moroccan professional replies 'wakha'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
9,12,2,الآجال والتسليم,L09-D12-P01,You ask when it will be ready.,When will it be ready?,imta ghadi ykoun wajed?,إمتى غادي يكون واجد؟,nhar l-jm3a,Deadlines need exact dates.,imta / ghadi / ykoun / wajed,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA,assets/audio/level09/day12/l09-d12-p01-normal.mp3,assets/audio/level09/day12/l09-d12-p01-slow.mp3,assets/video/level09/day12/l09-d12-p01-scene.mp4,assets/images/video-posters/level09/day12/l09-d12-p01-poster.webp,assets/images/lesson-scenes/level09/day12/l09-d12-p01-scene.webp,"Realistic Moroccan professional or small-business scene, Level 9 Day 12: الآجال والتسليم. Show a foreign learner respectfully handling this work/business situation: You ask when it will be ready.. Visual focus: the phrase 'imta ghadi ykoun wajed?' without putting text on the image. Moroccan café meeting, office reception, coworking space, shop counter, trade fair stand, bank/admin office, client meeting room, or WhatsApp/email follow-up context as appropriate, natural realistic daily life.","Short interactive video: learner is in a Moroccan work/business situation during 'الآجال والتسليم'. Trigger: You ask when it will be ready.. Learner says 'imta ghadi ykoun wajed?'. Moroccan professional replies 'nhar l-jm3a'. End with a clear practical action: scheduling, confirming, negotiating, sending documents, resolving a delay, or closing politely."
